"","gene_id","gene_short_name","cell_group","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value"
"27","WBGene00010957","nduo-6","URA",0.0193134121240041,52.8216074919867,0.98780487804878,0.0195518493107202,0.0442615128641974,"3.96e-15","1.44e-08"
"28","WBGene00010957","nduo-6","XXX",0.0245675236157196,69.5684255854947,1,0.0245675236157196,0.0988811324195388,"1.37e-27","5.00e-21"
"29","WBGene00010958","ndfl-4","AIA",0.0140603100915553,4.75771050518747,0.87037037037037,0.0161543988285955,0.00825638959216311,"2.35e-07","8.56e-01"
"30","WBGene00010958","ndfl-4","CEP_ADE_PDE",0.0141879802077106,4.57861845312651,0.906976744186046,0.0156431576649116,0.0124453960959861,"2.39e-10","8.70e-04"
"31","WBGene00010958","ndfl-4","Cephalic sheath",0.0154540927116414,4.93660039072243,0.927536231884058,0.0166614437047384,0.0234648848127568,"2.53e-69","9.22e-63"
"32","WBGene00010958","ndfl-4","M2",0.0174557448777696,5.7622898875849,0.920731707317073,0.0189585573506902,0.027964774776264,"2.94e-17","1.07e-10"
"33","WBGene00010958","ndfl-4","M3",0.0194950415710014,6.38247593550322,0.944444444444444,0.0206418087222368,0.0308536877877384,"4.90e-08","1.78e-01"
"34","WBGene00010958","ndfl-4","RID",0.0124583157888398,4.02207968485914,0.888,0.0140296348973421,0.00542682481411246,"8.14e-06","1.00e+00"
"35","WBGene00010958","ndfl-4","RIH",0.0131079800306941,4.00580295490494,0.9375,0.0139818453660737,0.00957012789853993,"2.82e-05","1.00e+00"
"36","WBGene00010958","ndfl-4","RIP",0.0146935006213783,4.64687756742671,0.927710843373494,0.0158384487217454,0.0113034943403898,"6.58e-05","1.00e+00"
"37","WBGene00010958","ndfl-4","RME",0.0214958869424009,7.283613840855,0.933333333333333,0.0230313074382866,0.0452519289308894,"8.52e-19","3.10e-12"
"38","WBGene00010958","ndfl-4","RMG",0.0109239722610106,3.54538002124758,0.865979381443299,0.0126145870156908,0.00148511441060109,"1.21e-01","1.00e+00"
"39","WBGene00010958","ndfl-4","SAA",0.015372167420312,5.30537949646435,0.868686868686869,0.0176958671466383,0.0111530357068271,"1.84e-05","1.00e+00"
"40","WBGene00010958","ndfl-4","sh1 (gonadal sheath distal)",0.0197189790714596,6.48356089951473,0.942903458213256,0.0209130414144687,0.0851156028641978,"0.00e+00","0.00e+00"
"41","WBGene00010958","ndfl-4","URA",0.0191388288369746,6.59380275344737,0.902439024390244,0.0212078914139449,0.0276447229157506,"5.35e-10","1.95e-03"
"42","WBGene00010958","ndfl-4","URY",0.0188960826261879,6.17302582409516,0.941176470588235,0.0200770877903247,0.0260342156431169,"1.03e-06","1.00e+00"
"43","WBGene00010958","ndfl-4","XXX",0.0240720761181541,8.25977461576853,0.942028985507246,0.025553434648502,0.0522962607823437,"2.48e-15","9.02e-09"
"44","WBGene00010959","nduo-1","AIA",0.0134773732019371,4.65699613092227,0.925925925925926,0.014555563058092,0.00891710940989717,"7.79e-08","2.83e-01"
"45","WBGene00010959","nduo-1","AIB",0.0117377892540178,3.89571723308421,0.937254901960784,0.0125235826768809,0.00386368544696369,"1.47e-04","1.00e+00"
"46","WBGene00010959","nduo-1","CEP_ADE_PDE",0.014199913029991,5.14232483184344,0.897674418604651,0.0158185559660522,0.00973474456897971,"2.12e-08","7.73e-02"
"47","WBGene00010959","nduo-1","Cephalic sheath",0.015607476157339,5.51790266213263,0.930093776641091,0.0167805403598155,0.0236066527951509,"9.90e-70","3.60e-63"
"48","WBGene00010959","nduo-1","I2",0.0197918348526222,6.91321936675853,0.977272727272727,0.020252110081753,0.038927571637344,"2.20e-08","8.02e-02"
"49","WBGene00010959","nduo-1","IL1",0.0160133036079949,5.73443358933446,0.924050632911392,0.017329465548378,0.0144312894679349,"1.02e-05","1.00e+00"
"50","WBGene00010959","nduo-1","M2",0.0165848594473119,5.91223103444642,0.932926829268293,0.0177772349631317,0.0233815601626047,"1.11e-14","4.05e-08"
"51","WBGene00010959","nduo-1","M3",0.0163216322819043,6.14591512815416,0.888888888888889,0.0183618363171424,0.0113241893326499,"9.51e-04","1.00e+00"
"52","WBGene00010959","nduo-1","RID",0.0126044225384815,4.26743660538071,0.932,0.013524058517684,0.0073146439576403,"2.22e-07","8.08e-01"
"53","WBGene00010959","nduo-1","RIP",0.0161064194594717,5.74710515650962,0.927710843373494,0.0173614651316383,0.0161739791558156,"1.81e-06","1.00e+00"
"54","WBGene00010959","nduo-1","RME",0.0212296624577535,8.25606039819563,0.904761904761905,0.023464363769096,0.0375614043508312,"7.29e-16","2.65e-09"
"55","WBGene00010959","nduo-1","sh1 (gonadal sheath distal)",0.0204711011006637,7.34925067109817,0.960734870317003,0.0213077527766938,0.101104814125199,"0.00e+00","0.00e+00"
"56","WBGene00010959","nduo-1","URA",0.0176884831670885,6.4373560345401,0.926829268292683,0.0190849423644902,0.0251587760325703,"3.17e-09","1.15e-02"
"57","WBGene00010959","nduo-1","XXX",0.021837974954939,8.28997519014749,0.927536231884058,0.0235440667482936,0.0381315498750174,"1.40e-11","5.09e-05"
"58","WBGene00010960","atp-6","AIA",0.0149592553465431,26.7586167135887,0.99537037037037,0.0150288332783874,0.0166897052834585,"1.99e-13","7.24e-07"
"59","WBGene00010960","atp-6","AIB",0.0124350075219147,21.3674253114694,1,0.0124350075219147,0.00577387770474948,"3.47e-06","1.00e+00"
"60","WBGene00010960","atp-6","Body wall muscle posterior",0.0197844624108975,37.6388598294625,0.989825581395349,0.0199878269290712,0.0396386577858034,"5.76e-76","2.10e-69"
"61","WBGene00010960","atp-6","CEP_ADE_PDE",0.0148505392924612,26.6762510313273,0.990697674418605,0.0149899809759585,0.0168385876971391,"1.74e-13","6.32e-07"
"62","WBGene00010960","atp-6","Cephalic sheath",0.0156972914034169,28.2692929272143,0.997442455242967,0.0157375408685538,0.035627777713511,"2.52e-104","9.16e-98"
"63","WBGene00010960","atp-6","Excretory gland",0.0160319250906686,28.9993537675464,0.997167138810198,0.0160774703324035,0.0154718427565206,"2.69e-18","9.81e-12"
"64","WBGene00010960","atp-6","g1P (pharyngeal gland)",0.0118759581120848,20.3467386615004,0.99537037037037,0.0119311951265596,0.000816499818166215,"2.91e-02","1.00e+00"
"65","WBGene00010960","atp-6","hyp4_to_hyp6",0.0148613384803003,26.4668281956485,0.998001776198934,0.014891094219193,0.046065063977584,"0.00e+00","0.00e+00"
"66","WBGene00010960","atp-6","IL1",0.0153989858469373,27.545692651478,1,0.0153989858469373,0.0246441636769597,"8.09e-09","2.95e-02"
"67","WBGene00010960","atp-6","M2",0.0178563957111251,32.8758914246078,1,0.0178563957111251,0.0476407242117537,"2.78e-28","1.01e-21"
"68","WBGene00010960","atp-6","M3",0.0207948738361682,39.4744242372394,1,0.0207948738361682,0.0527759354000996,"9.71e-13","3.53e-06"
"69","WBGene00010960","atp-6","RID",0.0138320599489269,24.2435726709647,1,0.0138320599489269,0.0150766566114962,"1.03e-13","3.75e-07"
"70","WBGene00010960","atp-6","RIP",0.016667423982256,30.2746426604479,1,0.016667423982256,0.0293960032914822,"1.22e-10","4.46e-04"
"71","WBGene00010960","atp-6","RIV",0.0141743030465072,24.9580939993911,1,0.0141743030465072,0.0165363775867746,"7.71e-12","2.80e-05"
"72","WBGene00010960","atp-6","RME",0.0202690675956371,38.27656194435,1,0.0202690675956371,0.0580878027773871,"1.12e-23","4.07e-17"
"73","WBGene00010960","atp-6","RMG",0.0114008856294446,19.2821998550643,1,0.0114008856294446,0.00290018623267152,"3.04e-02","1.00e+00"
"74","WBGene00010960","atp-6","SAA",0.0157121809586896,28.2149688418623,1,0.0157121809586896,0.0258249375527298,"7.15e-11","2.60e-04"
"75","WBGene00010960","atp-6","sh1 (gonadal sheath distal)",0.0202365121264886,38.2274764892018,0.999459654178674,0.0202474527529761,0.145971183733065,"0.00e+00","0.00e+00"
"76","WBGene00010960","atp-6","sh3_sh4 (gonadal sheath proximal)",0.0162967799690831,29.531025928383,0.998331943286072,0.016324009342465,0.0554284703537141,"0.00e+00","0.00e+00"
"77","WBGene00010960","atp-6","Unassigned hypodermis/gonadal sheath",0.0157166011162,28.2244359552028,1,0.0157166011162,0.0410929988881739,"1.15e-103","4.18e-97"
"78","WBGene00010960","atp-6","URA",0.0185705956164351,34.96872866911,0.98780487804878,0.0187998622289837,0.0373682027233592,"5.26e-13","1.92e-06"
"79","WBGene00010960","atp-6","XXX",0.0235344224451144,45.8303875528381,1,0.0235344224451144,0.085614133180956,"4.18e-24","1.52e-17"
"80","WBGene00010961","nduo-2","sh1 (gonadal sheath distal)",0.0159973188883014,2.38969477970495,0.721181556195965,0.0221820965204419,0.0489673982447549,"0.00e+00","0.00e+00"
"81","WBGene00010961","nduo-2","URA",0.0158310084259974,2.69379080305553,0.646341463414634,0.0244932583194677,0.0157676654257973,"2.75e-06","1.00e+00"
"82","WBGene00010961","nduo-2","XXX",0.0179564513129923,2.8705957716056,0.695652173913043,0.0258123987624265,0.0232978218467647,"1.28e-07","4.64e-01"
"83","WBGene00000829","ctb-1","AIA",0.0130955099576864,3.96285176067428,0.837962962962963,0.0156277908887307,0.00419151730875164,"2.31e-04","1.00e+00"
"84","WBGene00000829","ctb-1","Cephalic sheath",0.0151555552777135,4.44647548118541,0.880647911338448,0.0172095511527183,0.0180725027330276,"8.45e-54","3.08e-47"
"85","WBGene00000829","ctb-1","M3",0.0179209075698461,5.65849627389709,0.851851851851852,0.0210375871472106,0.0167722711127199,"5.77e-05","1.00e+00"
"86","WBGene00000829","ctb-1","RID",0.0116340128715299,3.47153481780203,0.832,0.0139831885475119,0.00235542462723716,"3.29e-03","1.00e+00"
"87","WBGene00000829","ctb-1","RIH",0.0130500738253258,3.53275850363338,0.919642857142857,0.0141903715382183,0.00905347237064062,"4.65e-05","1.00e+00"
"88","WBGene00000829","ctb-1","RIP",0.0157528059091764,4.30875508812491,0.939759036144578,0.0167626011597646,0.0183492831798559,"3.68e-07","1.00e+00"
"89","WBGene00000829","ctb-1","RME",0.0190815470951823,6.22432456743825,0.838095238095238,0.0227677550567515,0.0210514991175183,"1.56e-09","5.68e-03"
"90","WBGene00000829","ctb-1","sh1 (gonadal sheath distal)",0.0209157257642181,6.1534274348669,0.927413544668588,0.0225527499403649,0.0885512527276416,"0.00e+00","0.00e+00"
"91","WBGene00000829","ctb-1","URA",0.0189611057659136,5.64987134659341,0.902439024390244,0.0210109550379043,0.0270649392307739,"8.10e-10","2.95e-03"
"92","WBGene00000829","ctb-1","XXX",0.0194233367139285,6.08239565259025,0.869565217391304,0.0223368372210178,0.0253509323791575,"3.58e-08","1.30e-01"
"93","WBGene00010962","ctc-3","AIA",0.0147783191383801,11.3377562697497,0.986111111111111,0.0149864644783573,0.0156561679205262,"1.09e-12","3.98e-06"
"94","WBGene00010962","ctc-3","AIB",0.0126706572114832,9.46391412699566,0.984313725490196,0.0128725800355706,0.00622256621070515,"1.45e-06","1.00e+00"
"95","WBGene00010962","ctc-3","CEP_ADE_PDE",0.0139462671409389,10.9507839921122,0.958139534883721,0.0145555700742809,0.0106996216403041,"4.28e-09","1.56e-02"
"96","WBGene00010962","ctc-3","Cephalic sheath",0.0150101437845068,11.5942072383069,0.982949701619778,0.0152705105457298,0.0244838203742595,"2.96e-72","1.08e-65"
"97","WBGene00010962","ctc-3","g1P (pharyngeal gland)",0.0115663749238025,8.52451595123394,0.981481481481482,0.0117846084129308,0.000397387789476043,"1.28e-01","1.00e+00"
"98","WBGene00010962","ctc-3","I2",0.0173621574778478,13.514779105146,1,0.0173621574778478,0.0273670236084266,"2.71e-06","1.00e+00"
"99","WBGene00010962","ctc-3","IL1",0.0160044155284901,12.4495918754612,0.987341772151899,0.0162096003429579,0.0213060955818293,"8.24e-08","3.00e-01"
"100","WBGene00010962","ctc-3","M2",0.0175294559825903,13.8730563343704,0.98780487804878,0.0177458690194124,0.0369013734061283,"2.84e-22","1.04e-15"
"101","WBGene00010962","ctc-3","M3",0.0209709355157651,16.9530430785085,1,0.0209709355157651,0.0438198187831529,"7.98e-11","2.90e-04"
"102","WBGene00010962","ctc-3","RID",0.0127788429642342,9.51751414717658,0.988,0.012934051583233,0.0071708589448203,"2.92e-07","1.00e+00"
"103","WBGene00010962","ctc-3","RIP",0.0169293727980765,13.5010190588345,0.975903614457831,0.0173473820029673,0.026370161094818,"1.09e-09","3.96e-03"
"104","WBGene00010962","ctc-3","RME",0.0191127158110176,15.700840321988,0.971428571428571,0.0196748545113417,0.0410472809046631,"3.41e-17","1.24e-10"
"105","WBGene00010962","ctc-3","RMG",0.011610280068049,8.47887836691094,0.989690721649485,0.0117312204854245,0.00432614150372329,"8.20e-03","1.00e+00"
"106","WBGene00010962","ctc-3","sh1 (gonadal sheath distal)",0.0194805574286204,15.6058812784063,0.995136887608069,0.0195757565327964,0.107124289354467,"0.00e+00","0.00e+00"
"107","WBGene00010962","ctc-3","sh3_sh4 (gonadal sheath proximal)",0.0167267310208668,13.0818003356647,0.98999165971643,0.0168958302392749,0.0517796859307553,"0.00e+00","0.00e+00"
"108","WBGene00010962","ctc-3","URA",0.0192014983970895,15.2482755399983,1,0.0192014983970895,0.0366550984926165,"8.73e-13","3.18e-06"
"109","WBGene00010962","ctc-3","URY",0.0176017705365957,14.0679583368567,0.980392156862745,0.0179538059473277,0.0270098822114812,"6.48e-07","1.00e+00"
"110","WBGene00010962","ctc-3","XXX",0.0210428532973164,17.3250738706467,0.985507246376812,0.021352307022277,0.0513123915082638,"4.51e-15","1.64e-08"
"111","WBGene00010963","nduo-4","AIA",0.0142516552471081,3.64319979261617,0.87962962962963,0.0162018817546071,0.0103584142434788,"7.04e-09","2.56e-02"
"112","WBGene00010963","nduo-4","IL1",0.0156320159607127,3.83607876140167,0.924050632911392,0.0169168391903604,0.0183941815233739,"6.30e-07","1.00e+00"
"113","WBGene00010963","nduo-4","M3",0.0199993003743259,5.40321291628534,0.888888888888889,0.0224992129211167,0.0283103155361711,"1.74e-07","6.33e-01"
"114","WBGene00010963","nduo-4","RID",0.011977428210458,3.23859442847462,0.816,0.0146782208461496,0.00277263386719106,"1.43e-03","1.00e+00"
"115","WBGene00010963","nduo-4","RME",0.0177306430852657,4.94886067174859,0.847619047619048,0.0209181744264371,0.022102960879194,"6.14e-10","2.23e-03"
"116","WBGene00010963","nduo-4","sh1 (gonadal sheath distal)",0.0194503001362903,5.02424745605779,0.918227665706052,0.0211824374964071,0.0842962962957971,"0.00e+00","0.00e+00"
"117","WBGene00010963","nduo-4","URA",0.0165960189500142,4.45517081068736,0.865853658536585,0.0191672331535375,0.017794060336482,"6.33e-07","1.00e+00"
"118","WBGene00010963","nduo-4","XXX",0.0162625461124906,4.80229528182623,0.797101449275362,0.0204021033047609,0.0121044873204722,"1.40e-04","1.00e+00"
"119","WBGene00010964","ctc-1","AIA",0.014483243049819,6.77255688543509,0.944444444444444,0.0153351985233378,0.00806090297950356,"3.26e-07","1.00e+00"
"120","WBGene00010964","ctc-1","AIB",0.0114092940560824,5.12282576980421,0.941176470588235,0.0121223749345876,0.000659172339104886,"1.17e-01","1.00e+00"
"121","WBGene00010964","ctc-1","AIY",0.0131870975558171,5.95341821862192,0.958333333333333,0.0137604496234613,0.00613727086044479,"1.72e-03","1.00e+00"
"122","WBGene00010964","ctc-1","Apoptotic germ cells",0.0221947559502046,10.8456315519004,0.977377983612398,0.022708467268899,0.112718756313529,"0.00e+00","0.00e+00"
"123","WBGene00010964","ctc-1","CEP_ADE_PDE",0.0138831587161131,6.47977141493202,0.93953488372093,0.014776629326556,0.00607134565820986,"9.70e-06","1.00e+00"
"124","WBGene00010964","ctc-1","Cephalic sheath",0.0151927545597202,7.1457139412082,0.947144075021313,0.0160405950482014,0.0162579922358545,"1.42e-48","5.17e-42"
"125","WBGene00010964","ctc-1","M3",0.0184303644335839,8.82777051709171,0.962962962962963,0.0191392246041063,0.0183332562120185,"2.61e-05","1.00e+00"
"126","WBGene00010964","ctc-1","RIB",0.0178677714678036,8.12935900390726,1,0.0178677714678036,0.0254689219884761,"2.06e-10","7.51e-04"
"127","WBGene00010964","ctc-1","RID",0.0128209602215392,5.89123061091688,0.94,0.0136393193846162,0.00299294357295098,"9.22e-04","1.00e+00"
"128","WBGene00010964","ctc-1","RIP",0.0153191876214343,6.96371341804437,0.975903614457831,0.0156974391676425,0.0130898282224563,"1.75e-05","1.00e+00"
"129","WBGene00010964","ctc-1","RME",0.0193116087343674,9.57723629718722,0.942857142857143,0.020482009263723,0.026341502892473,"1.44e-11","5.23e-05"
"130","WBGene00010964","ctc-1","RMG",0.01128373532402,5.01034154185487,0.948453608247423,0.0118969818090211,0.000491167664792388,"3.73e-01","1.00e+00"
"131","WBGene00010964","ctc-1","sh1 (gonadal sheath distal)",0.0201957858745894,9.68230475419992,0.977125360230548,0.0206685720139577,0.0904759678356793,"0.00e+00","0.00e+00"
"132","WBGene00010964","ctc-1","URA",0.0194887821290533,9.2934082894573,0.975609756097561,0.0199760016822796,0.0312818572797045,"3.99e-11","1.45e-04"
"133","WBGene00010964","ctc-1","XXX",0.0197274465693465,10.0217840975255,0.927536231884058,0.0212686533325767,0.020608719726048,"6.76e-07","1.00e+00"
"134","WBGene00010965","ctc-2","Excretory gland",0.0156289246036365,7.29546029491835,0.926345609065156,0.0168715913916933,0.00871973052090021,"5.81e-11","2.11e-04"
"135","WBGene00010965","ctc-2","g1P (pharyngeal gland)",0.0116150673135305,5.08233012883979,0.93287037037037,0.0124508910159929,0.000510764065436718,"8.45e-02","1.00e+00"
"136","WBGene00010965","ctc-2","M2",0.0158658129289006,7.60239490005136,0.908536585365854,0.0174630424183873,0.015313474887143,"4.05e-10","1.48e-03"
"137","WBGene00010965","ctc-2","M3",0.0193103176763761,9.18613979128651,0.944444444444444,0.0204462187161629,0.0211515492128394,"6.29e-06","1.00e+00"
"138","WBGene00010965","ctc-2","RIB",0.0176676266679103,8.22510369639877,0.947368421052632,0.0186491614827942,0.0238341847330845,"7.79e-10","2.83e-03"
"139","WBGene00010965","ctc-2","RIP",0.0159863000621305,7.48220017668323,0.927710843373494,0.0172319857812575,0.0143012741359895,"7.15e-06","1.00e+00"
"140","WBGene00010965","ctc-2","RME",0.0177372469457682,8.73332582838155,0.904761904761905,0.0196043255716385,0.0207466183228541,"2.05e-09","7.45e-03"
"141","WBGene00010965","ctc-2","sh1 (gonadal sheath distal)",0.0199201067523616,9.50270893283921,0.947226224783862,0.0210299358602608,0.0751563055677421,"0.00e+00","0.00e+00"
"142","WBGene00010965","ctc-2","URA",0.0173337350803339,8.66190850447363,0.890243902439024,0.0194707709121559,0.0147007035681469,"5.98e-06","1.00e+00"
"143","WBGene00010965","ctc-2","XXX",0.0193764614553637,9.25247551533948,0.942028985507246,0.0205688590833861,0.027738671957996,"8.22e-09","2.99e-02"
"144","WBGene00010967","nduo-5","AIA",0.0126698684673628,2.48134107096568,0.726851851851852,0.0174311566175183,0.00893789967033498,"7.52e-08","2.74e-01"
"145","WBGene00010967","nduo-5","RME",0.0193735320171735,3.91000217807907,0.761904761904762,0.0254277607725402,0.0282276634078352,"2.71e-12","9.88e-06"
"146","WBGene00010967","nduo-5","sh1 (gonadal sheath distal)",0.0185449442602713,3.43008632963265,0.812680115273775,0.0228194881500502,0.0681388530619697,"0.00e+00","0.00e+00"
"147","WBGene00010967","nduo-5","XXX",0.0189621224434825,3.77232601586391,0.768115942028985,0.0246865367660433,0.0255282057447382,"3.21e-08","1.17e-01"
"148","WBGene00235257","T05C7.4","LUA",0.0428608303113277,0.312509876433307,0.175,0.244919030350444,0.105046251143047,"1.24e-18","4.53e-12"
"149","WBGene00235257","T05C7.4","NSM",0.0806536090853346,0.35353106272451,0.3,0.268845363617782,0.149093175884145,"1.37e-14","4.99e-08"
"150","WBGene00235257","T05C7.4","PVD_FLP",0.0682519101054237,0.239346764844138,0.340909090909091,0.20020560297591,0.166049084961704,"1.50e-55","5.48e-49"
"151","WBGene00235260","T05C7.7","URB",0.0218728373040097,0.0319291233517065,0.0454545454545455,0.481202420688214,0.0189595965360817,"4.17e-03","1.00e+00"
"152","WBGene00015247","B0545.4","sh2 (gonadal sheath distal)",0.0515503146711441,0.817775135365585,0.399021739130435,0.129191744749258,0.199420974966779,"0.00e+00","0.00e+00"
"153","WBGene00015247","B0545.4","sh3_sh4 (gonadal sheath proximal)",0.0299657576029746,0.532579696909669,0.323324993049764,0.0926799914857264,0.0729071061751256,"0.00e+00","0.00e+00"
"154","WBGene00015247","B0545.4","Unassigned hypodermis/gonadal sheath",0.0156825749433314,0.368297734994423,0.226104830421377,0.0693597519084613,0.0258664013413402,"6.43e-66","2.34e-59"
"155","WBGene00017926","F29C4.2","Body wall muscle anterior",0.0220053060838432,1.97267138353186,0.762988619495299,0.0288409361838179,0.0654889374513501,"1.81e-289","6.57e-283"
"156","WBGene00017926","F29C4.2","Body wall muscle middle",0.023103713492394,2.17616168083478,0.739130434782609,0.0312579653132389,0.113300163956914,"0.00e+00","0.00e+00"
"157","WBGene00017926","F29C4.2","cat-4(+)ptps-1(+) intestine anterior",0.0218510972634453,1.90225790640892,0.780604534005038,0.0279925318282923,0.0858922524035709,"0.00e+00","0.00e+00"
"158","WBGene00017926","F29C4.2","pm3_pm4_pm5 (pharyngeal muscle)",0.0381695299969471,3.39081583458007,0.851594202898551,0.0448212656533246,0.167035751584652,"0.00e+00","0.00e+00"
"159","WBGene00017926","F29C4.2","sh5 (gonadal sheath proximal)",0.0263261213722321,2.22286259804626,0.827715355805243,0.0318057665447329,0.0697641179246617,"7.23e-61","2.63e-54"
"160","WBGene00000674","col-99","URA",0.025771156205491,0.174711031647079,0.0731707317073171,0.352205801475043,0.0424062591518741,"1.48e-14","5.37e-08"
"161","WBGene00021400","Y38C1AA.9","Cephalic sheath",0.407579956843731,4.14901491170085,0.780051150895141,0.522504141396389,0.61185491701355,"0.00e+00","0.00e+00"
"162","WBGene00021398","Y38C1AA.7","Mature sperm",0.333044788123874,25.4195375772605,0.990239060302755,0.336327662152661,0.852165590835486,"0.00e+00","0.00e+00"
"163","WBGene00021398","Y38C1AA.7","Spermatids",0.244420431796808,17.3757880585561,0.970037453183521,0.251970097643814,0.330697877147881,"0.00e+00","0.00e+00"
"164","WBGene00021398","Y38C1AA.7","Spermatocytes",0.29735966019451,21.8424915593694,0.992481203007519,0.299612384892953,0.365964765785881,"0.00e+00","0.00e+00"
"165","WBGene00021396","cutl-24","Glia_1",0.157776918818467,0.768375302309898,0.335365853658537,0.470462085204157,0.232070676338524,"0.00e+00","0.00e+00"
"166","WBGene00021396","cutl-24","Phasmid socket",0.0244298423236249,0.222936397482839,0.134228187919463,0.182002325311006,0.0412435851099205,"7.31e-23","2.66e-16"
"167","WBGene00021395","pnc-1","e1_e3 (pharyngeal epithelium)",0.177018576098611,8.22199071950699,0.900692840646651,0.196536008847945,0.619774428399874,"0.00e+00","0.00e+00"
"168","WBGene00021395","pnc-1","e2 (pharyngeal epithelium)",0.285097912990233,15.4704585454705,0.89906103286385,0.317106294866421,0.547492675254362,"0.00e+00","0.00e+00"
"169","WBGene00021395","pnc-1","I2",0.0209793400143906,1.07862703100749,0.522727272727273,0.0401343895927472,0.0769875915917233,"3.57e-15","1.30e-08"
"170","WBGene00021395","pnc-1","OLQ",0.0397721789181472,1.66603743071021,0.698529411764706,0.0569370140301897,0.145372469271649,"1.23e-70","4.49e-64"
