,Amphid socket,Anal muscle,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,Coelomocytes,Distal tip,Embryonic cells,GLR,Glia_2,Glia_3,Hypodermis head,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,Marginal cells,Mature sperm,Mitotic germ cells,Oocytes,PVD_FLP,Phasmid socket,Rectal gland,Seam cells (bus+),Seam cells (grd+),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatocytes,Syncitial pachytene spermatocytes,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,hmc,hyp4_to_hyp6,pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle),timepoints
LFQ intensity D1_9,0.004340636786216623,0.047455474450899426,0.016673997920459562,0.0,0.014983044523460496,0.0,0.02331231835959477,0.0,0.01909736606411643,0.0,0.0,0.04398560786970098,0.0,0.04455686189332027,0.023326991661957085,0.0,0.08934275773462698,0.0028820013395191276,0.0,0.049817511702710385,0.0,0.0,0.0,0.02754475794919285,0.04714299476718258,0.043214729019199344,0.0026976396908653002,0.020562433584650923,0.01596500427064018,0.010186230692794982,0.03860509484033479,0.0,0.04204115745668093,0.0212603897069753,0.03623067757549403,0.024384462338456255,0.03599404370141504,0.03133302043891425,0.005437009768304742,0.0,0.0,0.0,0.004575011749561074,0.0067249812837173835,0.0,0.06796731910755277,0.009663452746275211,0.04140479646714575,0.0,0.0057697601268254664,0.058778166875969845,0.022742295535268835,1
LFQ intensity D10_1,0.0,0.062319197452302896,0.0089964674116249,0.0,0.0,0.0016972642266111435,0.020273733632987415,0.0,0.008583789401605231,0.007583214932837797,0.0,0.08173808668271294,0.0,0.0,0.0,0.022435687600827706,0.04436208399814688,0.028055622435061593,0.0,0.044441942961223044,0.0,0.00024628829493911344,0.0,0.03233284009917514,0.0,0.0,0.0,0.07113329621019548,0.03565296664160273,0.0,0.007322932246079229,0.0,0.03228111755398179,0.011715480822091161,0.06755451956804569,0.04230206894267087,0.02814856364442495,0.0005515845374187031,0.03420707911672456,0.010164795306284058,0.025715627301506585,0.0,0.030722446378631,0.0,0.0,0.03399395049218404,0.01067217167995783,0.04703227793439873,0.03481432494216088,0.0,0.08736275653612004,0.025585821015465957,10
LFQ intensity D10_10,0.006711758634935183,0.05558130096322609,0.0104086510742169,0.0,0.0,0.00621694973121389,0.039180324495422386,0.0,0.017593891117690257,0.0005068056975946838,0.0,0.07799687687772215,0.0,0.0,0.0172366090890504,0.0,0.04242334658392649,0.020298107588580916,0.0,0.0394120711985245,0.0,0.004806265090852481,0.0,0.029058427091122437,0.008739657263503661,0.0,0.0,0.0627357549261825,0.029640520637288593,0.0,0.010318498449514055,0.0,0.037975585282416825,0.011602244978734206,0.05511791273367344,0.04628266270307576,0.02804036106107313,0.0,0.038451157534319325,0.012598665853727079,0.0,0.0,0.029370442893848152,0.0,0.0,0.04299299693677111,0.016825977685231978,0.045433387930953716,0.0418250885993044,0.0,0.08896886125138152,0.02564883804492185,10
LFQ intensity D10_2,0.0,0.06479606077992893,0.011020942738992977,0.0,0.0,0.0,0.0010054366405545451,0.0,0.007346004022268746,0.011590704839110625,0.0,0.025515055503325352,0.0,0.0028254974212352482,0.0,0.01414751744944012,0.043012619400321625,0.005962986707888913,0.0,0.0784420356203611,0.0,0.0,0.0,0.03041234553200311,0.0,0.0,0.0021928186468839705,0.07555874835936553,0.03673902181115719,0.0,0.008983748455225487,0.0,0.07020432908081811,0.003132697530093892,0.07218208718429446,0.05683195584234204,0.0244451945499691,0.0,0.043029900350850005,0.011061863429370008,0.029394601980153104,0.0,0.025326704984374088,0.0,0.00314359347668916,0.04102298056941724,0.0,0.04257797898009488,0.03981208692524215,0.0,0.09443123874096952,0.0238512424472589,10
LFQ intensity D10_3,0.0,0.06395715095986847,0.0048532543268238896,0.0,0.0,0.007821521108493091,0.023961243775280593,0.0,0.018974608593179215,0.004029553741854144,0.0,0.056912542714201785,0.0,0.0,0.0,0.03304051761596973,0.03907871615926726,0.0,0.0,0.05200139885734218,0.0,0.0,0.0,0.021791130243017525,0.0,0.0,0.0030898223457271955,0.06599536966956848,0.028857628944746763,0.0,0.014935008546799754,0.0,0.05852271035178698,0.012709892000670641,0.0669082195917857,0.040165689375148125,0.030965294263263478,0.021617500006761575,0.030665249311409754,0.007364284915819459,0.0,0.0,0.03269979738923958,0.0,0.004331955453616643,0.04147588491806635,0.0,0.038981621041553866,0.05000194425574812,0.0,0.09973011525869858,0.024560374264290873,10
LFQ intensity D10_4,0.0,0.0629713015197809,0.012680146049258965,0.0,0.0,0.0,0.0,0.0,0.0,0.006533354308486399,0.0,0.0727177951767938,0.0,0.005430462957014074,0.0,0.03397852077683837,0.04642034667135522,0.019032629170705733,0.0,0.05504118272001209,0.0,0.0019831475166458305,0.0,0.02834708081817753,0.0,0.0,0.0,0.0776992308101701,0.03888956796961602,0.0,0.02308737809131597,0.0,0.07724605227037726,0.0061306667007841225,0.06484219868918248,0.04822061564984404,0.02098692195732593,0.0,0.032994855181900186,0.004484828630394551,0.029691965758309884,0.0,0.013260431094202016,0.0,0.0,0.04518499213799978,0.011188701103305403,0.034770794037031066,0.03036401598835763,0.0,0.07136873978438449,0.024452076460430083,10
LFQ intensity D10_5,0.0,0.052886947550314645,0.009821304265919845,0.0,0.0,0.018115904662004145,0.029893692373875843,0.0,0.019462878145487434,0.005093653062498066,0.0,0.08505806416976032,0.0,0.014398802214927035,0.0,0.01122400717318665,0.0467765182628048,0.027139525502610062,0.0,0.06416134437706003,0.0,0.0,0.0,0.029637530151497324,0.0,0.0,0.0,0.05580623679057747,0.0236899855742191,0.0,0.0216744459845266,0.0,0.057925021530637034,0.010095212651183662,0.06309907624403387,0.035443572615645076,0.02719130054115933,0.004884611138951424,0.03070744905504343,0.009156575193632499,0.0,0.0,0.02994554388314314,0.0,0.0,0.02356723572128457,0.004364875323714801,0.03578295378645702,0.036723612336381085,0.0,0.09143349017711327,0.02483862954035042,10
LFQ intensity D10_6,0.0,0.0687578431328042,0.016963916884319488,0.0,0.0,0.0,0.004634009611082246,0.0,0.0,0.01187729805172845,0.0,0.04775443856437405,0.0,0.023440057133923223,0.0,0.03617171790772064,0.050785942018686345,0.02677691852874045,0.0,0.07312985399986284,0.0,0.0032808206944187697,0.0,0.03172774026768375,0.0,0.0,0.0,0.06795324210205972,0.03765074214312004,0.0,0.01501433499841523,0.0,0.053555218665442654,0.007551023199260989,0.057061880532654104,0.04789474275855402,0.018114332920174038,0.0,0.030436663125910205,0.0016764451981470063,0.03353106713168963,0.0,0.003190298216573752,0.0,0.0,0.051833634620084564,0.02274489289237106,0.044634823147267313,0.028891944457676826,0.0019937675198678584,0.05664093848358169,0.024329451091804837,10
LFQ intensity D10_7,0.0,0.06760792522511319,0.006772427902559517,0.0,0.0,0.009713183311555218,0.012854297769652254,0.0,0.0042775718830084545,0.006124052056655454,0.0,0.079124097507814,0.0,0.005768594415569796,0.0,0.03359116913968557,0.03774372800649396,0.008981051001337056,0.0,0.0638427467483638,0.0,0.0,0.0,0.01349100770530266,0.0,0.002925120002638945,0.0,0.0776826872007138,0.03776785717781481,0.0,0.01569095272988779,0.0,0.03349683865130955,0.011309272015950701,0.061114383613934724,0.037570844837267435,0.03137198876565302,0.02399414906448628,0.028172017070597674,0.005021702046321806,0.0,0.0,0.03178145087713956,0.0,0.0,0.03179483820150242,0.005914881288188517,0.044034282877917996,0.04087912742251552,0.0,0.10402452301819422,0.02556123046485445,10
LFQ intensity D10_8,0.0,0.053723100488285234,0.005550803718905472,0.0,0.0,0.013719157098190896,0.03204169935860999,0.0,0.01514179873116925,0.0,0.0,0.06637164322026737,0.0,0.00865173143434654,0.0,0.03876190875750865,0.048820207659409635,0.012427299108000944,0.0,0.058441699665190805,0.0,0.0,0.0,0.013623063844309752,0.0,0.0,0.009151337743905627,0.06027342195064536,0.024798245203140917,0.0,0.021162167142964008,0.0,0.049636470924389726,0.007798966369977883,0.05761690043717119,0.037340375942528044,0.026304088298840286,0.00931254616337332,0.029985519470866133,0.00951998404192496,0.02400841947206614,0.0,0.03402963877215639,0.0,0.0,0.03230503836692127,0.005438915473728759,0.041991258369663956,0.04243447627754467,0.0,0.0896278135391208,0.019990302954875895,10
LFQ intensity D10_9,0.0,0.06266415797821592,0.009500003021196697,0.0,0.0,0.004430703715149309,0.021607145726243115,0.0,0.01601023008877359,0.008068523768089503,0.0,0.07862539965215384,0.0,0.0,0.0,0.03223843549982636,0.04301201037734453,0.009743923049618793,0.0,0.04877965700212095,0.0,0.007555860063827868,0.0,0.027755105533907393,0.0,0.0,0.0,0.06712070534207253,0.03667905467261017,0.0,0.008867230460442636,0.0,0.05195464268299019,0.011244964713943869,0.06366734090694101,0.040322867646372045,0.03016953223719432,0.004876106194122898,0.032143875173064294,0.009128774987147882,0.0,0.0,0.036457890458306906,0.0,0.0,0.032450068511462656,0.0,0.04396396293748011,0.03851567339637394,0.0,0.09664148324917778,0.025804670953828917,10
LFQ intensity D2_1,0.0,0.05755546281806795,0.00756114594555921,0.0,0.010886893214040504,0.0,0.02113700675942734,0.0,0.014200174513065251,0.0,0.0,0.0459920375178377,0.0,0.03645335176771486,0.0022796460099644912,0.02236100967282665,0.08905071194147976,0.0,0.0,0.060465998251934425,0.011423709719507362,0.0,0.0,0.02816489387931095,0.034847569508219906,0.04316029204654167,0.010346352590988133,0.047033257933612946,0.020721032314024095,0.004643465299213805,0.006562070641481543,0.0,0.015295063015452075,0.017304906727190074,0.04750159119957577,0.03178864100758455,0.0217785035153527,0.01680668960752416,0.021595669926736588,0.0,0.007545118730550494,0.0,0.012159418039204362,0.0,0.0,0.07876716822620523,0.012429807771331784,0.027956838591018975,0.027727936812209947,0.0021254298406951752,0.05444489002410311,0.029926244620446543,2
LFQ intensity D2_2,0.0,0.05012260328806471,0.011435523661981584,0.0,0.014157664464146829,0.0,0.0297574184848413,0.0,0.018390631570439832,0.0,0.0,0.06198267487522464,0.0,0.03566086105582115,0.02926682536676771,0.029062626389742732,0.08020025868885759,0.0,0.0,0.044863166396164805,0.00609608983241629,0.0,0.0,0.021097961506865714,0.032434416252044226,0.04856664689215436,0.009736037856260444,0.03682176995845194,0.01824517776814279,0.0035777862046574263,0.006332971952494323,0.0,0.008004325293025732,0.015487359094283764,0.03608902725033181,0.04171902557724705,0.022287085020487648,0.004404932668888721,0.02327715586880982,0.006308458578279884,0.01902558921312951,0.0,0.013331719830954217,0.0,0.0,0.05292267328421332,0.02009204683881708,0.03526526633410797,0.027730615854587293,0.0,0.05681059596514299,0.029435010862152763,2
LFQ intensity D2_3,0.0,0.054475134620881896,0.0016457295089746219,0.0,0.0,0.0,0.03696805025454067,0.0,0.019172210238149707,0.0007357501147966444,0.0,0.06364769213637175,0.0,0.039209973896504456,0.022384429416082628,0.0,0.08476964930115843,0.0,0.0,0.05111254949714345,0.0,0.0,0.0,0.027512188064030572,0.03251539220726954,0.043418191715322026,0.005884719417346794,0.03660787879336301,0.019629004251820924,0.0024126749579755666,0.016656278562230495,0.0,0.031079599602027632,0.020792759993812655,0.038703147622980646,0.040000371372302695,0.023952288447941155,0.0,0.024070340999946375,0.007815576682498989,0.003057562994644664,0.0,0.015408024604358103,0.004650843822406564,0.0037946832504596054,0.07296106705285779,0.0,0.044015363102650494,0.027433697427773494,0.0,0.05118984683649977,0.0323173292328763,2
LFQ intensity D2_4,0.0,0.0536450624953245,0.009656688212909928,0.0,0.0,0.0,0.029666715920786003,0.0,0.0,0.0,0.0,0.06275445031740617,0.00030000786601572975,0.037769177119777717,0.030851351334274624,0.02987254793508121,0.09110465766386913,0.0,0.0,0.04704568531927678,0.0,0.0,0.0,0.018625879082912924,0.038189536402658236,0.036920889475486704,0.0,0.05110507516441364,0.03152857054968552,0.0,0.0,0.0,0.008439484227300797,0.01668675645392647,0.0385345605396651,0.03479882759246805,0.025866203416505633,0.025756623769349913,0.015299060163691284,0.0014416229388371123,0.011664567513504179,0.0,0.0,0.013228098337555365,0.0,0.06641544336153991,0.016757221678389684,0.03155188575455824,0.030698038412228443,0.0,0.06391553249922069,0.029909778481380114,2
LFQ intensity D2_5,0.0,0.05856643922493877,0.007148949464655643,0.0,0.04099655908812603,0.0,0.0215164468986253,0.0,0.004933521562866834,0.0,0.0,0.04013638809420121,0.0029756587343575396,0.03693279329521417,0.020845075231343317,0.027221368625016347,0.08116834258284214,0.0,0.0,0.048317823571900835,0.005130829931835476,0.0,0.0,0.016840094845883623,0.038696733083192485,0.03388354540168358,0.006929191662510004,0.040417202521841535,0.021473799017135604,0.0028208142480131695,0.010599368598649486,0.0,0.03485458414597451,0.011889692404052687,0.04583217040793028,0.03638058045260832,0.01753168267874843,0.0,0.029286577278437535,0.00644007650762819,0.018960375495051696,0.0,0.0023262228348858503,0.0,0.0,0.0784387335531527,0.005495592378771118,0.03663898119639506,0.02900322424731625,0.003496882602782239,0.050128801216623727,0.025744876914808132,2
LFQ intensity D2_6,0.0,0.05798852484614984,0.010523634534021742,0.0,0.015630876114578487,0.0,0.02011187801425655,0.0,0.010034691315039966,0.0,0.0,0.05303494625861229,0.0,0.038074821554923206,0.01727444506505671,0.0,0.08208262217229531,0.0,0.0,0.0495315168559076,0.0,0.0,0.0,0.022842111858780795,0.03383660350485267,0.041107757438758497,0.003657714374330906,0.03902562163734477,0.020282261303095194,0.0,0.03762873795849204,0.0,0.01249630777916699,0.017314551731785047,0.05704928101806353,0.03685042468220398,0.028800147852191472,0.0,0.027391193639748467,0.005960311677494938,0.01602054299715128,0.0,0.00995928886944258,0.0,0.0,0.06841052683111751,0.014535260009917866,0.05402331547446184,0.0,0.0,0.06667801531722722,0.031842067313530675,2
LFQ intensity D2_7,0.0,0.052198448540253246,0.007904956077004668,0.0,0.014976652111608346,0.0,0.01880581360096096,0.0,0.007247996506703942,0.0,0.0,0.04999893070011885,0.0,0.03617926832324608,0.018726108895148634,0.030743831088177614,0.08291216612373464,0.0,0.0,0.04745839523475723,0.0,0.0,0.0,0.02646688169955656,0.02340208182689147,0.05244416209336023,0.006738514505232013,0.04365770045759902,0.01789158726174318,0.0,0.021686709671210017,0.0,0.025339371966101656,0.017303192954223143,0.03544007222039811,0.03686633455169304,0.025747262687866396,0.0,0.02978463271731832,0.007740665748828586,0.0039094632594129765,0.0,0.009329890045221065,0.0,0.0,0.07587259048980051,0.009223885448154258,0.04149880990651455,0.030859105959856435,0.004266709584507621,0.06125561845270204,0.02612218929009454,2
LFQ intensity D2_8,0.0,0.05496994103885563,0.00583824113953881,0.0,0.012537053587159199,0.0,0.030442186777998093,0.0,0.017426330656643195,0.0,0.0,0.047806843492445246,0.0,0.04052804377321739,0.008512015111937169,0.03146393701359195,0.08601894724470813,0.0,0.0,0.04857000268280706,0.0,0.0,0.0,0.02708680958962422,0.027905525921240383,0.0361897648169008,0.0029518581111879047,0.03808562179172971,0.02554601983878939,0.001121513511843431,0.02095357931059019,0.0,0.01015574665896923,0.018749489788893816,0.03499730328572852,0.0345443388671496,0.02906391809993214,0.0,0.03017417253117274,0.007606710496856508,0.013437293120354198,0.0,0.007774789993939191,0.0,0.0,0.07844908703441983,0.009888515505677709,0.041419892836832506,0.03068731603917379,0.002110758463978799,0.05914917788235771,0.027837253983755653,2
LFQ intensity D2_9,0.0,0.058099142975475984,0.012218474116704818,0.0,0.0,0.0,0.025358444918966876,0.0,0.019811000895995027,0.0,0.0,0.0608594512662938,0.0011974064891817453,0.03634313364342221,0.01803935353372651,0.013454916891684243,0.07774871343850871,0.0,0.0,0.04832809717640045,0.005056963143974435,0.0,0.0,0.026951902279993036,0.027995804830733814,0.0502648996134986,0.005955052045434273,0.04517362491682998,0.021350344310764727,0.0022907275444052386,0.0025699667438024184,0.0,0.036035766614069084,0.018224624618177507,0.04133963075950311,0.029314722988140585,0.023579404478555926,0.015458351940332871,0.021814249746665577,0.0001469450171085464,0.009310474272481578,0.0,0.010272038543947194,0.0274193371636054,0.0,0.05201120379642063,0.012230829665096801,0.033619038865667035,0.03264209464188881,0.0,0.051315096403469054,0.026198769709073345,2
LFQ intensity D3_1,0.0,0.05688682198043734,0.006968854739386711,0.0,0.0,0.0,0.014197849400277183,0.0,0.0039597973013424164,0.0,0.0,0.077969881682316,0.0,0.029769709666120085,0.012194383117493152,0.0308585055690536,0.08883862488258203,0.0028915170314602607,0.0,0.05710413253794514,0.004984482159528495,0.0,0.0,0.028622894917513256,0.004404188389972785,0.039045637486711054,0.010151955187512707,0.04297641382593597,0.016907511377013847,0.001995504588475728,0.008574516624013333,0.0,0.014389224209598449,0.021208646724584033,0.03681400916100327,0.03486615825833349,0.033465685991226866,0.003450902800650724,0.025403348331783662,0.006033307490066712,0.0016389340958833107,0.0,0.01574762639608782,0.0,0.0,0.05447395103509842,0.012932658683988484,0.04862895149595179,0.04141879590753612,0.0,0.06791259672329526,0.042312020229820294,3
LFQ intensity D3_10,0.0,0.05670444840387336,0.0102371742874085,0.0,0.004568105180372014,0.0,0.028971461885624612,0.0,0.013990402349810622,0.0031763494988203645,0.0,0.07211496004506628,0.004293562523412733,0.028625470693929088,0.014909630474345063,0.032642342301560726,0.07807282806455801,0.0025053935135071047,0.0,0.05038907408424525,0.01996460460925703,0.0,0.0,0.022261089356022765,0.007593839306643919,0.0,0.011084562914894555,0.04141966206785852,0.015401421214403528,0.0005027295041433343,0.009070183456717857,0.0,0.02591993586890025,0.015347517212733138,0.044552344127044265,0.04603969798013097,0.027347817801707763,0.0,0.02442594679325172,0.003919873728250154,0.01860935014092748,0.0,0.01441009887507509,0.0,0.0,0.06464901155336815,0.006496194864156074,0.04457123546549311,0.03423594362255939,0.0008698492170843976,0.06602454608266815,0.03408134093017454,3
LFQ intensity D3_11,0.0,0.05683181448226788,0.008971920141078187,0.0,0.004255012661450387,0.004685937976487803,0.02041192832870984,0.0,0.012315685547470902,0.0,0.0,0.07517787406190433,0.0027859042947579117,0.024965031088726483,0.016738649436928797,0.028195147154354776,0.07059243992781833,0.002849029467310442,0.0,0.04580272835941836,0.0,0.0,0.0,0.026175251744185595,0.012014210971920314,0.00827903809369686,0.0,0.040701728113038384,0.022371356451264535,0.0,0.013158547651288419,0.0,0.025077795051042854,0.013207781074851745,0.047229095730271155,0.03725287087570453,0.02919490921116243,0.0,0.028956650658595876,0.008314915008344007,0.04232559540964802,0.0,0.016738472389279717,0.0,0.0,0.06608334214362194,0.006472821561139327,0.04113278886376468,0.03566935280010465,0.0014809788796832856,0.066462899970916,0.037120494417791104,3
