,ADF,ADL,AFD,AIB,AIZ,ASE,ASH,AVA,AVB,AVE,AVJ,AVM,AWB,AWC,Amphid sheath,Amphid socket,Anal muscle,Apoptotic germ cells,Arcade cells,BAG,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DB_VB,DVB,Distal tip,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I1,I2,I4,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,M2,M3,M4,M5,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PHC,PLM_ALM,PLN,PVD_FLP,PVM,PVN,PVP,PVR,PVT,Phasmid sheath,Phasmid socket,RIA,RIC,RIF,RIH,RIM,RIV,RMD,RMD_LR,RME,RMF,Rectal gland,SAA,SAB,SIA,SIB,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URX_AQR_PQR,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VD_DD,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D1_9,0.0,0.0007184406920213809,0.02335506464107484,0.007599431914366749,0.00767823815665655,0.0,0.022117500733435023,0.0,0.011160266548047798,0.00466616264186972,0.018015375325764908,0.0,0.00767823815665655,0.022496908886325388,0.0,0.005115508018990689,0.030027799870167,0.011788002486792676,0.0,0.0,0.011444930139004985,7.462754119010032e-05,0.00921534581309286,0.012400863313829377,0.004792433452674989,0.02171999862468956,0.0,0.0,0.0,0.014226836167738979,0.0,0.0,0.00013153091170456396,0.0,0.011970620583075001,0.020047851231931382,0.0,0.0,0.0017297281849633838,0.01111006503282714,0.02434193145715807,0.0,0.0,0.020785370977973585,0.0,0.0,0.027891634436789704,0.017490453356776427,0.0,0.055380099154752435,0.0,0.0,0.0,0.0,0.0017725795939456661,0.0,0.028085261168854334,0.034754439703297835,0.0,0.0018016870184878037,0.0018016870184878037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018517987271799836,0.0,0.007959036994153538,0.0,0.0,0.0,3.3735654860308584e-19,0.007599431914366747,0.0010868349866273333,0.00014544754301388485,0.0012131820506365123,0.0,0.0022291280144075905,0.0,0.0022291280144075914,0.016941448010936305,0.0,0.0,0.0021515803015163797,0.0,0.03130560113028374,0.028405735193686037,0.02351923475033628,0.002415526732564739,0.014141120270210557,0.011057680402374915,0.007804743404182242,0.023603098005651947,0.0,0.0,0.029201648807105414,0.0,0.012545955563805875,0.023510468127612285,0.01600234447936203,0.022219830350250595,0.019551525794046686,0.0036752067758490476,0.0,0.009432153135444182,0.0,0.0,0.0,0.0,0.0,0.0,0.01104954567404186,0.0,0.0030444894083461235,0.005246679026062658,0.0,0.0,0.04221606950422025,0.010314517880098153,0.026478924418918318,0.0,0.004761445089942615,0.04037478314144466,0.012661554876877973
LFQ intensity D10_1,0.021080480736124802,0.0,0.005285729875076004,0.008011019860519913,0.0,0.004951986425388299,0.01691861718680651,0.0,0.006689470089100694,4.3316628690426375e-19,0.003986810510373934,0.0,0.0,0.014698478393068565,0.0,0.0,0.04538708442130436,0.0,0.0,0.0,0.006823860533365914,0.0,0.0,0.009038336615475212,0.0,0.0027157798336876426,0.0012400318988377,0.0,0.0,0.015276480487709127,0.0,0.00105463025746362,0.013820665620020425,0.0,0.0063006188570449454,0.023034007900651857,0.0,0.0,0.0,0.0038167974073619135,0.058370898838567,0.0,0.0,0.008893719317293517,0.0,0.0,0.0,0.0,0.01646193336626335,0.032247220673878245,0.0,0.0,0.0,0.0,0.020642062408240038,0.0,0.012143356043725514,0.031205223365932087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00937060756264898,0.0,0.008010858405698654,4.3316628690426375e-19,0.0,0.0,0.01917691212916857,0.00801101986051991,0.0,0.007890045568137712,3.2487471517819783e-19,0.0,0.023718837591366292,0.0,0.02371883759136629,0.02368357192051458,0.0,4.64106735968854e-19,0.0066170629576214664,0.0005216469050592598,0.0,0.0,0.0,0.0,0.05187403177098278,0.025999963769866838,0.0,0.005382689624316267,0.0,0.0,0.024440291455599228,0.0,0.0088850893467508,0.05011653185014812,0.03083798232435655,0.020668577716613207,0.0005133520194456101,0.024933186269697188,0.007360716887914892,0.0,0.0,0.018753148507377998,0.0,0.0,0.009525137880257157,0.0,0.0,0.0,0.02244632501224705,0.0,0.0,0.0,0.02680579342424413,0.01114263169645498,0.035002052919715185,0.023454017885951275,0.0,0.06327840913286649,0.017765369089811408
LFQ intensity D10_10,0.0199633109567123,0.0,0.0,0.006974600233237062,0.0,0.00842862768597592,0.016756524070650897,0.0,0.010560478906415866,1.449695114275444e-19,0.004797980930187167,0.0,0.0,0.01578845101169127,0.0,0.004892875846772507,0.03912880487097892,0.012404855483542537,0.0,0.0,0.007314799747010261,0.0,0.0,0.013500877595023065,1.0147865799928109e-19,0.014585451488240475,0.004403622232274595,0.0,0.0,0.02743554362481602,0.0,0.010401188342949135,0.008664290346267036,0.0,0.012843733975013514,0.0243564641390261,0.0,0.0,0.0019466023133719516,0.0077502960994773685,0.052446678085897785,0.0,0.0,0.005698449164816548,0.0,0.0,0.0,0.012253717493849552,0.0,0.0298752974760632,0.0,0.0,0.0,0.0,0.0256769806242542,0.0,0.015840345480821052,0.017037527253355358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010941851439775564,0.0,0.006557050440788436,0.0,0.0,0.0,0.01403819245883313,0.006974600233237059,1.8846036485580775e-19,0.006869276898311535,0.0,1.449695114275444e-19,0.023339076417222337,0.0,0.023339076417222333,0.020593585710770895,0.0,0.0,0.002774274688357247,0.0,0.0061983573825364156,0.0,0.0,0.0,0.044900646945558995,0.020064535075375076,0.0,0.006170483898494052,0.0,0.0,0.02883483502052758,0.0,0.008475565168356897,0.03939665809390166,0.03371222330462498,0.0202694344218053,0.0,0.026579346435183903,0.008424709645385976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026383103296286643,0.0,0.02030864602977067,0.0,0.0,0.0,0.02843499559526999,0.017442769630746285,0.03273735740624164,0.027884536315794125,0.0,0.06289609819361044,0.01747513092397719
LFQ intensity D10_2,0.0,0.0,0.027010984577375604,0.007438943904264148,4.556872565922812e-19,0.0006255595978367761,0.019810287301457466,7.856676837797951e-20,0.008015710124828112,0.0,0.009334777887270851,0.0,4.556872565922812e-19,0.020371736326593323,0.0,0.0,0.043566483877074416,0.007357399613036484,0.0,0.0,0.007788109782196723,0.0,0.0,0.015113189315135861,0.003795034543474558,0.0,0.0,0.0,0.0,0.0,0.0,0.005466149443006922,0.0,0.0,0.004777667120690113,0.029671865395281154,0.0,0.0,0.0,0.005037734143451222,0.016605759638376547,0.0,0.0,0.011758514967130594,0.0,0.0,0.0024629924387587097,0.0,0.00953492534496345,0.02948207863732555,0.0,0.0,0.0,0.0,0.005888767888033687,0.0,0.015259697459554543,0.05421428356342129,0.0,4.556872565922812e-19,4.556872565922812e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008759004741046347,0.0,0.006986361000161787,0.0,0.0,0.0,0.013365774953230207,0.007438943904264145,7.856676837797951e-20,0.007326608522432899,2.0427359778274672e-19,3.14267073511918e-20,0.023980557922976573,0.0,0.023980557922976573,0.021255793896478588,0.0,0.0,0.010279750258180724,0.0,0.0,0.0,0.0,0.004166977684089535,0.052367503228451,0.02438112944918029,0.0,0.00697682098734458,0.0,0.0,0.047315229620398,0.0,0.00219121915504103,0.04949643044829942,0.038718735941683284,0.0169489911598832,0.0,0.029144152657973373,0.0076021661200863745,0.0,0.0,0.019810919931875854,0.0,0.0,0.019555504364305414,0.0,0.013202705719061044,0.0,0.017989606985203792,0.0,0.0,0.0,0.03131283704687298,0.0027211051536669686,0.028696048784919097,0.02378564734739473,0.0,0.06450475031279948,0.015349511889184693
LFQ intensity D10_3,0.018273115387127805,0.0,0.0,0.007368639087640892,2.239354817016396e-19,0.0086488742567873,0.013912653579519381,2.239354817016396e-19,0.003949896722012759,0.0,0.005855164095726378,0.0,2.239354817016396e-19,0.0167908073527875,0.0,0.0,0.0444769371254109,0.006295593090744798,0.0,0.0,0.004351273199595656,0.0,0.0,0.01449461488236231,0.0,0.0,0.007497557735280422,0.0,0.0,0.01718792465073875,0.0,0.0122956804267787,0.0,0.0,0.013294814213204182,0.031829123097569405,0.0,0.0,0.0,0.0,0.030618204386176923,0.0,0.0,0.006285376964846034,0.0,0.0,0.0,0.0,0.023469879102307297,0.027331612883565812,0.0,0.0,0.0,0.0,0.0,0.0,0.020077315405905308,0.029551907720167293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.419483808780335e-19,0.0,0.006938640490674001,0.0,0.0,0.0,0.022461042850220124,0.007368639087640886,2.239354817016396e-19,0.007257365377805232,2.687225780419675e-19,0.0,0.0263361924789752,0.0,0.026336192478975194,0.015681876423990982,0.0,0.0,0.006415183087121435,0.002598775109959686,0.0,0.0,0.0,0.0033209985995523287,0.046594727863412976,0.020240556251216704,0.0,0.01101695292276344,0.0,0.0,0.045907024570546386,0.0,0.007995000806630903,0.04773254885723503,0.028013007381064842,0.02107204587647099,0.01576439016625099,0.02135739008168602,0.005145290012299905,0.012535300694394529,0.0,0.0,0.0,0.0,0.008689779858574146,0.0,0.013846790814286252,0.0,0.02307791441950624,0.0,0.0,0.0,0.032949227867293256,0.0,0.027263704660598326,0.03548545077313271,0.0,0.07082112178506365,0.015919902986401835
LFQ intensity D10_4,0.00754663193572484,0.0,0.013469876340792471,0.007674145173925744,1.2188540455010203e-19,0.0,0.02353652851388206,0.0,0.006172029821548413,3.068149838674982e-19,0.01067707741604693,0.0,1.2188540455010203e-19,0.026314830245747937,0.0,0.0,0.04495242986783313,0.0008827950724700684,0.0,0.0,0.009291754388762842,0.0,0.0,0.018375670769776302,0.011342227862972402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01259297708362999,0.0,0.0,0.0,0.002803955233575271,0.052129636395485686,0.0,0.0,0.014093416892583411,0.0,0.0,0.0040893077030229414,0.0,0.025453247267212088,0.033325192271604596,0.0,0.0,0.0,0.0,0.014301222792312735,0.0,0.03227073683917252,0.030828457337984217,0.0,1.2188540455010203e-19,1.2188540455010203e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006900195872888454,0.0,0.007189930654969012,3.068149838674982e-19,0.0,0.0,0.0,0.007674145173925737,0.0,0.007558258021201382,0.0,0.0,0.014769297627580526,0.0,0.014769297627580521,0.020570105100832098,0.0,2.0174135925534128e-19,0.006105223487290231,0.0,0.0,0.0,0.0,0.004110427607285892,0.05706577285609354,0.026298869170952054,0.0,0.016330435898923086,0.0,0.0,0.05514254372144965,0.0,0.004607483598470398,0.04681675086756261,0.036501218991410685,0.015361666645821666,0.0,0.022489334206539285,0.0022907930672124064,0.0,0.0,0.02119578246241675,0.0,0.0,0.013680700811191082,0.0,0.01993367146436404,0.0,0.009596337895149621,0.0,0.0,0.0,0.03225556946006561,0.014254570655732404,0.02461957205166819,0.021835061341784236,0.0,0.051445317790131485,0.01650751864344079
LFQ intensity D10_5,0.020929520491337315,0.0,0.00756194988767544,0.007953177951666337,0.0005016386327442743,0.009730437074856685,0.016924215271391665,1.8516659304068067e-19,0.0035928984981830653,5.2904740868765904e-20,0.00685984961716249,0.0,0.0005016386327442743,0.018068822710786806,0.0,0.0,0.0373014586549451,0.0,0.0,0.0,0.007155440962831955,0.0,0.0,0.014773915676123435,0.0,0.00562288092078005,0.011968876875397449,0.0,0.0,0.02254302381101746,0.0,0.0,0.002404047487512575,0.0,0.014017300058811374,0.02571602549306244,0.0,0.0,0.0,0.0,0.05040744512113685,0.0,0.0,0.006543979542384105,0.0,0.0,0.009670818907466407,0.0,0.008025701657847864,0.03310908760702648,0.0,0.0,0.0,0.0,0.016661635917697183,0.0,0.021555281285587733,0.044085209343986825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009303044815376388,0.0,0.0075721974696874765,0.0,0.0,0.0,0.011851516284156642,0.007953177951666331,1.8516659304068067e-19,0.007833077129093896,0.0,5.2904740868765904e-20,0.022464013773242593,0.0,0.02246401377324259,0.021562033280138164,0.0,0.0,0.005799449354785443,0.002026202097983366,0.0,0.0,0.0,0.0016824608582374078,0.04039882137972581,0.016066723674765207,0.0,0.016424227587332443,0.0,0.0,0.040126549277813874,0.0,0.007054393766320557,0.04455608375665436,0.02536598298591976,0.019045793848596948,0.005165085475834952,0.02051173625081897,0.0058564114480686175,0.005887374048069302,0.0,0.0,0.0,0.0,0.017497940763588623,0.0,0.010734369632690081,0.0,0.02127386464442418,0.0,0.0,0.0,0.018100542480163406,0.008470690738188225,0.024293612419301856,0.026937310502694656,0.0,0.06463462861612626,0.016900391823127973
LFQ intensity D10_6,0.00540106154173149,0.0,0.025909947392744468,0.007414444710604791,0.0022273725928607198,0.0,0.022705159769794495,0.0,0.002686836277695856,0.0,0.0092264262756964,0.0,0.0022273725928607198,0.02249086457012575,0.0,0.0,0.04698270859695335,0.0,0.0,0.0,0.012056570758983547,0.0,0.0,0.01389052174944525,0.014735858740406008,0.015635833807060847,0.0,0.0,0.0,0.0032280722087203763,0.0,0.0,0.0,0.0,0.0,0.025001138970569884,0.0,0.0,0.0018425685002227104,0.0,0.023168644193013885,0.0,0.0,0.011857093923140806,0.0,0.0,0.015640172381889993,0.0,0.024791577090112468,0.03505302032990753,0.0,0.0,0.0,0.0,0.02581959929522548,0.0,0.017892154061084752,0.05064910032316838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010786839096029127,0.0,0.00741429527921324,0.0,0.0,0.0,0.0,0.007414444710604786,0.0,0.01692080553152582,0.0,0.0,0.016958385019184816,0.0,0.016958385019184813,0.022040913223414015,0.0,4.9124247367501837e-20,0.002657753838424731,0.004957264395399819,0.0,0.0,0.0,0.0,0.047206873357518,0.025481655495005487,0.0,0.011832579926919615,0.0,0.0,0.03670597939277742,0.0,0.005266285265580641,0.03968530207694895,0.033065083658950396,0.012483270933922099,0.0,0.02062432679601178,0.0010003995791275392,0.004274083511183711,0.0,0.025553800094801096,0.0,0.0,0.018355055459193647,0.0,0.01089612028273199,0.0,0.0018958536487126078,0.0,0.0,0.0,0.03440556307212531,0.019273073917064135,0.030460207648487263,0.019780220388560203,0.001803221550124939,0.03980963913861745,0.015498198038634559
LFQ intensity D10_7,0.02146596161347423,0.0,0.005788353735241495,0.006951755451048387,1.5576890996123592e-20,0.004715839005723131,0.011559126111820367,0.0,0.0049889510984295225,0.0,0.008279345809857086,0.0,1.5576890996123592e-20,0.016081722390104098,0.0,0.0,0.047691169879657075,0.0,0.0,0.0,0.005703420159399896,0.0,0.0,0.011676826394132703,0.0,0.0011324759236903523,0.011003010695595257,0.0,0.0,0.010042048999703073,0.0,0.0,0.0,0.0,0.0033597318953179,0.03269831544960027,0.0,0.0,0.0,0.00012268521083112508,0.055628716260803374,0.0,0.0,0.0074836890475315394,0.0,0.0,0.002389857404837022,0.0,0.024601913248913306,0.026499028663688817,0.0,0.0,0.0,0.0,0.004566437041835322,0.0,0.015528404459879006,0.046912264926601915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006503111521704535,0.0,0.0,0.0,0.023288655372818632,0.006951755451048381,0.0,0.006846777094840678,6.230756398449437e-20,0.0,0.025642428060782874,0.0,0.02564242806078287,0.010423556772728132,0.0,1.5576890996123593e-19,0.0049349504626069645,0.004266906936410369,0.0,0.0,0.0,0.0019417885185448029,0.055996457109579456,0.02706289502680198,0.0,0.012347417944412034,0.0,0.0,0.02557130443487429,0.0,0.007185765817561809,0.0440856877348922,0.02648336907622709,0.022275315012465543,0.017561249882842307,0.019899439469058228,0.003722656428024826,0.0,0.0,0.0,0.0,0.002055015475146685,0.013964347058147671,0.0,0.007100084039051768,0.0,0.022678897462208865,0.0,0.0,0.0,0.029886275656231795,0.0075272452475578485,0.032103039935549874,0.027468347078887956,0.0,0.07519274167758322,0.0165190393029102
LFQ intensity D10_8,0.01188383462893008,0.0,0.015416642357374156,0.0,0.0,0.01026001769830065,0.010236503786310056,0.0,0.0,2.801050397753614e-20,0.00553564906248857,0.0,0.0,0.015553088713172293,0.0,0.0,0.03961261042134035,0.016799643170237587,0.0,0.0,0.00423403718739624,0.0,0.0,0.014277935603400366,0.0,0.0,0.010422459904288252,0.0,0.0,0.023871833864116777,0.0,0.0071652455537077634,0.0,0.0,0.011238977426029372,0.0210469614282408,0.0,0.0,0.0,0.0,0.046931920987524196,0.0,0.0,0.002471325761986746,0.0,0.0,0.00749888270374205,0.0,0.028786655543480585,0.03557672186688358,0.0,0.0,0.0,0.0,0.008015062590015012,0.0,0.022868777194126368,0.041607519144379976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.201575596630421e-20,0.0,0.0,0.0,0.0,0.0,0.018244141881996558,0.0,1.8206827585398488e-19,0.0,4.761785676181143e-19,2.801050397753614e-20,0.02451764336914287,0.0,0.024517643369142868,0.010220581221774251,0.0,0.0,0.005040079894454084,0.0023986877771655954,0.0,0.0,0.0,0.009606573209637615,0.04551792144836678,0.017155808048670906,0.0,0.01545866924482768,0.0,0.0,0.036932519276186966,0.0,0.005863192450038772,0.04192225325917856,0.029202002388388985,0.019648488140701643,0.007341160730880857,0.021153692338918423,0.006231627622357318,0.0,0.0,0.01765739710970434,0.0,0.0009867291510796256,0.013133641721235071,0.0,0.013054372166014155,0.0,0.025133038248560023,0.0,0.0,0.0,0.02541476685428988,0.00903894689247683,0.03148907741051538,0.03149807341524175,0.0,0.06619216238489066,0.014116802376689717
LFQ intensity D10_9,0.021483946210835353,0.0,0.00511581645366155,0.007798101189169351,1.9787695680292285e-19,0.008554417136448162,0.0173097423636411,0.0,0.011128402554821537,3.3486869612802327e-19,0.004669739789395861,0.0,1.9787695680292285e-19,0.014649633233015305,0.0,0.0,0.0451677756305146,0.0,0.0,0.0,0.007202195794613224,0.0,0.0,0.012329408725177272,0.0,0.0011550858865510614,0.002793240542357387,0.0,0.0,0.015757782163836963,0.0,0.0,4.566391310836681e-19,0.0,0.012447135414697956,0.030751764850729512,0.0,0.0,0.0,0.008148885837008006,0.05450581387687693,0.0,0.0,0.007815400878058012,0.0,0.0,0.0,0.0,0.023212072517093448,0.03136804363436553,0.0,0.0,0.0,0.0,0.007286904653872881,0.0,0.019077607438806942,0.024365587998053113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035268929445985394,0.0,0.007797944025530319,0.0,0.0,0.0,0.019181129632430776,0.007798101189169349,0.0,0.007680342178492861,5.175243485614905e-19,3.3486869612802327e-19,0.0248374644407491,0.0,0.024837464440749097,0.019984938432488938,0.0,0.0,0.0029527178530784374,0.0,0.0,0.0,0.0,0.0,0.04871388171070529,0.0265489414230051,0.0,0.006466744278143451,0.0,0.0,0.037889777399159184,0.0,0.008221386198374899,0.046944130122279736,0.02948638163631707,0.022066441460817102,0.0030286568742890654,0.023532670968786584,0.006677605171072485,0.0,0.0,0.0,0.0,0.0,0.010796489893803555,0.0,0.010739452131059417,0.0,0.02538926715099123,0.0,0.0,0.0,0.027464322583412488,0.0060150511641137985,0.032485387393040535,0.02623902231379428,0.0,0.07103034165567407,0.017572548560272194
LFQ intensity D2_1,0.0,0.0,0.02005529045016707,0.009303923033117651,0.005138454054183088,0.0,0.019016507967316167,0.0,0.014342209351959572,0.0,0.008598442954036958,0.0,0.005138454054183088,0.021103871246848826,0.0,0.0,0.03988314372449439,0.01917113015720561,0.0,0.0,0.005576333096187433,0.0,0.0075967418997697,0.010226268130985303,0.0,0.014725119650425665,0.0,0.0,0.0,0.014958164294022058,0.0,0.0,0.0,0.0014308740997249227,0.009783254532724928,0.02820155193490095,0.0,0.0,0.002006591010416364,0.011666060550554637,0.032622078120270195,0.0,0.0,0.017245304078606513,0.0,0.0,0.025441584205076487,0.001594650378643135,0.015592249721316877,0.06214281069158068,0.0,0.0,0.0,0.0,0.0,0.0,0.018359514043796942,0.042236647171954106,0.0,1.3045144387746167e-19,1.3045144387746167e-19,0.007947241095234536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014680365804443924,0.0,0.009303735521008516,0.0,0.0,0.0,0.006032417994503583,0.009303923033117643,0.0,0.0006494719951083357,9.566439217680522e-19,0.0,0.007027688082131626,0.0,0.007027688082131625,0.019653120980335198,0.0,0.0,0.003876473404668548,0.0,0.024756958020298044,0.028196800277686063,0.01420299045425162,0.011093863684886386,0.03428359212507361,0.012831666072077459,0.0038882295460562315,0.005503008977391369,0.0,0.0,0.010672709264682822,0.0,0.012232596158703379,0.033817967537080704,0.02397023973392388,0.015403067972037957,0.011848546414457395,0.014242475240052075,0.0,0.0,0.0,0.006670015035870522,0.0,0.0,0.0,0.004610658851843955,2.8989209750547037e-19,0.0,0.008618010763032147,0.0,0.0,0.0,0.05274278618367504,0.004731223887161801,0.02077244817234636,0.016847630862266615,0.0017852144495338314,0.0380163557122191,0.019601594006238864
LFQ intensity D2_2,0.0,0.0,0.0,0.008221427777143743,0.005939613323903438,0.0,0.011010334330223793,0.0,0.012367314403572057,0.0,0.010057046834973833,0.0,0.005939613323903438,0.019099473761759973,0.0,0.0,0.03482587909804547,0.02153407052238366,0.0,0.0,0.008264241407708551,0.0,0.00962572380218803,0.010281121143884103,0.0,0.01971787682252762,0.0,0.0,0.0,0.02443883280082475,0.0,0.0,0.0,0.0,0.012503696530819064,0.021715011957841878,0.0,0.0,0.001806756479790693,0.008239882011490365,0.03512163876120739,0.0,0.0,0.013340041569583594,0.0,0.0,0.024505073794704135,0.021965970137381528,0.019759531333878276,0.05452774650493838,0.0,0.0,0.0,0.0,0.00220184779241249,0.0,0.02228717230031004,0.03194473181223511,0.0,0.0012076850307029391,0.0012076850307029391,0.005525619864543133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018837426531870063,0.0,0.008597041083260332,0.0,0.0,0.0,0.00495208178220374,0.008221427777143738,1.0440880535978161e-19,0.0004312201004497033,4.1763522143912643e-19,0.0,0.008117029933072202,0.0,0.0081170299330722,0.017086368710638882,0.0,0.0,0.0029497674294295066,0.0,0.02350415758674907,0.03433763639148626,0.021048872532579782,0.0071071600315776905,0.025543210119522014,0.013037529329960766,0.002841910375171769,0.00522302077430114,0.0,0.0,0.0064062313990800555,0.0,0.010685285315153463,0.026928743922324503,0.02864690043015981,0.015070968815467425,0.00326708384034775,0.016147834650372613,0.004618387040771505,0.017364837587516883,0.0,0.013908729277983659,0.0,0.0,0.0,0.00453422452336476,0.0006491062143878791,0.0,0.008030554117348302,0.0,0.0,0.0,0.03900560334877913,0.01251577731234204,0.02420546344138852,0.017689770918470713,0.0,0.04152002986295271,0.019668917293715
LFQ intensity D2_3,0.0,0.0,0.0,0.008974140969300961,0.005285055797719859,0.0,0.02226314913629791,0.0,0.007162626956409015,1.6058146230404412e-19,0.009622743279631273,0.0,0.005285055797719859,0.022021497204881845,0.0,0.0,0.03713556648651151,0.017665033117279703,0.0,0.0,0.0020835789103774596,0.0,0.0,0.009170107176320493,0.0,0.010501186281246017,0.0,0.0,0.0,0.024257339484476007,0.0,0.006612445809591333,0.0001408693828862249,0.0021573320813335246,0.012820514299255702,0.024359287285712107,0.0,0.0,0.0049302044602335905,0.004695803208678886,0.03522599289579132,0.0,0.0,0.013791837253145195,0.0,0.0,0.028017220433195482,0.017159464325558937,0.0,0.058744157151232025,0.0,0.0,0.0,0.0,0.0,0.0,0.02599578060735459,0.030503287924278543,1.6058146230404412e-19,0.0034141400880322295,0.0034141400880322295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019572849982459103,0.0,0.009359260566632412,0.0,0.0,0.0,0.0,0.008974140969300957,0.0,0.000978324602732933,3.3454471313342525e-19,0.0,0.008324052172984207,0.0,0.008324052172984207,0.019273917406529457,0.0,0.0,0.0073994849505735925,0.0,0.023265628186383298,0.030850287194378514,0.020843917876836107,0.005279919058658224,0.025664528554486612,0.013248827022243954,0.002181846477953043,0.013144090552987793,0.0,0.0,0.02551730660714636,0.0,0.013124201319845926,0.026551294698096924,0.02770941146904663,0.01769272156752136,0.0,0.016416702779472103,0.005259831652538528,0.01704385539880309,0.0,0.0036606804538800893,0.0,0.0,0.0,0.004844841195208929,0.0,0.0,0.00879220071857382,0.0034091485621837512,0.0,0.0021639285707183795,0.04964263214449092,0.0,0.029986700298750796,0.01910732423218803,0.0,0.038167928807593114,0.020814603883332883
LFQ intensity D2_4,0.0,0.0,0.0,0.008365945097455377,0.005987058614260012,0.0,0.01111532141914638,0.0,0.01379473281762679,0.0,0.011560889450993091,0.0,0.005987058614260012,0.01846917839518167,0.0,0.0,0.036684816282877696,0.01569072938107619,0.0,0.0,0.006475356089263565,0.0,0.0,0.009028776609811832,0.0,0.013851488735746252,0.0,0.0,0.0,0.019810496714237506,0.0,0.0,0.0,0.0,0.0,0.02280173985977069,0.0,0.0,0.002446931749660933,0.00962711138208321,0.03388554676092916,0.0014201741734781307,0.0,0.013426037967979391,0.0,0.0,0.02447854757745811,0.022559027274266293,0.01994794483804629,0.06227523379103387,0.0,0.0,0.0,0.0,0.0,0.0,0.024025648608859678,0.03433704995404665,0.0,0.0025409030969098206,0.0025409030969098206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020710523235615147,0.0,0.008745138664933547,0.0,0.0,0.0,0.007710490577038012,0.008365945097455372,1.317554712413849e-19,0.0005004567502410609,6.587773562069245e-19,2.1080875398621583e-19,0.010874554362991683,0.0,0.010874554362991683,0.016429999701697864,0.0,0.0,0.004273212493268891,0.0,0.027683092473458584,0.02647336692568276,0.0184240473334032,0.0,0.03462076446979826,0.021669246176592476,0.0,0.0,0.0,0.0,0.0056356212464238435,0.0,0.011245827795165444,0.026898915597448465,0.02299946978785689,0.0191988749203322,0.019049843049612332,0.00994485974238293,0.0009349353141475852,0.018047303535099403,0.0,0.010750813928829997,0.0,0.0,0.0,0.0,0.013284758120738328,0.0,0.0,0.009535117250569703,0.0,0.0,0.043191566204960286,0.01088272330574121,0.0226279924307486,0.01900103953797162,0.0,0.046966602569861675,0.01931369468357261
