,ADF,ADL,AFD,AIA,AIB,AIZ,AS,ASE,ASG,ASH,ASK,AVA,AVB,AVD,AVE,AVF,AVJ,AVK,AVM,AWA,AWB,AWC,Amphid sheath,Amphid socket,Anal muscle,Apoptotic germ cells,Arcade cells,BAG,BDU,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,CEP_ADE_PDE,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DA_VA,DB_VB,DVA,DVB,DVC,Differentiated germ,Distal tip,Dorsal uterine cell,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I1,I2,I4,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,LUA,M1,M2,M3,M4,M5,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PHC,PLM_ALM,PLN,PVC,PVD_FLP,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,Phasmid sheath,Phasmid socket,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIR,RIS,RIV,RMD,RMD_LR,RME,RMF,Rectal gland,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URX_AQR_PQR,URY,Unassigned hypodermis/gonadal sheath,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VC_4_5,VD_DD,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh1 (gonadal sheath distal),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D2_5,0.0,0.010849951236770053,0.01557751210812888,0.0,0.004055385692536577,0.006268610713958005,0.022874785767392106,0.0,0.022598695324571295,0.011881134781932607,0.0,0.0,0.006893772524779686,0.012530745181244302,0.013611432411793918,0.0,0.0,0.0,0.0,0.0,0.004177699035372641,0.016110299705287823,0.0,0.0,0.004918502525970003,0.0011981481640671785,0.0,0.0,0.004023565992551071,0.01696629754148877,0.008262538293656791,0.022499362738098102,0.01194937289482965,0.0,0.0,0.009884045866665372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007772952021964041,0.0,0.0,0.0,0.009679187905674149,0.0,0.0,0.018446605256473753,0.0,0.0,0.0,0.013914823554665692,0.026984225891129972,0.0,0.0,0.02923270849435497,0.0,0.0,0.015108649391667794,0.0013638437795967175,0.0,0.04828188010502565,0.0,0.040085703239608216,0.0,0.0,0.0,0.0,0.01615978326418564,0.0,0.03263653269383159,0.03910823022210811,0.0,0.0,0.005536064494674013,0.0,0.0,0.0031944879585513682,0.0,0.0,0.0,0.01588056912142193,0.0,0.0,0.0,0.012419301116537603,0.0052703220905236155,0.0,0.0027426187682614675,0.002604631007765621,0.0,0.0,0.0,0.0,0.0017964427944566486,0.005270322090523614,0.010420671086131561,0.0,0.0,0.013905344107703034,0.022364075555113272,0.00972637240882725,0.015002108725857704,0.0,0.001710046230812805,0.0,0.005035544633696819,0.008399056444558062,0.002643492200836075,0.0,0.0,0.0,0.0,0.0,0.020938841281080426,0.011004741500635988,0.009922792102226763,0.020704414589963506,0.003270066191288275,0.02173779082021089,0.010240299897908743,0.0,0.006596310859049207,0.0,0.0,0.011285989341268527,0.0,0.017028934541184024,0.0022615858377740394,0.0,0.0,0.014382860342458502,0.001482676796427966,0.0,0.012800504159639434,0.010140622103376696,0.01249450976695236,0.0,0.0,0.008816726192362389,0.0,0.0,0.0,0.0,0.0,0.0,0.006203429370438667,0.0,0.0,0.0,0.04200399798336659,0.005264186371639796,0.011384249042785875,0.01993371302439577,0.009903059208062448,0.01055439084511695,0.02981485267275261,0.0
LFQ intensity D2_6,0.0,0.01133008704420917,0.017441757924510366,3.8033568218239684e-19,0.003685330058344307,0.007026995825701223,0.023412020630690762,0.0,0.02281598836552915,0.013378131522476024,0.0,0.0,0.003567511502907186,0.01088642064940418,0.012485293042385727,0.0,0.0,3.8033568218239684e-19,0.0,0.0,0.004683122787834397,0.020897772609370337,0.0,0.0,0.007686491171770049,0.010865213534535284,0.0,0.0,0.0030714979630919997,0.013017770310390602,0.0054045513826416905,0.0104613041625269,0.013241477369320949,0.01676687730638823,0.0,0.016232273794641955,0.0,0.0011414355145868019,0.0,0.0,0.0,0.0,0.0,0.005762325227899083,0.011254789581765597,0.0,0.0,0.011307518114047925,0.0,0.0,0.021622644703755595,0.0,0.0,0.0,0.013867690282121689,0.014807027550598593,0.0,0.0,0.026844275820664044,0.0,0.0,0.01568554449878492,0.002082032979902118,0.0,0.04562926553548271,0.0,0.03840034977920975,0.0,0.0,0.0,0.0,0.021191508956524736,0.0,0.03201468083160344,0.03571362978985198,0.0,0.0,0.005997570032817411,0.0,0.0,0.002254255436687144,0.0,0.0,0.0,0.015213498703622106,0.0,0.0,0.0,0.015107248930173525,0.004300927126085905,0.0,0.00332133033315521,0.0012104183503785016,0.0,0.0,0.0,0.0,3.8033568218239684e-19,0.004300927126085903,0.01121833092708167,0.0,3.8033568218239684e-19,0.012733747025049523,0.022057848628347795,0.010535014183669988,0.0021536677432174188,0.0,0.0016650515880151488,0.0,0.0015364738956054704,0.013795978072544368,0.0014605315323995643,0.0,0.0020320911440923468,0.0,0.0,0.0,0.0,0.010261212773162092,0.014244834175644564,0.022533744859058433,0.0,0.012946101843162387,0.010096221781210215,0.0,0.013389162198222343,0.0,0.0,0.0036068162068023896,0.0,0.02087695847732441,0.004245461978988049,0.0,0.0,0.013205992726617103,0.005419880318825317,0.0,0.009962364073137712,0.008936433836763031,0.010962131388869732,0.0,0.0,0.012260448786850292,0.0,0.0,0.0,0.0,0.011137544346303959,0.0,0.01313436380674487,0.0,0.0,0.0,0.034426638546736874,0.007976376413739788,0.017853588120348773,0.023790555261950116,0.0,0.00818070257428053,0.03397494660075845,0.0
LFQ intensity D2_7,0.0,0.009852798679470488,0.026326678637524553,0.00078016906020436,0.004178477694275626,1.796700497437453e-19,0.01952707119101186,0.0,0.02017807014438091,0.012354692208304954,0.0,0.0,0.005992811487571132,0.0077655844054988045,0.008899734343358553,0.0,0.0,1.796700497437453e-19,0.0,0.0,6.737626865390449e-19,0.01948146273185239,4.491751243593632e-20,0.0,0.005441295229352673,0.0011274928258757039,0.0,0.0,0.0032911877521274555,0.01753789864887942,0.007105617001848298,0.008659477907574495,0.016300649030565866,0.0,0.0,0.02140989672726506,0.0,0.00567967137706663,0.0,0.0,0.0,0.0,0.0,0.003463994241632321,0.0035018515605058274,0.0,0.0,0.005959916698077998,0.002647904822776627,0.0,0.020586398154048495,0.0,0.0,0.0,0.013697812691055732,0.01596513288243103,0.0,0.0,0.024871161571361225,0.0,0.0,0.017961981694054042,0.0,0.002170102930748485,0.048602356312914395,0.0,0.03748774707183067,0.0,0.0,0.0,0.0,0.021653978562543412,0.0,0.03410646195591409,0.03288938989114262,0.0,0.0,0.009282960960593011,0.0,0.0,0.002511267484982923,0.0,0.0,0.0,0.019880906413633045,0.0,0.0,0.0,0.013596355021637021,0.0044642811352188375,0.0,0.0034314639131468564,0.005084768053678606,1.796700497437453e-19,0.0,0.0,0.0,0.0006050562070494826,0.004464281135218836,0.008227171723297486,0.0,1.796700497437453e-19,0.014953895378331382,0.021045255922387537,0.010903931356690856,0.014470230168071212,0.0,0.003750347335898048,0.0,0.0034607400890983415,0.011599653393415604,0.0019000318516941294,0.0,0.0,0.0,0.0,0.0,0.03491352476894936,0.013017334540581559,0.01687654103982743,0.024079948884661376,0.002965221534992855,0.020817051267530962,0.008761695952245737,0.0,0.004331297493077004,0.0,0.0,0.001347146387957163,0.0,0.018411303802398644,0.0,0.0,0.0,0.014016959283878836,0.003826472421301834,0.0,0.009484891886745603,0.007256871702112397,0.0055190223938687095,0.0,0.0,0.012998452907265416,0.0,0.0,0.0,0.0,0.009276508880898766,0.0,0.00787589144015941,0.0,0.0,0.0,0.037398347657415405,0.007366283153902511,0.012605185266874345,0.01764846015374632,0.008423201797784951,0.009395574265087333,0.030297285447646687,0.0
LFQ intensity D2_8,0.0,0.010672406677318162,0.015063400324433032,1.384709307602276e-19,0.0022821756930864745,0.006670821241586505,0.01876323900825577,0.0,0.019860642031259753,0.01169949882678354,0.0,0.0,0.0057130916434993215,0.006528897588039321,0.003909616892118652,0.0,0.0,1.384709307602276e-19,0.0,0.0,0.004445751178018672,0.019732758629563623,0.0,0.0,0.006473067333024982,0.0011586051301420695,0.0,0.0,0.00342545126700049,0.018652176058574697,0.01030507664784437,0.012933807921089883,0.015602538976463715,1.384709307602276e-19,0.0,0.015530258947651528,0.0,0.00164792940303718,0.0,0.0,0.0,0.0,0.0,0.009640976995083412,0.002119467435227809,0.0,0.0,0.01048513115573966,0.0,0.0,0.017463489734696542,0.0,0.0,0.0,0.015478163869850693,0.02492186016332865,0.0,0.0,0.02534884243159666,0.0,0.0,0.01455255747595398,0.0,0.0014884410697721395,0.04821680143781943,0.0,0.03874665434132075,0.0,0.0,0.0,0.0,0.02212188686351789,0.0,0.028589259941237552,0.03183786721622668,0.0,0.0,0.010700814467781544,0.0,0.0,0.002623986295617851,0.0,0.0,0.0,0.01349243803707336,0.0,0.0,0.0,0.017439955120341702,0.004630927634879092,0.0,0.0015148481836259242,0.0,0.0,0.0,0.0,0.0,0.00014633497483484362,0.00463092763487909,0.009675547068462352,0.0,1.384709307602276e-19,0.019433233736501514,0.021625983702284746,0.010156467215019779,0.013459857044147375,2.1924564037036037e-19,0.0044743634675106225,0.0,0.004128846647614083,0.021760244049444863,0.002037996599325317,0.0,0.0,0.0,0.0,0.0,0.020734914811118298,0.01170382849997987,0.015559942098185986,0.023944182084149123,0.0015435035145204595,0.020865941551876096,0.011616121703775946,0.0,0.0053774837197433124,0.0,0.0,0.003947840657993327,0.0,0.01878336497770526,0.001478227363390375,0.0022350443569806996,0.0032635727227690032,0.014296275073766145,0.005872820108700788,0.0,0.00928521605603352,0.007873233532708246,0.012852609391446312,0.0,0.0,0.0,0.0,0.0,0.0,0.0021292709170090754,0.0,0.0,0.010155191482987627,0.0018857284806732418,0.0,0.0,0.044824434060428506,0.00859278427822859,0.009708604761784196,0.015350005035356738,0.00881160664499028,0.01231046896636271,0.03098239971782867,0.0
LFQ intensity D2_9,0.0,0.0125799693449478,0.01970483169556757,0.0011630673689233878,0.003642746221196236,0.0063792062500847594,0.022251641461877438,0.0,0.021617513334061075,0.013149314898358008,0.0,0.0,0.004549172397227963,0.01059918210161547,0.012099384584492988,0.0,0.0,9.314535774334155e-20,0.0,0.0,0.0042514051379967015,0.016597612824379406,0.0,0.0,0.006673548176816906,0.002886430332076867,0.0,0.0,0.004378988711324454,0.01551248810585614,0.005501923267921937,0.002139528023801818,0.011659069664103752,9.314535774334155e-20,0.0,0.010834340824958905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014466511770972981,0.003942964581445455,0.0,0.004918517551317224,0.006635914826201595,0.0,0.0,0.0224633360363286,0.0,0.0,0.0,0.012409288208349063,0.019405563312948484,0.0,0.0,0.028297003554913904,0.0,0.0,0.018515904542092614,0.00040032504599435306,0.0,0.04475143671731984,0.0,0.03464408015174509,0.0,0.0,0.0033442210532898275,0.0,0.021705943251793352,0.0,0.03286244524929666,0.03747509839776173,0.0,0.0,0.009781445981313008,0.0,0.0,0.0035698085818400096,0.0,0.0,0.0,0.01683932443153375,0.0,0.0,0.0,0.012457405851593365,0.005595584585044742,0.0,0.0028683084158268573,0.003296210757234333,0.0,0.0,0.0,0.0,0.004347579627344686,0.005595584585044739,0.011094793843617034,0.0,9.314535774334155e-20,0.013277846416481935,0.02182075303576528,0.010148116134515505,0.00012352745291558545,1.746475457687654e-19,0.003468897115120839,0.0,0.0065745752781559775,0.013643345680811518,0.0031533590294040388,0.0,0.0002094084016339912,0.0,0.0,0.0,0.02025289506465531,0.010985801209848538,0.021399306004009497,0.012816508867986671,0.004172517799648285,0.022317385325288364,0.010053911793017867,0.0,0.004256346102243593,0.0,0.0,0.010824986664166602,0.0,0.021290512550304237,0.009851432035787297,0.0,0.0,0.019640286124876977,0.002108585571696656,0.0010336549174175724,0.008396137346569134,0.0,0.010969907881541119,0.0,0.0,0.0,0.0,0.0,0.0,0.00457589651246018,0.0,0.0,0.013859007120324937,0.010147045188123262,0.0,0.0,0.034355908172593014,0.00901638241759964,0.007122885776448353,0.018409215977849672,0.013336779510953474,0.007163981842264475,0.029366928037767588,0.0
LFQ intensity D3_1,0.0,0.009058393429230763,0.01472961124581169,0.0,0.0032629846558957726,0.00556926259857098,0.02111714241857807,0.0,0.019050029123059562,0.010346665958138749,0.0,0.0,0.006068668902174005,0.006668536576271547,0.00451780962964913,0.0,0.0,0.0,0.0,0.0,0.003711620333031708,0.016054394359595124,0.0,0.0,0.013205696168667935,0.001132931661300601,0.0,0.0,0.0035388523624841507,0.01601542154599003,0.007069320021159755,0.003475526000344752,0.014624669138657563,0.0,0.0,0.019912521109901646,0.0,0.0028179465003237507,0.0,0.0,0.0,0.0,0.0002455347150072928,0.008514773308702709,0.012100483634187663,0.0,0.0,0.008506686549436919,0.0,0.0,0.01832575439851493,0.0,0.0,0.0,0.015649067937599053,0.029508380440532705,0.0,0.0,0.02590697987112249,0.0,0.0,0.011321619336720566,0.0,0.011125552711363819,0.04853098818358261,0.0,0.035510279751178125,0.0,0.0,0.0,0.0,0.027190136760148743,0.0,0.0326455300863652,0.03401686467503636,0.0,0.0,0.009556178171847545,0.0010606839051875722,0.0,0.002755045051799786,0.0,0.0,0.0,0.013407197214072162,0.0,0.0,0.0,0.017422637810280115,0.004717670534963062,0.0,0.002811658830389675,0.0,0.0,0.0,0.0,0.0,0.0012135529774959042,0.004717670534963061,0.007336732246105712,0.0,0.0,0.018800603152513962,0.021146774691118943,0.01078156102905429,0.015007702858361352,1.8053674779175973e-19,0.00488141782648481,0.0,0.007773820098852778,0.013956039846668915,0.002457133049210602,0.0,0.0,0.0,0.0,0.0,0.019948446879554865,0.0032799499430002633,0.017214348519930246,0.019706224028223362,0.004285674293094195,0.023280283937135157,0.00769196687133107,0.0,0.0044604331122082225,0.0,0.0,0.0,0.0,0.017313035725839462,0.0006400073365228515,0.0008680034913072679,0.00782934847738923,0.013881162175529092,0.005589270905329308,0.0,0.010420076620963897,0.008845834393661307,0.011815374095525999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00691737328173378,0.0,0.01179668663788276,0.0,0.0,0.0009127721123238628,0.03097905065415855,0.009908850550296111,0.007971565980202955,0.020481297438125327,0.017391272608850324,0.008786132062494002,0.02630210367341726,0.0006327382662624597
LFQ intensity D3_10,0.0,0.009974980677500309,0.015946994156469396,7.329670181082905e-20,0.005746703080519788,7.329670181082905e-20,0.01741698551107233,0.0,0.021602667603281188,0.009546095156801318,0.0,0.0,0.0022327078629708697,0.007015742299672241,0.004890906379301018,0.0,0.0,7.329670181082905e-20,0.0,0.0,2.4432233936943016e-19,0.01921916178359128,0.0,0.0,0.0072214765822267955,0.0012265669664280473,0.0,0.0,0.0020712907927186563,0.022518196398668394,0.01209052050558249,0.013635564568280559,0.01097937918890459,0.016329127824369648,0.0,0.01741817090882731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013843052279874401,0.012844749847697113,0.0,0.0,0.0029231294468593794,0.0,0.0,0.0181605397568365,0.0,0.0,0.0,0.010871514200384598,0.025687256762744175,0.0,0.0,0.025577420326114694,0.0,0.0,0.013121927288865833,0.0,0.007569682148500028,0.04588289392252679,0.0,0.04062356359512883,0.0,0.0,0.0,0.0,0.02815996267596094,0.0,0.034978201663921224,0.032916651496990655,0.0,0.0,0.0058013973956159166,0.006942557018191499,0.0,0.0012236507895752818,0.0,0.0,0.0,0.013538518497714022,0.0,0.0,0.0,0.015861418159093903,0.0033470356882838457,0.0,0.004402561188828471,0.0,0.0,0.0,0.0,0.0,0.00257693058985743,0.0033470356882838444,0.010144070580456238,0.0,7.329670181082905e-20,0.008240145126105372,0.02289452768302615,0.010178873055293594,1.7102563755860112e-19,0.0,0.00668036037344949,0.0,0.009704053358235393,0.013832333426422623,0.001001643418361418,0.0,0.0,0.0,0.0,0.0,0.0,0.006491141252548856,0.0,0.02061747613106453,0.003714096497955322,0.022235941262061014,0.008409467182411914,0.0,0.009087374916758272,0.0,0.0,0.004520358776307316,0.0,0.01876754205689206,0.0045913783609964854,0.0,0.006520644863108444,0.018706163135339356,0.006509295328035955,0.0,0.006361920964605587,0.005206163173457292,0.017967351061432428,0.0,0.0,0.010379809520505783,0.0,0.0,0.0,0.0007565974478632461,0.0,0.0,0.016531226055910935,0.0,0.0,0.0,0.04668751721590436,0.008335178829341146,0.007862577439290263,0.014611409197715069,0.014764135604064558,0.014472517058527005,0.03593182097151683,0.0
LFQ intensity D3_11,0.0,0.006399449428298028,0.015476504791510151,2.1973385292578865e-19,0.002901027073854157,2.1973385292578865e-19,0.01682969419516017,0.0,0.020178199722617942,0.010481334416254613,0.0,0.0,0.0029596743804480943,0.003210600935029837,0.0012901503165311144,0.0,0.0,2.1973385292578865e-19,0.0,0.0,0.0,0.018508872810352222,0.0,0.0,0.010526777064370546,0.001161185092828515,0.0,0.0,0.0028080158236001803,0.022273273417726093,0.012588694468443235,0.01668752217749665,0.01586420339115678,2.1973385292578865e-19,0.0,0.015652078642722986,0.0,0.0004742853818818772,0.0,0.0,0.0,0.0,0.00025165794246677175,0.012145601375416917,0.011059006257693346,0.0,0.0,0.007846254470704517,0.0025285454749185117,0.0,0.010914882790829118,0.0,0.0,0.0,0.0105309994412065,0.04172403630758068,0.0,0.0,0.02451006387896639,0.0,0.0,0.01213573593759798,0.005770153639427906,0.0,0.048377671060615655,0.0,0.036331901780440344,0.0,0.0,0.0,0.0,0.02798378665546889,0.0,0.031454766548035855,0.03149396049394735,0.0,0.0,0.0066897499058380895,0.0005794015476473826,0.0,0.002005102817769664,0.0,0.0,0.0,0.01815980186910439,0.0,0.0,0.0,0.015942268372259007,0.004015998585930791,0.0,0.0021318994960985043,0.0,0.0,0.0,0.0,0.0,0.0013268617068080415,0.004015998585930788,0.007078984234382074,0.0,2.1973385292578865e-19,0.020168399680484214,0.021674140084090576,0.011063982341047019,0.0033486209470512457,0.0,0.007344927277990566,0.0,0.00677774136788509,0.01810824453259041,0.0016145303847243967,0.0,0.0,0.0,0.0,0.0,0.022358329916880942,0.006890565569072112,0.0,0.02013778269340521,0.0,0.02254939248258936,0.011590313837201516,0.0,0.00292191303188971,0.0,0.0,0.0037351157356330534,0.0,0.015606610630286196,0.001742646205148182,0.00018459284250309257,0.0,0.016102552980482666,0.005416858689128129,0.0,0.01090106030404832,0.008793149395802329,0.010792264038298695,0.0,0.0,0.02344880323701313,0.0,0.0,0.0,0.00036929545851208107,0.0,0.0,0.015507950324138391,0.0,0.0,0.0,0.04160977277556282,0.005904465493344034,0.008609240435816184,0.019537860119062295,0.013806849888068587,0.014565785505914659,0.03211885382917787,0.001420753257788274
LFQ intensity D3_2,0.0,0.013805478822275811,0.027463517229533527,0.0,0.0051092202643157085,0.006573804908741895,0.016104763183319354,0.0,0.019676098895947097,0.011606606230023176,0.0,0.0,0.0026572755041217285,0.012063385365514736,0.009019832625440491,0.0,0.0,0.0,0.0,0.0,0.004381094899516989,0.01667162596440659,0.0,0.0,0.009183587348125818,0.003395086942970767,0.0,0.0,0.002501629493560406,0.017659324376826244,0.005921988160927821,0.009564906354285358,0.0182346978518373,0.0,0.0,0.013935662719095033,0.0,0.0026865127295992827,0.0,0.0,0.0,0.0,0.0,0.01820420362136547,0.01409126039028765,0.0,0.0,0.0003835941642110607,0.0,0.0,0.01803109175958021,0.0,0.0,0.0,0.008596060573164485,0.03376454729505327,0.0,0.0,0.02480555636788534,0.0,0.0,0.00811164670902046,0.009794386731645864,0.00908488370603553,0.04402538721434707,0.0,0.04137789925492112,0.0,0.0,0.0,0.0,0.03057764019584062,0.0,0.030448589422732746,0.034489052312033676,0.0,0.0,0.008043964453048783,0.0,0.0,0.0016804809231416153,0.0,0.0,0.0,0.01577139633662346,0.0,0.0,0.0,0.01517340078190494,0.0037372426037871865,0.0,0.0047431310801906304,0.0021735159221831428,0.0,0.0,0.0,0.0,0.000633113268448036,0.003737242603787185,0.012672840152219547,0.0,0.0,0.007585753214910055,0.022171789796312874,0.011774609831424249,0.001130599583096605,0.0,0.012158668229700999,0.0,0.007005570689123459,0.014277777846104369,0.0018512773751545558,0.0,0.0,0.0,0.0,0.0,0.0,0.0036516480355578067,0.004819096387936488,0.013521675452130092,0.004743039156835308,0.019133235558828544,0.007724238468305686,0.0,0.0038470802201601684,0.0,0.0,0.004454485512310763,0.0,0.02191505075389356,0.010582214584290085,0.0,0.004003665250215841,0.013911444980121009,0.004016721025696153,0.0,0.006396453476736279,0.0058138697623577335,0.007246017354534851,0.0,0.0,0.0,0.0,0.0,0.00044033805165405037,0.0,0.0,0.0,0.018877374537043336,0.006999833988233694,0.0,0.0,0.035934692402914116,0.013222382142610503,0.007135202529623161,0.020324969421975883,0.017020868555734543,0.007332033282295202,0.036608094828333805,0.0
LFQ intensity D3_3,0.0,0.010291528501182104,0.014393113565616563,0.0,0.003277346683073254,0.0051621718865171974,0.017165099731478204,0.0,0.020366307310027455,0.010426591997503966,0.0,0.0,0.006179341159372126,0.0114149079083979,0.011415983977138309,0.0,0.0,0.0,0.0,0.0,0.003440315804379229,0.015822979867139323,0.0,0.0,0.009070710053164238,0.0011561178564524612,0.0,0.0,0.003655822843619274,0.019472500107702895,0.009862520104116023,0.0,0.015753637867008802,0.0,0.0,0.016010267936216807,0.0,0.0007238600971148421,0.0,0.0,0.0,0.0,0.0002505597452127331,0.009236429254744308,0.011010746424581495,0.0,0.00012124217879333936,0.006761106853706288,0.0,0.0,0.016130536475455738,0.0,0.0,0.0,0.01639226655091374,0.031855545814063246,0.0,0.0,0.023817538979889943,0.0,0.0,0.013512971037718422,0.0014523660507204917,0.0,0.04373094583095536,0.0,0.0377327513055684,0.0,0.0,0.0,0.0,0.027746600877678298,0.0,0.030679041736395386,0.03528445690090155,0.0,0.0,0.005682138431584117,0.0,0.0,0.0028559504064429382,0.0,0.0,0.0,0.015474019349885258,0.0,0.0,0.0,0.013577144889454138,0.004858778990057425,0.0,0.0022350244831123205,0.0015808399100613363,0.0,0.0,0.0,0.0,0.0037961625247489948,0.004858778990057424,0.007434775639584238,0.0,0.0,0.01915743663688305,0.02157955741012081,0.010666386795732077,0.014949487303312402,0.0,0.006414474293534076,0.0,0.009255401185503775,0.013134486588670785,0.0026493781728721306,0.0,0.0,0.0,0.0,0.0,0.02052665978300549,0.0021122090079914247,0.0068101482570175715,0.017792575099796207,0.0048010597577892245,0.020051844127415966,0.007337262073681014,0.0,0.006202788518768406,0.0,0.0,0.005309907972819854,0.0,0.01768249100771061,0.004713926935193961,0.002105400907302232,0.001983348791734782,0.014876020664109205,0.008026580589965103,0.0,0.01025897379210664,0.00842737186799081,0.008677109188040774,0.0,0.0,0.01629312799108812,0.0,0.0,0.0,0.0,0.005835405169217093,0.0,0.017941057349362168,0.0,0.0,0.0,0.03421917935810354,0.006093437281070721,0.008564471614750553,0.01534009403865177,0.013444427838531007,0.012260870115408449,0.03137579762524044,0.0
LFQ intensity D3_4,0.0,0.009273664609180745,0.01577030003174166,0.000986263608651414,0.005962809656746057,0.005372037578456796,0.016552197871114626,0.0,0.01828832187644005,0.010273729285285915,0.0,0.0,0.006543178006077316,0.007016840601320047,0.005408225745677547,0.0,0.0,0.0,0.0,0.0,0.003580180239862777,0.017469034129563177,0.0,0.0,0.010781322863661404,0.0011778520510513726,0.0,0.0,0.003996153507857579,0.018866256451000943,0.011559656030812495,0.01256115855773687,0.015269950363485975,0.0,0.0,0.014163427578304306,0.0,0.004532039243122525,0.0,0.0,0.0,2.1773519291424995e-05,0.00025527009046923143,0.0093346504837262,0.01168193139805541,0.0,0.0,0.0,0.0,0.0,0.020535851782676515,0.0,0.0,0.0,0.017251468380490187,0.02299005285356129,0.0,0.0,0.025431520525139768,0.0,0.0,0.015221556671997287,0.0,0.010706819857148839,0.046295799242532784,0.0,0.0359246944329813,0.0,0.0,0.0,0.0,0.02467549342040822,0.0,0.033570347649026167,0.03747345183567632,0.0,0.0,0.01017067387656672,0.003135383641800105,0.0,0.0031810977531357646,0.0,0.0,0.0,0.013116980827374891,0.0,0.0,0.0,0.015257297183605157,0.005221801694493319,0.0,0.00467198617466705,0.0,0.0,0.0,0.0,0.0,0.005543931540892876,0.005221801694493317,0.010182906155222738,0.0,0.0,0.008297005584356016,0.02198523776311602,0.010397697216936598,0.013914593374731601,0.0,0.005328752883825815,0.0,0.008316240107522391,0.01279656187124653,0.0028876596968657174,0.0,0.0,0.0,0.0,0.0,0.0,0.008884277958761537,0.0,0.018571134380974057,0.0032695974612898383,0.026070027823757485,0.009367371490759191,0.0,0.003915728684390056,0.0,0.0,0.0022271719987659753,0.0,0.022472999920057232,0.0,0.0016148807809811174,0.001486340011003604,0.021475189397497294,0.007781486053391766,0.0,0.015386436208128993,0.007859502101473506,0.016458208834457547,0.0,0.0,0.002877265188067543,0.0,0.0,0.0,0.0,0.0,0.0,0.014706198613961396,0.0,0.0,0.0,0.03967847791190482,0.0,0.011558216229237092,0.019944420377830806,0.014754994571035279,0.014086236687911374,0.027531196369915877,0.0016197498732615446
