,AIA,AIB,AIY,AIZ,ALA,AS,ASE,AUA,AVA,AVB,AVD,AVE,AVF,AVH,AVJ,AVK,AVL,AVM,AWC,Amphid socket,Anal muscle,Apoptotic germ cells,BAG,BDU,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,CEP_ADE_PDE,Cephalic sheath,Coelomocytes,DA_VA,DB_VB,DVA,DVB,DVC,Differentiated germ,Distal tip,Dorsal uterine cell,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I2,I4,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,LUA,M2,M3,M4,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PLM_ALM,PLN,PVC,PVD_FLP,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,Phasmid socket,RIA,RIB,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD,RMD_LR,RME,RMG,Rectal gland,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatocytes,Syncitial pachytene spermatocytes,URA,URX_AQR_PQR,URY,Unassigned hypodermis/gonadal sheath,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VD_DD,Vulval cells,XXX,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh1 (gonadal sheath distal),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D2_5,0.0,0.0,0.016745520840843173,0.0016091476105946944,0.0,0.020333725755906088,0.0,0.0034091556321646926,0.0,0.0,0.025359604221729618,0.018500423945886996,0.0,0.018084946226899788,0.0,0.0021962226387905455,0.0021344109845259462,0.0,0.018546800425022724,0.0,0.0031248055445784397,0.0017557619515012788,0.0,0.0,0.012910356458906092,0.017769042057586053,0.021603145537911424,0.01549442356306676,0.0,0.0,0.0,0.0,0.016319430202529704,0.0,0.0,0.011652144792179384,0.0810624966321478,0.0,0.016389620106561302,0.0,0.001177048788597516,0.003604002588202456,0.013566305598117258,0.0,0.0,0.0,0.0,0.010183667932569414,0.01319749663057206,0.020216292804804817,0.0,0.0,0.0,0.0,0.0017600078625319418,0.0,0.004136029683471605,0.044010070288843926,0.0,0.0,0.0,0.010647836073438489,0.01499935283023698,0.0,0.03050317293602111,0.004738020812080148,0.0,0.0,0.0038313220478914814,0.0,0.0,0.01893321636678479,0.0,0.0,0.014566230551211328,0.0,0.0,0.0,0.0037495483631261825,0.0,0.0,0.004897095995028771,0.0014146769154563025,0.0,0.0,0.027049025042925893,0.0,0.00483911325934112,0.010566367152119607,0.0,0.006873489199686417,0.0,0.009049878164276501,0.0,0.0,0.03338840182351187,0.009206661853198407,0.0,0.020467532169878202,0.0047539403879897175,0.0021844716307371417,0.0,0.009724992449931144,0.0,0.0,0.0,0.02093189323670951,0.003190364702068795,0.005323565318947765,0.01573613914838058,0.0,0.014129516187034483,0.010020125530124243,0.0,0.0034630691863353617,0.0,0.005027334140905874,0.0,0.0,0.03910477727780127,0.0,0.0,0.0,0.010153514596625533,0.0,0.0,0.009550121158587709,0.01072869985655095,0.0,0.0,0.012997462541162519,0.012137585431556087,0.0,0.0,0.0028937246125701173,0.0,0.0,0.0,0.0021305397807985646,0.005107772700489036,0.0,0.0,0.04459362951266966,0.004764662512729412,0.031902286741199395,0.010655895774643957,0.00463056867070663,0.016509747552638506,0.021080550496848784,0.0
LFQ intensity D2_6,0.0,0.002299893074722734,0.01861352189928522,0.0007805650058491861,0.0,0.021769632720032028,0.0,0.002662690963147431,0.0,0.0,0.024138395128972544,0.018264412354566387,0.007970374637440438,0.02097776801671294,0.0,0.002230303216345764,0.0,0.0,0.017775497186483077,0.0,0.006866538120835067,0.0057206853000760114,0.0,0.0,0.009703401817172974,0.013295280823469202,0.01319944139011232,0.012328817653258313,0.0,0.0,0.0,0.0,0.014064275982538083,0.0,0.0,0.015936060751965877,0.08272748938887674,0.0,0.02070752120881497,0.0,0.0017880133622121099,0.012526596568830291,0.01657531818047047,0.0,0.0,0.0,0.0,0.008993397659490532,0.012084749610428661,0.017991274919555322,0.0,0.0,0.0,0.0,0.008645823605251159,0.0,0.0,0.04263377688263116,0.0,0.0,0.0,0.00719420344294069,0.022872292957282162,0.0,0.02616521010444827,0.0,0.0,0.0,0.000537275559233905,0.0,0.0,0.016277855804340796,0.0,0.0,0.018566897468915607,0.0,0.0,0.0,0.0,0.0,0.0,0.0039088617441595365,0.0022164450029986747,0.0,0.0,0.03299438915010711,0.0,0.002664899833203704,0.010573300219837642,0.0,0.005847628664023381,0.0,0.006571224708435793,0.0,0.0,0.03544375945765345,0.002120991244848516,0.0,0.023379048934180698,0.013623309356154637,0.0060407924981898285,0.0,0.009383087818321936,0.0,0.0,0.0,0.01421811013103184,0.0018052700060339068,0.011846959003588094,0.015113017622677815,0.0,0.008214455854289211,0.006696442670768085,0.000557099798832588,0.006422598755692252,0.0,0.0019524566297287017,0.0,0.0,0.03729741449879582,0.0,0.0,0.0,0.009649567959019882,0.0,0.0,0.005047235910358417,0.009053819937025956,0.0,0.0,0.006914038137863506,0.007987003342292872,0.0,0.0,0.003113330116696338,0.0,0.007412938992841188,0.0,0.005913642325602097,0.003751047503802904,0.0,0.0,0.03941880737181437,0.00890896801089595,0.03169068556944046,0.016935286060337073,0.0,0.014877416841416361,0.025549395550331082,0.0
LFQ intensity D2_7,0.0,0.0,0.017150388802183072,6.139311550314448e-05,0.0,0.019960424937416437,0.0,0.0014179992082208309,0.0,0.0020020883941476225,0.025767389460742852,0.018403757277202764,0.0,0.02134854510816692,0.0,0.0,0.00038682908741398853,0.0,0.016767613159419,0.0,0.006391231795069783,0.0,0.0,0.0,0.013983351691904736,0.01643668150062959,0.007894903219241429,0.010998646921283824,0.0,0.0,0.0,0.0,0.015438072987984358,0.0043973985070205925,0.0,0.012630823127341591,0.08369547856577209,0.0,0.01135557212129987,0.0,0.0,0.007585328208197046,0.01600063272177646,0.0,0.0,0.0,0.0,0.010079876531876855,0.01414012742498946,0.020944684258201257,0.0,0.0,0.0,0.0,0.004246138773098356,0.0,0.00468478806845197,0.0446652593232657,0.0,0.0,0.0,0.007537668169762,0.017658689737474597,0.0,0.03060951151149371,0.0008337255219385718,0.0,0.0,2.208157688269364e-05,0.0,0.0,0.014840885175756513,0.0,0.0,0.015999990039311452,0.0,0.0,0.0,0.0021426327879525493,0.0,0.0,0.005926875157047783,0.0038506240157206786,0.0,0.0,0.033077006209637744,0.0,0.0025631959527061456,0.010246341980163248,0.0,0.011048653092663053,0.0,0.004419036457161949,0.0,0.0,0.03077404813811958,0.007972641513284808,0.0,0.023927672795462145,0.011946876949009427,0.0,0.0,0.008377237908538608,0.0,0.0,0.0,0.01871399459677638,0.009209325859745557,0.015047698563359031,0.017725731720942894,0.0,0.011272586249147372,0.009993486780280328,0.0,0.001459171512332522,0.0,7.73241049807138e-05,0.0,0.0,0.036798882753385456,0.0,0.0,0.0,0.010418125095664239,0.0,0.0,0.008507631136506976,0.007772919964171385,0.0,0.0,0.007968157500071543,0.008301068005533273,0.0,0.0,0.001197944860067612,0.0,0.0045622010102108,0.0,0.002926037817383555,0.0052721959979576336,0.0,0.0,0.040870607767715235,0.005522685137889533,0.03662917264363727,0.007687512737026199,0.01299415698135188,0.01721490353148295,0.029245658684470703,0.0
LFQ intensity D2_8,0.0,0.0,0.007667076099407718,0.0010738040074436397,0.0,0.017004922537303683,0.0,0.0013180668126799083,0.0,0.001543397865205583,0.024000213791087983,0.017526300810253505,0.02638307744250723,0.015602675723051405,0.0,0.0,0.0,0.0,0.018695687393545907,0.0,0.0028014903375312063,0.0010508380967974246,0.0,0.00018983083880472337,0.014583060762097387,0.016298779199249307,0.008976217255670363,0.014877834025367553,0.0,0.0,0.0,0.0,0.01620308387022423,0.0,0.0,0.00784497956282872,0.08349910537692361,0.0065365669071269705,0.011772943968455109,0.0,1.2769279479913143e-05,0.004545609143265051,0.01398042517994651,0.0016961406803095796,0.0,0.0,0.0,0.008218481484383,0.014416469991759369,0.02165769713442441,0.0,0.0,0.0,0.0,0.009086905964985414,0.0,0.0044901870848743815,0.042667708328453985,0.0,0.0,0.0,0.0036759679149208145,0.017024466277841446,0.0,0.02750991451363485,0.0,0.0,0.0,0.0032295392658350528,0.0,0.0,0.01584050027514044,0.0,0.0,0.017388928653627973,0.0,0.0,0.0,0.002132933636711917,0.0,0.0,0.0031526517614508696,0.005317790374827488,0.0,0.0,0.0330553558204568,0.0,0.0017585096124534112,0.010684585096207243,0.0,0.015653082316017978,0.0,0.00545400609989195,0.0,0.0,0.029219802812322657,0.007844244067682369,0.0,0.022432411767304414,0.013080490514952194,0.0,0.0,0.005552879773023389,0.0,0.0,0.0,0.017869702177980534,0.008257046680031618,0.004604325410301579,0.015430139275511075,0.0,0.015527894728604259,0.01028806153032577,0.0,0.0026988458926543494,0.0,0.0,0.0,0.0,0.03833026139665723,0.0,0.00044287470675010674,0.0,0.010118292216113699,0.0,0.0,0.008337229811353425,0.007416081649865014,0.0,0.0,0.00656074303705915,0.008912559476145995,0.0,0.0,0.003325182898361167,0.0015068687271850344,0.0,0.0,0.004198994328391992,0.012888446127812187,0.0,0.0,0.039478287695855714,0.00460516810335649,0.038353649369039344,0.008669897342472697,0.014411633570255883,0.01802200831385237,0.02351539802431535,0.0
LFQ intensity D2_9,0.0,0.0,0.0172970775134726,0.002491528227956477,0.0,0.018085627284134702,0.0,0.007222769679444913,0.0,0.0,0.023706087328817505,0.02169754870135064,0.0022060451615282238,0.017924447524887362,0.0,0.0009877984907861153,0.0,0.0,0.016622495435769234,0.0,0.0007104949898994818,0.003187136059835381,0.0,0.0,0.01892568704133264,0.0162385154654175,0.011535257017772865,0.0143833996573258,0.0,0.0,0.0,0.0,0.017074487770045995,0.0,0.0,0.012875882585284012,0.0818029374239982,0.0047785279070196385,0.017504670264984326,0.0,0.00432762982922904,0.002383249669762554,0.01428766976943499,0.002002605244355557,0.0,0.0,0.0,0.012558546633254166,0.013111061502971613,0.020356943169854425,0.0,0.0,0.0,0.0,0.009527469974103227,0.0,0.0,0.04423708695676651,0.0,0.0,0.0,0.00332674199537869,0.01702616805665059,0.0,0.02645301197286087,0.002794584212866844,0.0,0.0,0.001586423640556745,0.0,0.0,0.015152704669353433,0.0,0.0,0.01272287388721332,0.0,0.0,0.0,0.0036436058988788466,0.0,0.0,0.0046067311742500104,0.005024926298392099,0.0,0.0,0.031746565086974335,0.0,0.002939887452617902,0.011149019838080683,0.0,0.010435901632677725,0.0,0.004261790234288513,0.0,0.0,0.029144258308167227,0.009036826085977853,0.0,0.022115535418277214,0.011682277451191901,0.0015187825806702543,0.0,0.009426221461119046,0.0,0.0,0.0,0.020790508825189374,0.00477514157651379,0.013673262291017223,0.01387828375112601,0.0,0.014580705993497315,0.009505324438733441,0.0,0.0006030374079206221,0.0,0.0048201606254546624,0.0,0.0,0.03726721957829905,0.001477855456068471,0.0,0.0,0.01167439759037447,0.0,0.0,0.0059081946172736,0.003960866843375022,0.0,0.0,0.0,0.0056419918544732325,0.0,0.0,0.0014305948534294212,0.004107894964169997,0.0,0.0,0.005905475177025727,0.01922512073872457,0.0,0.0,0.03702720531941841,0.0032582442356343336,0.0310546165972002,0.011181366833080032,0.014137111106035388,0.017168851798075473,0.021101045890650344,0.0
LFQ intensity D3_1,0.0,0.007819445531881894,0.006349128744115065,0.004061271526697608,0.0,0.021716949996650588,0.0,0.0,0.0,0.00046691371145225335,0.02447674809009935,0.015276023270207028,0.026174091123183987,0.01762348116085152,0.0,0.001593801320819118,0.005901431736997784,0.0,0.018839500811319788,0.0,0.011376743369994053,0.004369791065260455,0.0,0.0014967225976104854,0.012949354354124174,0.011855711228098666,0.014213726000306638,0.014556390032797416,0.0,0.0,0.0,0.0,0.012753498290195805,0.0,0.0,0.008798221355820311,0.07544360291393516,0.0,0.019278528072345924,0.0,0.0,0.007488300430992081,0.010174287505658734,0.0,0.0,0.0,0.0,0.012330418966085202,0.015134468760160396,0.02838698478469034,0.0,0.0,0.0,0.0,0.007907582672716367,0.0,0.004834707817978936,0.04749841758356893,0.0,0.0,0.0,0.006294298021991669,0.02369336817290956,0.0,0.021243495757439217,0.0014552243384624533,0.0,0.0,0.0011336984927549692,0.0,0.0,0.018131497940865323,0.0,0.0,0.020566950195441646,0.0,0.0,0.0,0.0,0.0,0.0,0.004505117600466845,0.006779804378421169,0.0,0.0,0.030291882122674217,0.0,0.0,0.014993650223265055,0.0,0.010032471689428448,0.0,0.002048918070127296,0.0,0.0,0.028385929846537955,0.013546586633754128,0.0,0.021008046238689564,0.014408718597002585,0.0,0.0,0.0010319621284095874,0.0,0.0,0.0,0.017587391941320626,0.00030491001434208463,0.00957518388174473,0.012992364610087053,0.0,0.011167137894276058,0.009698545633020934,0.0,0.0013841201619092993,0.0,0.0,0.0,0.0,0.03478615578048428,0.0,0.0,0.0,0.009278789097038708,0.0,0.0,0.012886064612221615,0.005813695581366208,0.0,0.0,0.0,0.007520653964407019,0.0,0.0,0.005654277176274505,0.0,0.004368438355422938,0.0,0.006060740326133473,0.0028126374992157683,0.0,0.0,0.030939974180488997,0.009258054712531561,0.031846167586376345,0.012233261245082363,0.015133041025248397,0.011946446711317628,0.026054082734431765,0.0
LFQ intensity D3_10,0.0,0.0037152927322942116,0.009349581768421477,0.0,0.0,0.016162066282105255,0.0,0.0006875151011340073,0.0,0.0,0.023008989654288537,0.021003229744184254,0.0284247345960137,0.017000068172524793,0.0,0.0,0.006259453497190299,0.0,0.018524520093883497,0.0,0.0,0.0056303141761087005,0.0,0.0,0.017363199525073907,0.0153847566219214,0.017143150212111883,0.011710477937863112,0.0,0.0,0.0,0.0,0.01471668144735413,0.0,0.0,0.012888288529643552,0.07864310422154543,0.0013727028081319244,0.022108598775791705,0.0,0.0,0.006220944429810059,0.008566259872631895,0.0,0.0,0.0,0.0,0.012646365699498714,0.012730454533224864,0.012885564372011316,0.0,0.0,0.0,0.0,0.0055382812016662375,0.0,0.001397095907016015,0.0401073223701723,0.0,0.0,0.0,0.011559185723394438,0.02150650321962947,0.0,0.027986976062990686,0.0,0.0,0.0,0.0,0.008355435276482527,0.0,0.01655105691180979,0.0,0.0,0.016111537109191006,0.0,0.0,0.0,0.0,0.0,0.0,0.004315829323229124,0.002473032057216163,0.0,0.0,0.03116288146089073,0.0,0.001401596184042155,0.009501953779504187,0.0,0.0019481983546331394,0.0,0.00216582933342966,0.0,0.0,0.03462358905957745,0.016845430970392844,0.0,0.019110842462198848,0.014865191331164531,0.0023654113589878915,0.0,0.00629105750483563,0.0,0.0,0.0,0.007995363989412852,0.0,0.0,0.012299643528682663,0.0,0.012454571537587705,0.008799242979967306,0.0,0.0020914006100075083,0.0,0.0,0.0,0.0,0.03829729586899061,0.0,0.0,0.0053673081825834365,0.014969870289314447,0.0,0.0,0.00961801732318051,0.0029236566529839665,0.0,0.0,0.013511230085566171,0.00803620239984053,0.0,0.0,0.0019506838563410917,0.0010269647365273894,0.0,0.0,0.01050573015143263,0.006641335401432718,0.0,0.0,0.042264555935073944,0.008996012144313998,0.03396654815930893,0.010736010650675181,0.01008987640790758,0.01724826077324298,0.02987966656840839,0.0
LFQ intensity D3_11,0.0,0.0,0.011250448720556765,0.0,0.0,0.015305946795533766,0.0,0.0009268516916626059,0.0,0.0,0.025364950101486816,0.017876386566353368,0.02083645166380537,0.015570624885980749,0.0,0.0022257598600709263,0.0013969378750110467,0.0,0.01857022351366975,0.0,0.005595185601513286,0.0010935062568886008,0.0,0.0,0.01614603879431402,0.015942447014119933,0.016183640917968353,0.013651013653769046,0.0,0.0,0.0,0.0,0.015201482392225617,0.0003837569803317988,0.0,0.007847590154670967,0.07941856524339892,0.00012605644768016484,0.01831447566316402,0.0,0.0,0.0028237733798736793,0.013967075817757885,0.0,0.0,0.0,0.0,0.012646517336350072,0.015074530247665092,0.03254040519682266,0.0,0.0,0.0,0.0,0.004990252286499874,9.005043416808699e-05,0.002451913147994145,0.043370930975111015,0.0,0.0,0.0,0.005053525260664361,0.027804353995306497,0.0,0.02168671364036308,0.0,0.0,0.0,0.0,0.0,0.0,0.014556190483862972,0.0,0.0,0.0190042168513847,0.0,0.0,0.0,0.0014551130730184746,0.0,0.0,0.002624744388706733,0.004515116619467514,0.0,0.0,0.033251505231364324,0.0,0.0,0.010800767803171674,0.0,0.01656436727092553,0.0,0.0033768970617127653,0.0,0.0,0.031290945191591694,0.015171580691496517,0.0,0.01659370012224125,0.013669229105806823,0.00044945955759167865,0.0,0.0050425959505284714,0.0,0.0,0.0,0.016062814902504618,0.0015123478583794485,0.0,0.012675804102593039,0.0,0.013282427199089336,0.009459789360601274,0.0,0.0,0.0,0.0,0.0,0.0,0.034679609178099785,0.0,0.0,0.0,0.012580391188883492,0.0,0.0,0.009769093736838623,0.007698330818144502,0.0,0.0,0.015971794199627406,0.010764185228056729,0.0,0.0,0.0020535293341859082,0.0,0.0,0.0,0.009534436431357915,0.003800971132346829,0.0,0.0,0.03824024567406851,0.005077631187951231,0.03487907780966022,0.014269473728490205,0.01254114094033382,0.01652820891513666,0.028523885158027056,0.0
LFQ intensity D3_2,0.0,0.002001000731691504,0.01804896790341921,0.004082489807578491,0.0,0.017368554469643326,0.0,0.002733728355971541,0.0,0.0,0.027780006551976762,0.01609097494804802,0.0033555783152574106,0.020148415409043673,0.0,0.0,0.005243858292786521,0.0,0.017902121380800714,0.0,0.0035603523275942353,0.00269115352190644,0.0,0.0,0.009575306417531597,0.011788022063460874,0.01384914517193386,0.014953423876168003,0.0,0.0,0.0,0.0,0.010237293415697353,0.0,0.0,0.016205911257183507,0.07808902374585686,0.008436446686052793,0.014888658382789284,0.0,0.0,0.0,0.013020102914750241,0.0,0.0,0.0,0.0,0.01379979053706049,0.006561146854361379,0.030721149999925996,0.0,0.0,0.0,0.0,0.003965223705302012,0.0032907969996233224,0.00982321529191929,0.03943435160251664,0.0,0.0,0.0,0.01508584160963415,0.026633810822164518,0.0,0.02515761875053212,0.00014547228391371107,0.0,0.0,0.0005908118707166301,0.0,0.0,0.01642516754226451,0.0,0.0,0.01862820913821525,0.0,0.0,0.0,0.0,0.0,0.0,0.005629729436302981,0.0048910512927517625,0.0,0.0,0.03543343068769829,0.0,0.002540412470839972,0.0036927594362831835,0.0,0.0003192911989011694,0.0,0.005283125349783093,0.0,0.0,0.033072009733462124,0.0211073794175176,0.0,0.015502493413629435,0.01459903966094051,0.0026778614957802525,0.002791848973732184,0.009501961136480799,0.0,0.0,0.0,0.006612568693161652,0.0007325019912011192,0.0,0.01331345147267725,0.0,0.010403427778141133,0.00860581657044878,0.0,0.001944581933733421,0.0,0.0,0.0,0.0,0.03912979753228648,0.0003896769959666761,0.0,0.0,0.011053744765803418,0.0,0.0,0.006754464743343893,0.00537230226089862,0.0,0.0,0.0,0.005290591079758327,0.0,0.0,0.003683325291802429,0.0,0.0,0.0,0.019114657039649256,0.01632690713749542,0.0,0.0,0.03866935699642803,0.01105167050558562,0.03087467434219909,0.014166391693926958,0.013111536129892598,0.013069516634177766,0.03097350175202658,0.0
LFQ intensity D3_3,0.0,0.004765686574159367,0.01130542993859328,0.0008508787005163151,0.0,0.015480510219036885,0.0,0.0,0.0,0.000525644890047928,0.022190504165104707,0.01878813863222754,0.0023796926495643455,0.02234767738284962,0.0,0.0,0.0029777267899335144,0.0,0.01881704860123894,0.0,0.004959853370443537,0.006159956406555052,0.0,0.0,0.0216741928851049,0.016481395961951938,0.014539449397682817,0.014856946124790339,0.0,0.0,0.0,0.0,0.015086255834570397,0.0,0.0,0.016873141980487796,0.07966469711307649,0.0,0.017932140948019187,0.0,0.0,0.0032103024243351624,0.01184694015756825,0.0,0.0,0.0,0.0,0.012636214419280697,0.015158116969565889,0.026069176304701305,0.0,0.0,0.0,0.0,0.004653963743903301,0.0,0.002969364106229649,0.04259379867928418,0.0,0.0,0.0,0.010234123197225968,0.02570112243686838,0.0,0.024182145922083006,0.0015372885974638728,0.0,0.0,0.0008318494302572917,0.0,0.0,0.01931564737215425,0.0,0.0,0.019078799850511894,0.0,0.0,0.0,0.0,0.0,0.0,0.002207338982596879,0.0012503216646992533,0.0,0.0,0.034006387184165626,0.0,0.0003825985473916237,0.010399922788438246,0.0,0.013309321404124505,0.0,0.0029472805904187517,0.0,0.0,0.02971217431266238,0.017039977740799215,0.0,0.02113344399009558,0.015101569471765771,0.002741993058275059,0.0,0.0038758855773561034,0.0,0.0,0.0,0.019293687712341027,0.0,0.0,0.014229199517012087,0.0,0.013992055062306608,0.006918327190958668,0.0,0.0,0.0,0.0,0.0,0.0,0.03497308220540251,0.0,0.0,0.0,0.012517702329315643,0.0,0.0,0.011408669039438669,0.005429420694541937,0.0,0.0,0.011271663976447435,0.007511828373830252,0.0,0.0,0.002213393605545082,0.0,0.003100999039111243,0.0,0.009202946501261767,0.007008291267530352,0.0,0.0,0.029959214970787185,0.005782875771364161,0.03188352157839037,0.009874578700125265,0.01751049522724094,0.017473512245460517,0.02566049750141141,0.0
LFQ intensity D3_4,0.0,0.009388650872169797,0.003973241553577403,0.00244042103719565,0.0,0.022150735722799433,0.0,0.0,0.0,0.0015419620280327693,0.024616541142427024,0.020355782522693707,0.036327225200228956,0.02027029360962932,0.0,0.0023231933224860876,0.008715070189878188,0.0,0.019692086839576926,0.0,0.005934301837577755,0.003344756094702658,0.0,0.0016575793330926845,0.015969042141989152,0.014205698760154714,0.018827362196083632,0.011395367476799145,0.0,0.0,0.0,0.0,0.011032966029740503,0.0,0.0,0.015390755445268745,0.07915256010797093,0.0,0.019530243460347308,0.0,0.0,0.0,0.01247772198121703,0.0,0.0,0.0,0.0,0.011530408003723699,0.015138397520813815,0.011366571371050403,0.0,0.0,0.0,0.0,0.000951527620630621,0.0,0.004072968386482185,0.04562062126880366,0.0,0.0,0.0,0.006573426167568424,0.01982750892183068,0.0,0.02348898516665648,0.0017409777850100757,0.0,0.0,0.002243226169456725,0.0001240901285265801,0.0,0.020240589436101106,0.0,0.0,0.017424527798469064,0.0,0.0,0.0,0.0,0.0,0.0,0.005292974591133147,0.0037641092390426245,0.0,0.0,0.031246166570813232,0.0,0.0,0.0127317774970804,0.0,0.0,0.0,0.001534755111184991,0.0,0.0,0.03354102752905162,0.013927140000922794,0.0,0.019067995712197028,0.013148674122638595,0.002397289610768127,0.0,0.0,0.0,0.0,0.0,0.012322669971977153,0.0011060430034987472,0.0,0.01295925230255777,0.0,0.01666951800980527,0.010083669888549703,0.0,0.0,0.0,0.0,0.0,0.0,0.03906129185998033,0.0,0.0,0.0009359022750614677,0.014316292892597718,0.0,0.0,0.011740807250953484,0.007319680394846781,0.0,0.0,0.0009974947792705724,0.006605915497938342,0.0,0.0,0.003142396662266017,0.0,0.0,0.0,0.013474823896089705,0.0,0.0,0.0,0.040282307007772564,0.00826040336119072,0.03348763746415989,0.014216641105087401,0.018267442470775785,0.015080239662397295,0.021960275607627814,0.0
LFQ intensity D3_5,0.0,0.004698930528790539,0.003181307628823919,0.0014608102062720943,0.0,0.02440618184875621,0.0,0.003912748613851561,0.0,0.0033100053059777887,0.02602653506443851,0.014717048803012379,0.03200012590785788,0.019566632627905454,0.0,0.0,0.0,0.0,0.01883841948529864,0.0,0.006462497358225704,0.008089042691466646,0.0,0.0053414166692264805,0.013269119150319949,0.013366901002699327,0.016047265077345038,0.013221546852982189,0.0,0.0,0.0003469986648109251,0.0,0.005798760270126969,0.0,0.0,0.016662851381034856,0.08029840306868004,0.0,0.01695813583837723,0.0,0.0,0.0003299899952993815,0.011791852952752766,0.0,0.0,0.0,0.0,0.013270795474126013,0.006539411119386041,0.02258168817824038,0.0,0.0,0.0,0.0,0.0008615161930342129,0.0,0.0075400331516354245,0.04298637813577107,0.0,0.0,0.0,0.0027630876744688384,0.028907278364652608,0.0,0.024485807099917697,0.0,0.0,0.0,0.0041329862923970085,0.0001293312009073899,0.0,0.012375652338336339,0.0,0.0,0.018701710813483863,0.0,0.0,0.0,0.0009569953621312209,0.0,0.0,0.0021154076188260916,0.006333383138891418,0.0,0.0,0.030191391402081724,0.0,0.0012633614876253062,0.013053587845935516,0.0,0.010791056324637784,0.0,0.0030462770998675604,0.0,0.0,0.03128223689605672,0.017825809787621945,0.0,0.01785078516002029,0.014562348105389948,0.0018222690863863341,0.0,0.005725151300349656,0.0,0.0,0.0,0.013735259739459235,0.0,0.0,0.013253858804903196,0.0,0.009693968722337968,0.012231049076909938,0.0,0.0,0.0,0.0,0.0,0.0,0.03646315367917628,0.0,0.0,0.0017715312569449564,0.017696118280795738,0.0,0.0,0.011121998084136588,0.005429180795301755,0.0,0.0,0.0,0.009474629777783234,0.0,0.0,0.0013933567145269087,0.0007175544118329801,0.0,0.0,0.007963020507365411,0.010929736389900097,0.0,0.0,0.04033210392999261,0.008999509088875033,0.03149319581484816,0.012270050994339391,0.01530434145381614,0.013997083494202282,0.02353003533604126,0.0
LFQ intensity D3_6,0.0,0.00331445405607831,0.00886174283472896,0.008151333972470799,0.0,0.01863523963524092,0.0,0.0,0.0,0.003656195252460109,0.026473718465246595,0.01569396065696313,0.030107568238215053,0.016370814982895446,0.0,0.0,0.005811825306933668,0.0,0.016176578418235048,0.0,0.004203237282542771,0.00481150298629363,0.0,0.001970169394200664,0.012089252519948853,0.01362910469769646,0.010829526427080585,0.014318751390933769,0.0,0.0,0.0,0.0,0.007457826260073437,0.004248452669595854,0.0,0.01625805274130339,0.07811691272646466,0.002467107496309102,0.013025990163518181,0.0,0.0,0.014643432656140536,0.0,0.0,0.0,0.0,0.0,0.011318467654911108,0.015262824805908008,0.01856398310818265,0.0,0.0,0.0,0.0,0.009055956493321872,0.0,0.01106227587015583,0.04644163098120554,0.0,0.0,0.0,0.006827525979323162,0.025636132795311014,0.0,0.02424111349344496,1.2367995847116304e-05,0.0,0.0,0.0,0.0,0.0,0.016052794784068566,0.0,0.0,0.018965692059978397,0.0,0.0,0.0,0.0,0.0,0.0,0.0036460516008671316,0.00474766065856242,0.0,0.0,0.031117918090760484,0.0,0.0,0.011506325422138116,0.0,0.007078494974804788,0.0,0.003381334716448324,0.0,0.0,0.030215466473423887,0.021658304270198287,0.0,0.020472556354768613,0.01325886977414792,4.500184731871618e-05,0.0,0.006025411652742863,0.0,0.0,0.0,0.014740665783571387,0.0,0.0,0.011810847228885656,0.00039812021727371585,0.01063637883461025,0.00524241370190146,0.0,7.591864352218751e-05,0.0,0.0,0.0,0.0,0.03920659865855391,0.0004377070615741059,0.0,0.0008196176200009554,0.011638876679871842,0.0,0.0,0.004969276968446053,0.004968711798582133,0.0,0.0,0.0,0.007878994256808521,0.0,0.0,0.0028286864000791685,0.003018766329696075,0.0,0.0,0.006901574132010309,0.02165081820267325,0.002860273083432126,0.0,0.03692257345067608,0.008201302380669106,0.0365397903924404,0.007800488226165609,0.008386686044778307,0.014827741171575197,0.029320259642792477,0.0
