,Amphid socket,Anal muscle,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,Cephalic sheath,Coelomocytes,Distal tip,Excretory cells,Excretory duct,GLR,Glia_2,Glia_3,Hypodermis head,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,Marginal cells,Meiotic germ cells,Mitotic germ cells,Oocytes,PVD_FLP,Phasmid socket,Rectal gland,Seam cells (grd+),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Syncitial pachytene spermatocytes,Unassigned hypodermis/gonadal sheath,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine toroid,Uterine-vulval cells,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D1_9,0.0,0.0,0.01940059266545309,0.022804093949549124,0.014183151760944666,0.03619646521650536,0.0,0.01150846265135763,0.0,0.03435329875987035,0.012642415807913908,0.0,0.0,0.019059899345125933,0.0,0.0440781758086626,0.0,0.0,0.09953146624927627,0.049571983519666164,0.07554233699598237,0.08413052463355918,0.0,0.0,0.0,0.03189325434989518,0.007699907505629515,0.0,0.017522882831108345,0.016512209703156176,0.0023767826416392496,0.03571987139353267,0.025013714333315347,0.034645760282516605,0.004512468892588872,0.0,0.020019577604388553,0.02323081070273636,0.009783638833133388,0.009144877953111844,0.0,0.0,0.0,0.005142550322647595,1.3537417986364687e-05,0.0,0.0,0.0,0.07762778545184398,0.025618781553687194,0.040755985976809385,0.0,0.0319237325100128,0.057839002376393854,0.0
LFQ intensity D10_1,0.0,0.009831671936997497,0.041123418170091436,0.016733395258065845,0.012910718873405258,0.0,0.0003346450731267786,0.013403051968434424,0.00606228853361789,0.006497873049033664,0.006500990529499192,0.0055683182387930305,0.0,0.08522599389051237,0.0,0.0,0.0,0.018184588482976768,0.061898525751586296,0.04663011628839534,0.0399780406005756,0.05708914983520482,0.0,0.0,0.0,0.030936880338339436,0.0,0.0007426610661513295,0.057288904179727214,0.027574937520949507,0.0,0.009175205562495313,0.031561644132685,0.0,0.0,0.05787568349730028,0.04853246256024979,0.0029022196113891335,0.025131317978233633,0.0,0.030729714654316315,0.0,0.0,0.025705814255865173,0.026390580079611828,0.0,0.0,0.0,0.031468582699741635,0.016431768056661796,0.031170475553583897,0.021637868138285995,0.017932050395194327,0.0736104192896801,0.0052280239492220135
LFQ intensity D10_10,0.0,0.0061780246469392225,0.03990541438653019,0.017147125511833918,0.015901891235813786,0.020112126869931805,0.003280498777959107,0.018067295074162864,0.014537030106847912,0.0,0.015545465524852213,0.002610004000226855,0.0,0.0988723522727746,0.0,0.004016388622240166,0.008122914741287252,0.0,0.04894302972390511,0.044564779255196946,0.03802583988415048,0.05777709536825388,0.0,0.0009969379391410128,0.0,0.027241030560247653,0.0,0.0,0.049660884168213695,0.022855832785724048,0.0,0.013417393820479325,0.027349671023248763,0.0,0.0,0.05449639979436608,0.04900368717678038,0.0020833917414128434,0.025249718364689984,0.0,0.0,0.0,0.0,0.01720059388595987,0.022871935258735404,0.0,0.012884123587855904,0.0,0.02592402186602114,0.028884443334317448,0.033003963583605855,0.03370325973081935,0.018159279216965682,0.07923863423973579,0.002167521918773245
LFQ intensity D10_2,0.0,0.0,0.0340709717262541,0.01504682333584632,0.011546216094881302,0.020849908154412365,0.0,0.005015213825069116,0.011296225087953422,0.009978024714121562,0.0033560248404842317,0.007753026912072352,0.0,0.031116773621167538,0.0,0.0,0.0,0.0,0.06516009449881503,0.038379038718189366,0.05654879416340688,0.07856986914241768,0.0,0.0,0.0,0.027779168309200346,0.0,0.0,0.05331670283164882,0.03039908146349922,0.0,0.010140634820140385,0.06711528552156705,0.0,0.0,0.061571242677264874,0.04292424811540806,0.0016279417211107418,0.01607056998003812,0.0,0.03871422624501115,0.0,0.0,0.032365970614824616,0.01948373905071103,0.0,0.0,0.015914305087093888,0.029501938454439137,0.015082311265784357,0.023726811193214712,0.02666963633523548,0.018015267436118674,0.08089391404259814,0.0
LFQ intensity D10_3,0.0,0.010030258493298113,0.042472022643231154,0.01418754894430586,0.018448151321488557,0.010617483675828028,0.014370165363956125,0.00665570508192761,0.015552753210481935,0.0,0.0050249467973473875,0.004272726495488045,0.0,0.015588823406722192,0.0,0.0,0.0,0.0,0.06033923531179438,0.033739873667935336,0.05301185032521359,0.06452906852974814,0.0,0.0,0.0,0.024326210401468852,0.0,0.0,0.05559834127380627,0.023801068318677173,0.0,0.0085998636016321,0.065723041755817,0.0,0.0,0.07398536886485126,0.05444654489383519,0.012217426202210818,0.03016278791708894,0.0,0.0,0.0,0.0,0.01103226643534727,0.03860662915265537,0.0,0.0,0.0,0.037299761918323175,0.018149973935018143,0.032697248175519764,0.0288361266504787,0.01550637156507226,0.09783591246794422,0.0023344432014868236
LFQ intensity D10_4,0.0,0.0,0.03525882643476572,0.015146487785118063,0.007820120440382869,0.015372691473439216,0.0,0.0022558515182209736,0.0,0.005382616503429972,0.0,0.005652519371621214,0.0,0.06986156763821239,0.0,0.0,0.0,0.001090240726676192,0.0626559015038886,0.05216684671734081,0.054200985217631246,0.08179293199088067,0.0,0.0,0.0,0.026919429854180596,0.0,0.00442336929381635,0.0591723967100019,0.029981029874588772,0.0,0.01595691594565651,0.07715419512316261,0.0,0.0,0.06115394592592959,0.04796893989044317,0.000835465093808792,0.013024720056798837,0.0,0.03283403720603458,0.0,0.0,0.027735701281492445,0.006067223077535678,0.0,0.0,0.006877950251973935,0.0367629122975117,0.0230753885437348,0.0158135933988697,0.015949555430373755,0.019579884393187218,0.07005575902929129,0.0
LFQ intensity D10_5,0.0,0.012341993831389125,0.03856319385914962,0.009669217469837718,0.01740561879115936,0.0,0.014643870710487287,0.01493183100885642,0.001259955979617163,0.003898834197379716,0.010390692177086798,0.005938179057491722,0.0,0.05955688238726683,0.0,0.0,0.0,0.0,0.07050121138737067,0.05539901286891972,0.05399311126314635,0.06951347457134573,0.0,0.0,0.0,0.03029749950234379,0.0,0.0,0.04873406675591908,0.02162051402742292,0.0,0.012575810537069455,0.042719699246432465,0.005600470592580942,0.0,0.04591796732213074,0.047820006358400065,0.009648929364234313,0.024112780046126273,0.0,0.0,0.0,0.0,0.02206000616831747,0.03343033764915608,0.0,0.0,0.0022192891479925836,0.03183262740152241,0.020407686111596934,0.03110415303062251,0.03249003583766265,0.011358272741452496,0.08468011881984858,0.003362649778664018
LFQ intensity D10_6,0.0,0.0,0.028779494338036133,0.018893086498409067,0.0036678845759849643,0.013237148357556247,0.0,0.0,0.0012386263339514774,0.008286900134192081,0.0,0.0088067735454237,0.0,0.05920339597584482,0.0,0.00804652392788738,0.0,0.026571672944588506,0.06523501694799058,0.050872899157705626,0.056139932436292145,0.07262929257256708,0.0,0.004733205023506512,0.0,0.03098606268460562,0.0,0.0,0.052226885545312726,0.029910449460391265,0.0,0.015228356943103188,0.046701725758579705,0.005289042053175695,0.0,0.05068207465605581,0.045620101523792214,0.0,0.00939763750701649,0.0,0.043418104753641926,0.0,0.0,0.03331690232187274,0.004349004875099195,0.0,0.0,0.016333325210386194,0.032190161408940654,0.029615303173963194,0.03953658274843392,0.0069295294733818045,0.027783840146721035,0.05414305698559028,0.0
LFQ intensity D10_7,0.0,0.015561378284016148,0.04073584901963659,0.011726377038400546,0.02803494792855747,0.003412339317288625,0.009350757904292701,0.012383975657339893,0.006258053208510068,0.049708430347101665,0.0,0.003991651838783569,0.0,0.032560658422052025,0.0,0.0,0.0,0.025167585426647706,0.04195784474022485,0.03581604150236313,0.050672987004100764,0.057331622886145364,0.0,0.0,0.0,0.016424510456091945,0.0,0.0,0.061216816361187205,0.030370646669994242,0.0,0.00928989973855869,0.025013191062056628,0.019194558232780334,0.0,0.04378773200618044,0.04788069629798026,0.00702225364367447,0.026528682073410095,0.0,0.02908448611826821,0.0,0.0,0.014963207187973285,0.031062769166039873,0.0,0.0,0.0,0.0443813467240695,0.022132617018892967,0.026883391503780975,0.02465475024654628,0.012350953377175851,0.08132885563750755,0.0017581359523701852
LFQ intensity D10_8,0.0,0.0046972424175619944,0.03693399872325931,0.012993131517752185,0.019692034612429916,0.0,0.010142822994476502,0.025299647203291503,0.00920661118389864,0.0,0.009941551429141004,0.0,0.0,0.07122604086382607,0.0,0.008378262837332078,0.0,0.027956415660394716,0.057996024192789424,0.033250877849380314,0.05056377886931615,0.05807124151195633,0.0,0.0,0.0,0.01737025199508966,0.0,0.0016703526099439297,0.04856432486071869,0.02438229342223172,0.0,0.01553831806361963,0.04263131346033128,0.0027608191993740766,0.0,0.03301979160256704,0.04744463131840423,0.004410378604887809,0.02688773005767616,0.0,0.03444582284141433,0.0,0.0,0.014041801069751246,0.035091488322832654,0.0,0.0,0.0,0.0319486550689637,0.01893674989531771,0.03856693682575958,0.03537198264503353,0.014438666523597292,0.07612800974567938,0.0
LFQ intensity D10_9,0.0,0.014320511473512001,0.03980739362352433,0.012410612376949263,0.017672962032638666,0.019174789986450547,0.009478093877998132,0.01567991861896829,0.0,0.0005194922922829199,0.005946734955500168,0.007052132253285325,0.0,0.07512526248147623,0.0,0.0,0.0,0.0,0.06396006045115502,0.04022249426639271,0.042120649547009226,0.06211558559812951,0.0,0.0035338139029799528,0.0,0.02520732283168667,0.0,0.0,0.050377927288171816,0.029130151528999972,0.0,0.012158762448388774,0.05499682165469496,0.010742989155657398,0.0,0.04062330139129265,0.045298722909946784,0.009780608430160853,0.025053370996557422,0.0,0.0,0.0,0.0,0.02822010249713602,0.035417994166228234,0.0,0.0,0.007056772138218354,0.025039186687263317,0.014898263137811363,0.031671833196286074,0.02893366999435969,0.013731416877360637,0.07878558320544833,0.003734691726078242
LFQ intensity D2_1,0.0,0.009291220798418397,0.04108685511766783,0.030078537316690045,0.015644923333226746,0.027388909228459973,0.0,0.015777857954895433,0.0,0.0,0.0,0.0,0.0,0.0485282337689466,0.0,0.024360670296687374,0.0,0.0,0.10896956887393092,0.0387563742521085,0.0641853943587115,0.07442073162662541,0.0031875773938114297,0.0,0.0,0.03556417512657556,0.035948244049291284,0.00500800273320935,0.04256813648355082,0.021086143986035352,0.0,0.008295958995836255,0.002690455860720796,0.00045900348017659844,0.010875458850405861,0.004360983898818464,0.03036847993059726,0.0057591328216384415,0.024332504045889162,0.0,0.01877023266696059,0.0,0.0,0.0,0.01656489749635468,0.0,0.0,0.0,0.06833060527833387,0.006726066291591895,0.039307127350699626,0.029059878728409403,0.032790283414226025,0.05650910842951825,0.002948265760980323
LFQ intensity D2_2,0.0,0.011720346992009285,0.029576903825121147,0.018278452517502375,0.00868133793073902,0.039171778447711025,0.0,0.016334830205530806,0.0,0.012270754726832341,0.0,0.0,0.0,0.05114547131171994,0.0,0.021045260540723608,0.009878248221384785,0.009624853807853726,0.08718067366335563,0.04972872447507334,0.048191031336729875,0.06973172057413572,0.0,0.0,0.0,0.026345813549833664,0.03251986776889236,0.007441609207389697,0.03766287390543242,0.017959356465398445,0.0,0.009604082154793534,0.008046249653194644,0.007806767528345602,0.005274053252838446,0.0,0.03841227190202453,0.004506588051725039,0.01533172615388376,0.010780744167881079,0.024558737972956327,0.0,0.0,0.013159109641479101,0.02722350424638612,0.0,0.0,0.0,0.053054269093365865,0.02035257346034321,0.0428867245488097,0.030036812020916678,0.022291206696195536,0.059057596099350046,0.003127073882141475
LFQ intensity D2_3,0.0,0.00629520458459671,0.020200612423397473,0.02131484445878499,4.2209493082396604e-05,0.03078651733108759,0.001208527596761535,0.023347842534646383,0.015980942625455505,0.014083415725776052,0.007102618681398676,0.0,0.0,0.03621273502288658,0.0,0.028219925598971386,0.005498827409396362,0.0,0.09214586512838273,0.01696877620679226,0.06626002664915202,0.06312408394869107,0.005478945932467852,0.0,0.0,0.038083910749494014,0.02464639266208384,0.0,0.03661204556456355,0.01965521875713332,0.0,0.005862239304648698,0.033553378650581216,0.021844011550927443,0.011728973647822211,0.0,0.031829503996352794,0.00546653521392043,0.018431434232055472,0.006586222710628686,0.0,0.0,0.0,0.013621693679638619,0.03524571405591617,0.005080599782676234,0.005401815740023896,0.0,0.06403632290082416,0.012143544586142314,0.04999427329177258,0.017644163080357086,0.025150248167417705,0.05529144272425314,0.007818393599038884
LFQ intensity D2_4,0.0,0.0048725558448971884,0.029042980685873646,0.023441442013472456,0.013589937175106226,0.02302290858690636,0.0,0.025817562624182448,0.0,0.011676896155911977,0.0,0.0,0.0,0.05974891778818199,0.0,0.02149273711492952,0.012010550791204552,0.007963636385034618,0.09675306687656081,0.041462214752780335,0.06085511055123421,0.06870566110019581,0.00047928198099869154,0.0,0.0,0.02349357632263536,0.01749344509473713,0.0,0.040898303906704014,0.03694578874904199,0.0,0.0,0.0,0.022277119625072988,0.0013589175340837669,0.0,0.03764301806647096,0.0,0.011481250229876965,0.013868343521758031,0.008573115992192187,0.0,0.0,0.009049937221465916,0.019173536472847842,0.009084374310177942,0.0004627883546094588,0.0,0.06310948127499949,0.014021251811210379,0.046984901015479516,0.031538010069531115,0.029494528023648953,0.0621128519759851,0.0
LFQ intensity D2_5,0.0,0.0006166222183684637,0.03845995747178931,0.03103146892606894,0.044691864370286404,0.019489262881422185,0.0,0.0037886271938242255,0.0,0.009648388582288553,0.0,0.0,0.0,0.05788034699807894,0.0,0.025168590749485763,0.004125932409738429,0.0,0.09876475144004739,0.0316556724577521,0.061184128648451484,0.06751215377008588,0.0,0.0,0.0,0.016879687043355712,0.01823215209246677,0.006597821060144111,0.04375933596476188,0.02013053704524651,0.0,0.013174709311280841,0.018964863037135595,0.015035686156193445,0.0017846543941857987,0.0,0.03122813834504945,0.0,0.017940054417973767,0.008863721438094817,0.02339493029989568,0.0,0.0,0.0,0.013352937035705021,0.0,0.0,0.0,0.07479172272858117,0.007758946298943027,0.05503947414863119,0.01880421542384972,0.037519115139584794,0.06272953050123282,0.0
LFQ intensity D2_6,0.0,0.00963640990498325,0.025991372628370823,0.018707094308827475,0.019435314740963026,0.0326734453554,0.0,0.006001913487486009,0.0,0.016000185396291135,0.0,0.0,0.0,0.043769628317132825,0.0,0.031374283338604717,0.005092875308328921,0.0,0.09550140822061629,0.036138537597224886,0.0644824484970639,0.07323738256405102,0.0,0.0,0.0,0.028110991291003553,0.02345224172396034,0.0,0.02669302548316225,0.020287419213353163,0.0,0.026945111163683755,0.007435550706866524,0.015042818880976243,0.0009388427190437491,0.0,0.0254584522945845,0.008337275387469494,0.0223847475798897,0.009813743054022326,0.02115406188023139,0.0,0.0,0.005151102185589446,0.023401359985956372,0.0,0.0,0.0,0.07488082614749617,0.021820320545246717,0.05703785643922456,0.0,0.027750543592675654,0.07586141006021989,0.0
LFQ intensity D2_7,0.0,0.007365175681208474,0.04338780972051348,0.024946290765998826,0.017834050461856592,0.042603354384855005,0.0014614346881593446,0.0013170492697324252,0.0,0.009044933313822582,0.0,0.0,0.0,0.04750723937781408,0.0,0.03508307049688928,0.0,0.003954593161458681,0.0988014829435167,0.03867871958180892,0.06672966393742917,0.06430905390458093,0.0,0.0,0.0,0.02389787320812604,0.03041295085118577,0.005973779600079426,0.04289959519152172,0.017492401130679677,0.0,0.008354457531497324,0.0027744255391333886,0.006051826805199532,0.007505921654925704,0.0,0.028272980306105963,0.007631754003983659,0.01940042624169237,0.004110397476148474,0.01975899820196304,0.0,0.0,0.004909761319300292,0.013553307482800283,0.0,0.0,0.0,0.0645295767223643,0.017407153161804245,0.0454640188324164,0.028281655329267106,0.030637228076226975,0.06765558964393385,0.0
LFQ intensity D2_8,0.0,0.014143717065652848,0.034878768369648504,0.02029470891344968,0.024680447333656954,0.03176989717194975,0.005627434137890489,0.01765004047254825,0.0,0.013420478942310571,0.0,0.0,0.0,0.05675213885150984,0.0,0.029460752754665975,0.0,0.0025813628648538767,0.09105498019769487,0.037628340725864524,0.05565011040859662,0.05873761798200654,0.0,0.0,0.0,0.040014367397376606,0.029600627108453542,0.0031507382271942315,0.040689109546864013,0.02196255678271465,0.0,0.009965505872835435,0.007624349417814301,0.002993920116091594,0.006002933835226624,0.006494564291321579,0.027236911505723688,0.011186997911037218,0.017795835376253972,0.0027843423121111563,0.001370998324801739,0.0,0.0,0.004493437053999328,0.018568828063413572,0.0,0.005283086657350651,0.0,0.07587521763957959,0.018236064322087818,0.043280467440504365,0.025620059953244075,0.02585508322950745,0.05958320142219369,0.0
LFQ intensity D2_9,0.0,0.0066073917408259845,0.04037648576801449,0.02223848587707443,0.0,0.024169277597656764,0.00015266571879285715,0.024718135123642862,0.009863448984541631,0.005808809983931291,0.0,0.0,0.0,0.04964479294462622,0.0,0.03591190261607892,0.0,0.0,0.08899203908830583,0.035396813863705,0.054767742859068116,0.06124986924061952,0.0,0.0,0.0,0.024994474690652614,0.04311350984167419,0.008092823178059145,0.04490380694295492,0.019433420555011707,0.0,0.008309102521218732,0.02128115605359731,0.019033840659085585,0.004422330859286208,0.0,0.035693260824702575,0.0023753346462856736,0.02313367617379253,0.0,0.0,0.0,0.0,0.0049569232811361745,0.024123487764176357,0.011757019209382484,0.0,0.0,0.060734952535083306,0.022057399119359097,0.04551213819729687,0.03494377939873523,0.027178456469990727,0.05405124567163494,0.0
LFQ intensity D3_1,0.0,0.01632207797281175,0.03691014291035627,0.01970758138581333,0.006409274293613197,0.03858759028936851,0.0,0.01570223260536644,0.0,0.015194212012907236,0.0,0.0,0.0,0.07241915564842077,0.0,0.02162909807979102,0.0,0.020530622209584726,0.08995925818372484,0.05014177553537578,0.06025579967072695,0.06277146652923433,0.00195602452304876,0.0,0.0,0.02573656114816119,0.03181037159674147,0.007845775698279283,0.04296402225956171,0.014097503488844206,0.0,0.008313794318492294,0.0,0.002311854351435468,0.012768192122815875,0.012780373481521558,0.021295755041914225,0.006433915574746696,0.02151530510992754,0.010158813965360098,0.004789681353073516,0.0,0.0,0.009789986708823141,0.01843650330228603,0.0,0.0,0.0,0.04142446024182544,0.019385838562810367,0.04096993826151031,0.03348827319761773,0.021400397128439535,0.048956135744938505,0.014830235490729964
