,ADF,ADL,AFD,AIA,AIB,AIM,AIN,AIY,AIZ,ALA,AS,ASE,ASG,ASH,ASI,ASK,AUA,AVA,AVB,AVD,AVE,AVF,AVH,AVJ,AVK,AVL,AVM,AWA,AWB,AWC,Amphid sheath,Amphid socket,Anal muscle,Apoptotic germ cells,Arcade cells,BAG,BDU,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,CEP_ADE_PDE,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DA_VA,DB_VB,DVA,DVB,DVC,Differentiated germ,Distal tip,Dorsal uterine cell,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I1,I2,I4,I5,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,LUA,M1,M2,M3,M4,M5,MI,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PHC,PLM_ALM,PLN,PVC,PVD_FLP,PVM,PVN,PVP,PVQ,PVR,PVT,PVW,Phasmid sheath,Phasmid socket,RIA,RIB,RIC,RID,RIF,RIG,RIH,RIM,RIP,RIR,RIS,RIV,RMD,RMD_LR,RME,RMF,RMG,RMH,Rectal gland,SAA,SAB,SDQ,SIA,SIB,SMB,SMD,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URA,URB,URX_AQR_PQR,URY,Unassigned hypodermis/gonadal sheath,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VC_4_5,VD_DD,Vulval cells,XXX,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh1 (gonadal sheath distal),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D2_6,0.0,0.0,0.014216728470439042,0.0,0.011309146366106816,0.0,0.0018833694934054011,0.018163567291500874,0.010325984986991757,0.0,0.003402376864907335,0.0,0.018100765174826363,0.0009271826182291222,0.0007245432950075381,0.0,0.0007212318842076236,0.0,0.021354039154382984,0.03129128184765375,0.023203587336684425,0.0,0.022089599811007294,0.0,0.0,0.0015020597284660302,0.0,0.0,0.025078352546238983,0.009615951293331138,0.0,0.0,0.008148463737204773,0.0037471440523878016,0.0,0.0,0.0,0.0009381677851078749,0.0038942785512305635,0.0052612056370974795,0.005821132330362117,0.028160800170016032,0.0,0.0,0.0,0.0,0.0,0.014454092262149245,0.0,0.013354021137310549,0.04926953990420805,0.0,0.007922131431019115,0.0,0.0,0.008652519995704124,0.0,0.0011748440530020107,0.0,0.0,0.0,0.012978976418612538,0.0028620277616766,0.018228850871360325,0.0,0.004763240611307531,0.0,0.010419057608311782,0.0,0.0,0.0,0.0,0.0,0.02575737759467523,0.0,0.050839766473482005,0.0,0.0,0.002036310819881477,0.0,0.0,0.01865493948449926,0.003136450358882722,0.012809033820750809,0.0,0.0,0.0,0.001753518633229551,0.0,0.0,0.028450903204903698,0.0,0.0,0.0,0.0,0.018807812853387063,0.0,0.0,0.007320421368607064,0.0,0.0,0.0036520530012040028,0.00600996542170059,0.0,0.0,0.0,0.0399853475011729,0.008374297808860532,0.0,0.0,0.0,0.0,0.0012399560495441387,0.0,0.0,0.019508964961717588,0.0,0.01940323886588419,0.006852659105641648,0.0,0.0,0.006435374591332843,0.005400615449568079,0.02897338035073045,0.010219040158871977,0.0,0.015613212006971017,0.0,0.0,0.0,0.005652334084828455,0.002968270530798654,0.007456558521159219,0.006005574582080031,0.0,0.0027943461515408568,0.0018161932340162565,0.0002789890276719137,0.002901901368580297,0.0,0.0,0.0,0.007899216668269031,0.002240839266783316,0.0,0.0474747560948189,0.0,0.0,0.0015416642402535416,0.006049086556948309,0.0027393197760657286,0.0,0.0,0.00814653137435414,0.0,0.0,0.0,0.0013242756701370836,0.0058149639023772825,0.0,0.0,0.0,0.0,0.02461549946569269,0.0,0.0,0.012373228236250332,0.0,0.0,0.04522991142313671,0.0,0.0036151207757970055,0.019674868440794746,0.0,0.014775943646949128,0.011415704593742412,0.0
LFQ intensity D2_7,0.0,0.0,0.01548903544552446,0.0,0.005621525778103033,0.0,0.001983986559481801,0.006587666911136108,0.0,0.0,0.0,0.0,0.01761070998405807,0.0007328045566645892,0.0016203369392276316,0.0,0.00033519016252669747,0.0,0.02460977187682552,0.034598744861116436,0.025457642683011202,0.0,0.011364166230266268,0.0,0.0,0.0010707236455353697,0.0,0.0,0.020270754607813156,0.008140692521748394,0.0,0.0,0.006170722621755718,0.0,0.0,0.0,0.0,0.0032034050455124067,0.005556973532068192,0.007508624065841925,0.006390430298531346,0.026823396394526685,0.0,0.0,0.0,0.0,0.0,0.016383396317320758,0.0,0.014885645451909282,0.056311491481258504,0.0,0.005659604202423732,0.0,0.0,0.009304504654863944,0.0,0.0013773604743081088,0.0,0.0,0.0,0.010275280270611583,0.002701458066414504,0.024877676269442307,0.0,0.0,0.0,0.0032503681011220855,0.0,0.0,0.0,0.0,3.5896092701923716e-05,0.028440593024484845,0.0,0.043464386134097074,0.0,0.0,0.0,0.0,0.0,0.016691288218668106,8.401923931484657e-05,0.01672405312160053,0.0,0.0,0.0,0.0006242546917447815,0.0,0.0,0.027673968112684345,0.0,0.0,0.0,0.0,0.009543897358240079,0.0,0.0,0.007190083986309652,0.0,0.0,0.004713118033986813,0.016224539634280038,0.018342645624508033,0.0,0.0,0.0370840665719889,0.008239757557288405,0.0,0.0,0.005685778245894592,0.0,0.011720328328067272,0.0,0.0,0.012450061379518207,0.0,0.02064125541483537,0.010527667794520796,0.0,0.0,0.0005769900269888954,0.0003897809924374286,0.024725579502257178,0.0,0.0,0.018783804139607962,0.0,0.0,0.008323162079212486,0.017356327738561945,0.009420266518388894,0.01522813528950357,0.007431927908038293,0.0,0.004892692901602698,0.0018538294447976809,0.0,0.0007158695820968688,0.00021248572283279738,0.0,0.0,0.008756466604022793,0.0005181277371021104,0.0,0.04789870765078548,0.0,0.0,0.0013875970068508395,0.007467048473081899,0.0033718789566157927,0.0,0.0036319889219494847,0.00024160199992891133,0.013825377928883519,0.0,0.0,0.0048295115596501004,0.003635429661037787,0.0,0.0,0.0,0.0,0.020034723916779743,0.0,0.0,0.01171143009929745,0.0,0.0,0.044684201538530324,0.0,0.0031512134565559896,0.01597009075215063,0.0034386678575121705,0.015010936897221546,0.008248398560032233,0.0
LFQ intensity D2_8,0.0,0.0,0.007223528265769715,0.0,0.00857119022508716,0.0,0.002108782050738404,0.0,0.0,0.0,0.0,0.0,0.01866079599473766,0.001359601421191181,0.0014422024013350009,0.0,0.0012334523598086387,0.0,0.025469448405089853,0.03580946361188987,0.021349190763024193,0.009267429595325226,0.009160827080070199,0.0,0.004081762295106478,0.0,0.0,0.0,0.029884261701138358,0.010791849309131105,0.0,0.0,0.0047393715139769504,0.0005752251541186507,0.0,0.0,0.006254046436175011,0.0052574561629140535,0.007736781831669513,0.0072038167666199785,0.006132279121948896,0.02420319559115405,0.0,0.0,0.0,0.0,0.0,0.012356814171782507,0.0,0.008762932937780897,0.05815194839528583,0.004762017878169043,0.006102945313682468,0.0,0.0,0.0015434853202116476,0.0,0.0016181769603633963,0.0,0.0,0.0,0.011941957095768398,0.01061118771372356,0.019516186640952712,0.0,0.0,0.0,0.0006326047631359565,0.0,0.0,0.0,0.0,0.0,0.032108914975354626,0.0018621898814327863,0.05248352478111654,0.0,0.0,0.0,0.0,0.0,0.02048733044426469,0.00447135037993673,0.018713683955921802,0.0,0.0,0.0,0.0,0.0,0.0,0.031238577064843395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009172486492901486,0.0,0.0,0.0012220832964862528,0.0174152267139386,0.0,0.0,0.0,0.025646379750602567,0.008862878626862964,0.0,0.0,0.004546619629161763,0.0,0.014285975272334881,0.0,0.0,0.009786987187340869,0.0,0.02585812517034985,0.01107347361821314,0.0,0.0,0.0,0.0008135586044830827,0.029044485171385744,0.0,0.0,0.018657184680869847,0.0,0.0,0.011464122616441011,0.017057869694021583,0.005171177003826435,0.006418706509464695,0.008452877685020649,0.0,0.004763676009467453,0.0044245066991109114,0.0,0.00031806754034455046,0.0,0.0,0.0,0.008533974898584694,0.0012778920672951923,0.0,0.05330873997427441,0.0,0.0,0.001113351844064849,0.009437519701419345,0.0,0.0,0.002550557446237491,0.0,0.013053816633665172,0.0,0.0,0.004215212212786072,0.006396140006658121,0.0,0.0,0.0,0.0006182437823231649,0.0,0.0,0.001169778433717689,0.017994853315009624,0.0,0.0,0.04729948257418485,0.0,0.0056911736902835654,0.017510063765296104,0.004499505511115803,0.016133091282541836,0.00885834815616659,0.0
LFQ intensity D2_9,0.0,0.0,0.014152027794762897,0.0,0.009570181078666319,0.0,0.0,0.01628376305433483,0.01026212963980935,0.0,0.0,0.0,0.018038960038312738,0.0005640155552642336,0.000962218870587455,0.0,0.0017203546752456104,0.0,0.02517404558888099,0.03595486410473579,0.02990001219368176,0.0,0.014116926988535046,0.0,0.007224399568195141,0.0007189975598669513,0.0,0.0,0.022579816352812834,0.0020453378580651107,0.0,0.0,0.003542344508397534,0.0,0.0,0.0,0.0,0.006682400470458779,0.00535078261260658,0.0036509973659476966,0.0068167290794490165,0.028828156139639852,0.0,0.0,0.0,0.0,0.0,0.012673457374597893,0.0,0.019717034255745287,0.05825285486792918,0.004705654455656776,0.005004084313760507,0.0,0.0,0.0027527406549876293,0.0,0.0009086573603762389,0.0,0.0,0.0,0.013405619293893665,0.002928443207533906,0.015672619068327336,0.0,0.0,0.0,0.0018233995828014046,0.0,0.0,0.002889980100382822,0.0,0.0,0.024574875934609247,0.0,0.04910799559632633,0.0,0.0,0.0016536780119689922,0.0,0.0,0.018892408265883353,0.00045246263814323036,0.015972623906796234,0.0,0.0,0.0,2.4352600769614686e-06,0.0,0.0,0.02573590595947626,0.0,0.0,0.0,0.0,0.014788195992686874,0.0,0.0,0.011705604749625089,0.0,0.0026869617519070287,0.0049155129532665,0.013227152294412636,0.0,0.0,0.0,0.03084514002145681,0.012186980187025449,0.0,0.0,0.0,0.0,0.007450543174759057,0.0,0.0,0.0191172802940053,0.0,0.01983979700083946,0.012009424127781023,0.0,0.0,0.0,0.0,0.030229004833562265,0.0,0.0,0.019616102657037317,0.0,0.0,0.012151147286567096,0.014864840278589891,0.003395083637954445,0.012096406401477326,0.004828987056948409,0.0,0.006200261121377701,0.0025753033273027185,0.0,0.0,0.0,0.0,0.0017742041160785124,0.004044426993963225,0.0,0.0,0.05139139997735291,0.0,0.0,0.00011756184427837544,0.005401875261608907,0.0026100659341575586,0.0,0.003383610619930138,0.0,0.017091422028543208,0.0,0.0,0.0005099792131294695,0.0035484889862644536,0.0,0.0,0.0,0.0014504762344440746,0.0,0.0,0.002148794345012186,0.017823503425438564,0.0,0.0,0.04624092528223927,0.0,0.0,0.018059431014011588,0.0036571711216134123,0.019088188270771383,0.005662354975050579,0.0
LFQ intensity D3_1,0.0,0.0,0.013299442342858063,0.0,0.007004950292377638,0.0,0.001165613604013236,0.0,0.004814327041890694,0.0,0.004847409849498443,0.0,0.015870943500463974,0.0009443335375676605,0.0006264346201146639,0.0,0.0,0.0,0.029837831396673474,0.04572239592398438,0.016570039424425295,0.015807614349875786,0.010150878262212327,0.0,0.0,0.0021400447872669923,0.0,0.0,0.02814298054368708,0.004206285235468468,0.0,0.0,0.011446622520997303,0.0017513546922638562,0.0,0.0,0.012912420798201547,0.005842955713071168,0.004639307432736832,0.0065383181983345055,0.0052694868175177,0.022378114930575333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007155621847519994,0.046937982086957035,0.0018920948732865897,0.007590382002280845,0.0,0.0,0.023093048661586388,0.0,0.003505028337958197,0.0,0.0,0.0,0.01301838068434427,0.017538443557994107,0.03163584138596156,0.0,0.0,0.0,0.007239941530364488,0.0,0.0,0.0020293492617467494,0.0,0.0021117201456901887,0.04344865892992469,0.0,0.053743384196733156,0.0,0.0,0.0,0.0,0.0,0.019182409340277456,0.0,0.010251625471386028,0.0,0.0,0.0,0.0,0.0,0.0,0.021877886856840858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006331843519639079,0.0,0.0,0.009339203748291572,0.02351496896795689,0.0,0.0,0.0,0.03332458810688296,0.00999906616939067,0.0,0.0,0.012559037590809884,0.0,0.0157516654034653,0.0,0.0,0.0027488991509824995,0.0,0.018134078305726227,0.009761643632383035,0.0,0.0,0.0036471715837464447,0.004773331190457231,0.030557366047770942,0.0,0.0,0.0,0.0,0.0,0.014670640986600179,0.009427855847198588,0.006190420293342355,0.014865356585402141,0.006778940175790086,0.0,0.003868075537616913,0.00452092981869355,0.0,0.0,0.0003885332119944131,0.0,0.0,0.005548585516282072,0.0009006725312897881,0.0,0.03927510672223051,0.0,0.0,0.0026089265619258237,0.005603104919241723,0.0,0.0,0.012240873385810506,0.0,0.0,0.0,0.0,0.001414661733440749,0.004798604519995964,0.0,0.0,0.0,0.0,0.021586445602585526,0.0,0.0,0.004006618612779612,0.0,0.0,0.0318125806443757,0.0,0.003091782557612354,0.018547721132777282,0.00379919453501271,0.011589047544689838,0.007840552618879958,0.0
LFQ intensity D3_10,0.0,0.0,0.010234832143640996,0.0,0.004102041457845909,0.0,0.0,0.00556276100733213,0.00019471989177268745,0.0,0.0,0.0,0.021644909131049165,0.00073236833820972,0.002239943982072083,0.0,0.0011698339449965108,0.0,0.02238423576105868,0.0399377464711433,0.01818415596364085,0.012342365791471702,0.010781766110999147,0.0,0.0013010101496403793,0.0,0.0,0.0,0.01821379583000753,0.00967694196690476,0.0,0.0,0.0,0.0006228947527640725,0.0,0.0,0.006175168959885247,0.006153347353115177,0.006706559659050879,0.007805404898005932,0.007095618767946245,0.03208484436062657,0.0,0.0040428145922882875,0.0,0.0,0.0,0.018436784934917114,0.0,0.005497111889325716,0.05590923666833168,0.0031926645174083124,0.00820292781449685,0.0,0.0,0.01482421168257449,0.0,0.0,0.0,0.0006733726433667331,0.0,0.003689285654699097,0.007344192227030236,0.026005950206871326,0.0,0.0,0.0,0.006887264863898638,0.0,0.0,0.0,0.0,0.0013551666426231412,0.03048036179589229,0.0,0.06112306347718308,0.0,0.0,0.0,0.0,0.0,0.017891212218770266,0.0,0.015282019360070764,0.0,0.0,0.0,0.0,0.004311581748560684,0.0,0.02444805811923426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008907664097662924,0.0,0.0,0.0038375280786977486,0.02002945505481298,0.0,0.0,0.0,0.03772040344446031,0.01200072654075504,0.0,0.0,0.012057282337345323,0.0,0.008612712254469185,0.0,0.0,0.008941105072100143,0.0,0.026738517194215973,0.011107838129815485,0.0,0.0,0.0,0.0004964245897595027,0.017178818695203078,0.0,0.0,0.016220621092883632,0.0,0.0,0.008641636861336158,0.004223212444422054,0.0,0.0,0.0075382240826996506,0.001417556155136795,0.0007184562587893697,0.008735327570519652,0.0,0.0031001672932337064,0.0030215024841351514,0.0,0.0,0.004307072581532672,0.0,0.0,0.04850843688585642,0.0,0.0,0.0071726873370399034,0.008942528631210273,0.006276837273935123,0.0,0.009857856204349853,0.0,0.00533607250831395,0.0,0.0,0.014331931651168568,0.004693807451709042,0.0,0.0,0.0,0.0004190372648781178,0.0,0.0,0.007234824519413386,0.00997972289794192,0.003309310324223056,0.0,0.053031914703760286,0.0,0.004619507835444979,0.012178785619553592,0.0014696372985848166,0.013566543456783002,0.008573758071124529,0.0
LFQ intensity D3_11,0.0,0.0,0.011417704537646779,0.0,0.004669874278904802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019665737625882074,0.0005917220942959947,0.0018733340053390289,0.0,0.0006308560633139564,0.0,0.020677166424418428,0.03739067128796945,0.024259485771148122,0.009614197944828887,0.011532377984131108,0.0,0.003058892296358404,0.00012748042606741227,0.0,0.0,0.0233541530918667,0.005643721459306439,0.0,0.0,0.008470603075983924,0.0,0.0,0.0,0.0015602977451338906,0.004839359790450427,0.007395820368789614,0.014653049535973258,0.007022759116027656,0.02684897555682458,0.0,0.0023646989228829772,0.0,0.0,0.0,0.019264233265646077,0.0,0.010889051920353101,0.058286522352885346,0.0,0.007332607230694703,0.0,0.0,0.009081660864796313,0.0,0.005824838156751237,0.0,0.0,0.0,0.00462985199071081,0.0001675966695874258,0.03252301481980317,0.0,0.0,0.0,0.004731921330970236,0.0,0.0,0.0,0.0,0.0,0.031958631513406666,0.0,0.05678869750413529,0.0,0.0,0.0,0.0,0.0,0.023918826793360465,0.0,0.013114052802091245,0.0,0.0,0.0,0.0,0.0,0.0,0.028313600722420045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01000888939968916,0.0,0.0,0.0024029175098540297,0.02367659595678048,0.0,0.0,0.0,0.03509600344057422,0.009875713994327798,0.0,0.0,0.004850014005646945,0.0,0.015363009768170432,0.0,0.0,0.010722671914192846,0.0,0.02129927507866698,0.015145968628160632,0.0,0.0,0.0,0.0,0.017915961728086793,0.0,0.0,0.018597065548954215,0.0,0.0,0.013304656438409574,0.012315638561568072,0.0006488663065242719,0.0,0.007948922250124321,0.0,0.00348555988065951,0.006359212148367563,0.0,0.0,0.0,0.0,0.0,0.0,0.00017649579234236393,0.0,0.052948732706731935,0.0,0.0,0.006917197033287085,0.007890979607364394,0.002211014156019739,0.0,0.012291283102107824,0.0,0.010227593629003027,0.0,0.0,0.019772312405202844,0.0056665239421607606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024525801215853978,0.0,0.047179578938168924,0.0,0.005045805437838544,0.021288806174814615,0.0014519882758201382,0.0132078667723238,0.00776625200531469,0.0
LFQ intensity D3_2,0.0,0.0,0.01638611453531138,0.0,0.005080088976762749,0.0,9.91580629094821e-19,0.02224785741640338,0.004015436000271892,0.0,0.0013936266056594484,0.0,0.018414121259984918,0.0016742205104724312,0.0012651012040817867,0.0,0.0,0.0,0.02535674721535862,0.04091521727174846,0.011601603132300372,0.0,0.014958532462358929,0.0,0.0031832607907426543,0.005789295456541327,0.0,0.0,0.029720296548928465,0.002440928055367692,0.0,0.0,0.005446649004966066,0.004777406638300805,0.0,0.0,0.0,1.047093717459217e-05,0.0,0.012350402927307363,0.005288503564901008,0.01929562679999309,0.0,5.2545941778932664e-05,0.0,0.0,0.0,0.014360521100796993,0.0,0.019620116383163796,0.052688534321461415,0.007270851731782209,0.0026118823709876116,0.0,0.0,0.006265647360825192,0.0,0.0,0.0,0.009628809057140104,0.0,0.008551097385520378,0.0,0.02740692219268881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003926001067088921,0.029089005270748265,0.0,0.06188644147871679,0.0,0.0,0.0,0.0,0.0,0.025959944676860896,0.0028971123628096624,0.012319385255952196,0.0,0.0,0.0,0.0,0.0,0.0,0.026887508771338466,0.0,0.0,0.0,0.0,0.018794238937087118,0.0,0.0,0.0003840262331270485,0.0,0.007282294330646154,0.00848230758349004,0.014561547053750845,0.0,0.0,0.0,0.04350299135332431,0.009620845708273889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093070491986639,0.0,0.023834868459728167,0.008793737413396743,0.0,0.0,0.0,0.005820117905107131,0.02086913360352592,0.0008927467811519325,0.0026133431861283664,0.01598882094671491,0.0,0.0,0.0036103213523566904,0.0078003107436362875,0.0023001060493104335,0.004402999263231655,0.004711380725814785,0.0,0.007221436453964104,0.00406543747627872,0.0,0.0008455058149137305,0.0,0.0,0.0,0.0002819271542771644,0.0003048138857488016,0.0,0.04523681041619417,0.0,0.0,0.0008728366311477986,0.0075490761317089285,0.0,0.0,0.005323363928083183,0.00042838662750237385,0.0,0.0,0.0,0.0,0.00316650926878645,0.0,0.0,0.0,0.0011502787616916607,0.0,0.0,0.021027792701128634,0.031533315332290666,0.0,0.0,0.04262587814354069,0.009420940049157306,0.004427854192880746,0.018960045247440122,0.0039672566874056235,0.002801998580165551,0.012181515642629237,0.0
LFQ intensity D3_3,0.0,0.0,0.014370229226942302,0.0,0.007018376943486111,0.0,0.001253630501748204,0.0,0.008550084929658147,0.0,0.0,0.0,0.018255194623724765,0.000987595311651068,0.0021645557087185885,0.0,0.0,0.0,0.03438764019513554,0.05261054161751533,0.018105695916211563,0.0,0.014737428146583043,0.0,0.0,0.0,0.0,0.0,0.029913946095928887,0.0007031954148784653,0.0,0.0,0.01186772696034679,0.0019304790734814073,0.0,0.0,0.0,0.0067986453495173195,0.002069670481103829,0.005290350159025607,0.005768412964447713,0.02551569733635135,0.0,0.0,0.0,0.0,0.0,0.0008212184593572745,0.0,0.017489394767473253,0.050595665915950244,0.0009618471851158528,0.00763947713777048,0.0,0.0,0.00888704082111135,0.0,0.0004715295256173409,0.0,0.0022105376025313705,0.0,0.005775889171668038,0.0065846122611288105,0.026936986896559316,0.0,0.0,0.0,0.004332140790652399,0.0,0.0,0.0,0.0,0.0014919412211378802,0.030573155737730243,0.0,0.05727875110045796,0.0,0.0,0.0,0.0,0.0,0.02251304125702367,0.001478011395253382,0.011440288787207003,0.0,0.0,0.0,0.0042135304926546905,0.0,0.0,0.026183077387839544,0.0,0.0,0.0,0.0,0.01881160059421965,0.0,0.0,0.01072013559144867,0.0,0.0,0.010621277432128493,0.019411172665426742,0.0,0.0,0.0,0.04051371862397556,0.012157932492719846,0.0,0.0,0.013970321883420941,0.0,0.009257170644563108,0.0,0.0,0.013796564377095377,0.0,0.022601987325407368,0.01118778188176689,0.0,0.0,0.003314658594170838,0.0,0.015921325491681217,0.0,0.0,0.003329159517102993,0.0,0.0,0.00837508168181431,0.013079050479328409,0.0005279584004156978,0.0,0.00590293042582589,0.0,0.0035422616105578566,0.004618289865858953,0.0,0.002862252731581343,0.0,0.0,0.0,0.0029346972193646137,0.0005824241043824301,0.0,0.0329673816749582,0.0,0.0,0.003606641602775874,0.005522759691123008,0.0067154612960869,0.0,0.011520078034454873,0.0,0.0050925864228889796,0.0,0.0,0.012847668118641978,0.005466302456015819,0.0,0.0,0.0,0.0,0.021008689041255496,0.0,0.0019511973829448184,0.004149107671062584,0.003631928678956028,0.0,0.04864396032301362,0.0,0.0019024105630323326,0.014199685370946903,0.004269644824299173,0.01073559569879874,0.007551912643791492,0.0
LFQ intensity D3_4,0.0,0.0,0.015747707923064062,0.0,0.006323536111419971,0.0,0.0,0.0,0.009276099546506114,0.0,0.0026019577185858603,0.0,0.02006308266311638,0.0014664199430501944,0.002085695728840924,0.0,0.0,0.0,0.035405114298381155,0.05988053306868158,0.010249380743757709,0.01786723040046287,0.009534904053765624,0.0,0.0038892086271117812,0.0027023984364535764,0.0,0.0,0.027918315129081512,0.0066121276134159255,0.0,0.0,0.007462076200866405,0.0005429624458354632,0.0,0.0,0.021193101148150255,0.0021730586820751796,0.006512328754424053,0.010292773676000393,0.0043851258889790684,0.013136418764790051,0.0,0.0,0.0,0.0,0.0,0.0010128296097181974,0.0,0.004115557249071841,0.04990281725272186,0.0,0.0073464287401312145,0.0,0.0,0.0073469513766838985,0.0,0.0022607321749016198,0.0,0.00040401037239360847,0.0,0.0129457922613895,0.010427109291952738,0.02913866061888029,0.0,0.0,0.0,0.009777731628393639,0.0,0.0,0.0,0.0,0.005357214721200726,0.031489229693351016,0.0,0.056599368899921,0.0,0.0,0.0,0.0,0.0,0.016598855120871916,0.0,0.012689221754783472,0.0,0.0,0.0,0.0,0.0018530470907163362,0.0,0.02904142945016425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035733177616501435,0.0,0.0,0.017486360968486336,0.024128888625305513,0.0,0.0,0.0,0.04512498590317924,0.013717699859783418,0.0,0.0,0.017926928219416993,0.0,0.0,0.0,0.0,0.002050801810108603,0.0,0.024579406100820808,0.006142784472484424,0.0,0.0,0.0,0.0,0.03322379376812331,0.0,0.0,0.0,0.0,0.0,0.011623205492962436,0.0,0.009865158888901968,0.0,0.006367601930125507,0.0,0.004814399309578878,0.005498316708441073,0.0,9.291271541805721e-05,0.0026232608803319203,0.0,0.0,0.008420945190635621,0.0008129773956897516,0.0,0.04095044616493675,0.0,0.0,0.0024111843484713137,0.007984938378731803,0.0031462529855105386,0.0,0.009958095227194414,0.0,0.0,0.0,0.0,0.0,0.004056196248881722,0.0,0.0,0.0,0.0,0.0,0.0,0.0017809664017004033,0.010771244734957629,0.0,0.0,0.05215023156167001,0.0,0.0060384874082667446,0.014108041465005435,0.0055014220935641536,0.012322201394229017,0.0051180007113728575,0.0
LFQ intensity D3_5,0.0,0.0,0.012040417692105504,0.0,0.006608512194280727,0.0,0.0006955418402629351,0.0,0.015468096241831144,0.0,0.0,0.0,0.01924744211886744,0.0008256010319058333,0.001833076710740009,0.0,0.0010959440800155783,0.0,0.033319121262171424,0.0475888697742585,0.013938977641214333,0.018059988051768814,0.015272073983991333,0.0,0.005087835997857247,0.0,0.0,0.0,0.024529191572928963,0.004213935584329218,0.0,0.0,0.00661222873267628,0.0025307210453852542,0.0,0.0,0.02598731145539849,0.00307800986473516,0.005552778456013424,0.007509601437236518,0.005803938895985326,0.02334540454053721,0.0,0.0,0.0001786247334126867,0.0,0.0,0.0014540215280800732,0.0,0.008344615056349291,0.04951950382933165,0.0004740133910407658,0.007680495199618231,0.0,0.0,0.005860059573012112,0.0,0.0,0.0,0.007904131997119966,0.0,0.011765647308370769,0.0035382540672854257,0.010750845199233585,0.0,0.0,0.0,0.00871848457984757,0.0,0.0,0.0,0.0,0.003814507742428998,0.03120330911342819,0.0,0.054253885764564996,0.0,0.0,0.0,0.0,0.0,0.020078184355106974,0.0,0.016516230069903895,0.0,0.0,0.0,0.0060650846777718205,0.0004706392961432659,0.0,0.014993758501827492,0.0,0.0,0.0,0.0,0.0,0.0,0.00041281604780653297,0.007211078568740376,0.0,0.0,0.010059789790513671,0.037608552120406674,0.02125589363235143,0.0,0.0,0.038420183370819073,0.013419023193265569,0.0,0.0,0.006367993891420186,0.0,0.014197466451957979,0.0,0.0,0.0,0.0,0.02371647690885749,0.011240447953508096,0.0,0.0,0.0,0.002589974582285188,0.02905505186175446,0.0,0.0,0.0019401504531639492,0.0,0.0,0.0075537930007525044,0.0,0.0,0.0,0.00729118814057474,0.0,0.010767766305438716,0.009984350491772643,0.0,0.001219713442509143,0.0,0.0,0.0,0.0064209090700694735,0.0005277239317442086,0.0,0.03157385848230981,0.0,0.0,0.004553654388396234,0.011330381395536973,0.002985655160866092,0.0,0.005314983122893038,0.0,0.0,0.0,0.0,0.0,0.004834082148313459,0.0,0.0,0.0,0.0002707518445934483,0.0,0.0,0.002920250458573249,0.03319725046868729,0.0,0.0,0.04559657036548857,0.0,0.0051056150524823474,0.00783906975618369,0.0033185717966102563,0.011169315842756551,0.004900730316222373,0.0
