,AVJ,AWC,Amphid socket,Anal muscle,Apoptotic germ cells,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,Cephalic sheath,Coelomocytes,Differentiated germ,Distal tip,Embryonic cells,Excretory cells,Excretory duct,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,Oocytes,PLM_ALM,PVC,PVD_FLP,PVM,PVT,Phasmid socket,Rectal gland,SAB,SIA,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatocytes,Syncitial pachytene spermatocytes,Unassigned hypodermis/gonadal sheath,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D1_9,0.0,0.022128260880894188,0.0,0.0,0.0033751648485880665,0.014645638450266106,0.01874470315011434,0.011822617855651255,0.03303327970057616,0.0,0.0,0.009523681919181012,0.0,0.0,0.0331428267413266,0.008312999258319539,0.04511395347416982,0.0,0.0,0.0,0.02761119472121013,0.01430468096116607,0.0,0.031798387864402006,0.0,0.0,0.07786503814570638,0.03836388309683975,0.0,0.05815522982749225,0.06633242681468379,0.0,0.0,0.02784125263832341,0.0,0.0,0.0002143086293530617,0.0,0.02535979393330006,0.0,0.0,0.03729441892230449,0.006553305988844739,0.034584846428702215,0.0,0.013572432957190466,0.013877567807758073,0.0012000755322398092,0.02879337308656495,0.0,0.0193581766224939,0.029422742218943677,0.0027025544584964884,0.0,0.011143009531783534,0.018334243592149475,0.016778372790931233,0.0027654200656475063,0.002202894451810759,0.0,0.0,0.0,0.00881995915810612,0.002010627853867484,0.0,0.0,0.0,0.059701161191467775,0.01924093696213697,0.030302923314453115,0.0,0.025915279691360427,0.04773635446118289,0.0
LFQ intensity D10_1,0.0,0.015648326093060654,0.0,0.008414001996050281,0.007781529378559107,0.03698755749975338,0.01433927896748554,0.01150122172575982,0.0,0.00012772424955702783,0.002232955479993291,0.011752716184855476,0.0,0.005400452544458585,0.004231205510258075,0.006080221192573743,0.03134920231428892,0.0,0.0,0.0012829591439244916,0.005146777216003664,0.06995547579349572,0.0,0.0,0.0,0.016283973866103703,0.0552718002596218,0.045014765815101034,0.0,0.03586138025247138,0.05015898406792956,0.0,0.0,0.02041262104709767,0.0,0.0,0.009928418068520734,0.0,0.027438876726242525,0.0,0.004717149149010385,0.0,0.0,0.019278505751543166,0.0007476002313712025,0.050969962005000924,0.024495887396437606,0.0,0.007950639810510135,0.0,0.03212392938533468,0.0,0.0,0.05119334653685868,0.04526938860052641,0.002955410267816117,0.0,0.02455523436742551,0.0,0.024221671302364682,0.0,0.0,0.020785888762488262,0.023135223187416967,0.0,0.0,0.0,0.027239911744579008,0.015371542349130428,0.028436506255594022,0.01933349071432052,0.015429296047395229,0.06520856059189754,0.00397843014981221
LFQ intensity D10_10,0.0,0.015654578438799707,0.0,0.004248909364160258,0.013452283399964177,0.03457517741450242,0.014582142342428508,0.013714025766965033,0.019596186164609463,0.001247218345904739,0.0,0.014082931341786053,0.0,0.012121313951116128,0.0,0.013550494959096722,0.037041357211051125,0.0,0.0,0.0,0.010918622112893343,0.08162775248109311,0.0,0.003834081523243634,0.006510224175313386,0.0,0.042658176561929585,0.04133578594236263,0.0,0.034402816418121096,0.05467559235929329,0.0,0.0,0.024167199970615894,0.0,0.0,0.0052722024480289014,0.0,0.02330535182715114,0.0,0.0,0.0,0.0,0.017574359797657747,0.0,0.04133346183051799,0.021138357041340247,0.0,0.011571358516473626,0.0,0.023143685873548862,0.0,0.0,0.04569535641074467,0.043728122924564856,0.0032500882438355303,0.0,0.028395311572957407,0.004301282885229235,0.0,0.0,0.0,0.013114773965238446,0.0192496088647268,0.0,0.01502160805718208,0.0,0.021231658276771172,0.025053781719420687,0.028914277822702367,0.027901331622608515,0.015300520099849071,0.06873640072090872,0.002770229233291649
LFQ intensity D10_2,0.0,0.019320257078086402,0.0,0.0,0.013667965396063306,0.02958240681547398,0.012868085388898534,0.010072724677237833,0.01805612891969085,0.0,0.0,0.004708118198067337,0.0,0.009854636728434727,0.010790159641689353,0.002818722062665517,0.03100661193980231,0.0,0.0,0.0,0.012561532131544045,0.016479398955171705,0.0,0.0,0.0,0.0,0.056592025108144525,0.03536622223094972,0.0,0.04517058359810904,0.07129582506161741,0.0,0.0,0.02305778453564992,0.0,0.0,0.003911723730767401,0.0,0.023940391811891566,0.0,0.0011202681671205962,0.0,0.0,0.020618807360415808,0.0,0.045982854452939974,0.02671201362228277,0.0,0.007966705928383782,0.0,0.05836802572825893,0.0,0.0,0.05427550460480938,0.03200724673686507,0.0012632075198085087,0.0,0.031253358123508726,0.015698203278184265,0.02900556234880863,0.0,0.0,0.02683165848156142,0.016913261852752538,0.0,0.0,0.01378423806055144,0.02511384384763497,0.013719237606794775,0.020225037890628548,0.022651342430988302,0.015377305264245173,0.069991012683501,0.0
LFQ intensity D10_3,0.0,0.01823398432773723,0.0,0.008445840970061212,0.007548641689979016,0.03709790770710794,0.01261841893515758,0.015981756570264724,0.013432983184589388,0.009885966690634174,0.0,0.005594047695096771,0.0,0.013366233015258175,0.0,0.004953257055800317,0.04842140241548726,0.0037014914693739727,0.0,0.0,0.006574521616261358,0.01350470172113576,0.0,0.0,0.0,0.0,0.052315298455188834,0.02954173469539846,0.0,0.044695633752370977,0.061282789603922916,0.0,0.0,0.023350725787869436,0.0,0.0,0.006937109439437149,0.0,0.020989394165324093,0.0,0.0,0.0,0.0,0.011447811110549572,0.0,0.04804062267068577,0.020618904350201066,0.0,0.007450119213770329,0.0,0.05894582457260981,0.0,0.0,0.06523122857204239,0.045457370394750625,0.010514436768460719,0.006149985996194023,0.024279960844479417,0.0,0.0,0.0,0.0,0.010901017869066837,0.03298893952451608,0.0,0.0,0.0,0.03174773536176471,0.015197228129699116,0.027790746431921424,0.024482627974220465,0.013734625771609289,0.08447211644760486,0.0020748570323967518
LFQ intensity D10_4,0.0,0.02514590405670614,0.0,0.0,0.013500756272274449,0.029576218327623242,0.01231678318349448,0.006670943512860229,0.012959717721370424,0.0,0.0,0.002063766476226978,0.0,0.0,0.004591633967726018,0.0,0.023542794587934658,0.0,0.0,0.0,0.007453406638574606,0.05422426315568454,0.0,0.0,0.0,0.0009833029879496942,0.053466515843531744,0.047314406991835534,0.0,0.050317422006753744,0.0766866459636843,0.0,0.0,0.028527433344192343,0.0,0.0,0.002885922859786731,0.0,0.02296356966435909,0.0,0.002350526842096187,0.0,0.0,0.017537247199057197,0.0038789411992267357,0.05048329222997336,0.0255852367405466,0.0,0.01361202627561087,0.0,0.0730515139179353,0.0,0.0,0.05211942305508292,0.051099328318030705,0.000756491081480009,0.0,0.022543087031935936,0.0,0.023770330163394665,0.0,0.0,0.022347447242952203,0.005179391737870389,0.0,0.0,0.007108831210657303,0.030375915318730465,0.020170567130138154,0.013448767584015564,0.013519985674973211,0.016081662065885214,0.059788580417838036,0.0
LFQ intensity D10_5,0.0,0.018953404374441613,0.0,0.010827285051795218,0.0071302466182995025,0.034229775416511204,0.008867850771473862,0.015269461217479378,0.0,0.012864178824266,0.0,0.012531646593214726,0.0,0.0011053240449151506,0.0031122348482871035,0.009131693014188017,0.04742946996034884,0.0,0.0,0.007843294201938548,0.004565209590078449,0.04810433762782766,0.0,0.0,0.0,0.0,0.061530824487423155,0.04860000030095256,0.0,0.04495395297340719,0.06315973995156049,0.0,0.0,0.013510000446036485,0.0,0.0,0.011833127350597512,0.0,0.02623813528530274,0.0,0.004035430750104566,0.0,0.0,0.0193603571938859,0.0,0.04255986715797505,0.01867123523674745,0.0,0.010380107060387033,0.0,0.03681319924995724,0.004913135783284177,0.0,0.040109206821027886,0.04416801689945788,0.008317911058747204,0.0,0.023559200820089082,0.0002801276301341983,0.0,0.0,0.0,0.018226206587725904,0.028949015569297583,0.0,0.0,0.0018197791755149137,0.027197508807816396,0.017591643459667673,0.026281846250002096,0.02759165739565918,0.010303404905141438,0.07384259554061211,0.003237353696419548
LFQ intensity D10_6,0.004470436995606906,0.024621754480070937,0.0,0.0,0.006477737036253525,0.025870803569797613,0.01689899831106833,0.003070267096050687,0.008963409212081481,0.0,0.0,0.0,0.0,0.0011144569290980127,0.009672697177091334,0.0,0.028761986154646955,0.0,0.0,0.0,7.420035759091357e-05,0.04326582326306868,0.0,0.007324350448255832,0.0,0.023761009781054,0.058747396393454415,0.04829059297271265,0.0,0.04459368440374207,0.06182977293780722,0.0,0.0,0.016922991201382652,0.0033603190606279186,0.0,0.014704671439462533,0.0,0.027826618369840624,0.0,0.0015515325757040777,0.0,0.0,0.014727090982508621,0.0,0.046938770470056825,0.026827452893190034,0.0,0.01363388893771129,0.0,0.04403136342840195,0.005849813835902694,0.0,0.04522892942276299,0.04490814625496183,0.0,0.0,0.02105559479731743,0.00013626215136552236,0.03618675437664154,0.0,0.0,0.029085449603790805,0.003913027266482442,0.0,0.0,0.01399425430572415,0.02860249061613932,0.02779913740144601,0.035114055916575584,0.006263878895160425,0.024839254994113574,0.04868887328327761,0.0
LFQ intensity D10_7,0.0,0.01573507853073803,0.0,0.012226848997168622,0.0027784113544731216,0.0367315368098285,0.011024222139918114,0.02279227281641245,0.010839120701550319,0.005848599927336339,0.0,0.009951230271726019,0.0,0.005626119838771187,0.04122943377140229,0.0,0.04727887822191157,0.0,0.0,0.0,0.007473784983230267,0.026339547191037146,0.0,0.0,0.0,0.021583081532073466,0.03772097405053263,0.031757918723345685,0.0,0.04030097649961596,0.057189439794593774,0.0,0.0,0.023845313511819278,0.0,0.0,0.0033028839477360315,0.0,0.014426056319422122,0.0,0.004105614102560334,0.0,0.0,0.004887990473458897,0.0,0.054459911904091406,0.027200242218066984,0.0,0.0076162570409619955,0.0,0.028530946607149575,0.015976723413794115,0.0,0.039336642729602585,0.04068439388568529,0.006050149999951014,0.008322013928578448,0.0212039036023721,0.0,0.024330020805819363,0.0,0.0,0.012973690532873233,0.02719077947304481,0.0,0.0,0.0,0.03869867764812024,0.0199224246968345,0.024140470174068118,0.02213881854317829,0.011524483096103905,0.07276781495556611,0.001936300233475684
LFQ intensity D10_8,0.0,0.01702976697883146,0.0,0.003423118998536601,0.02087654516523049,0.0336668917156888,0.011286009037070166,0.017675700396192862,0.010243174870291066,0.008416302586501171,0.0,0.021847306071421074,0.0,0.007222698198909275,0.0,0.009355218702283303,0.02424906525716962,0.0,0.0,0.0,0.0028101562373148235,0.058500426553328135,0.0,0.007033078866702926,0.0,0.02483894835834578,0.052088789987337875,0.029786606438759463,0.0,0.04073220602484211,0.0576742872066182,0.0,0.0,0.022270859166395367,0.0,0.0,0.0,0.0,0.015373125779478802,0.0,0.001093966569699075,0.0,0.0,0.006489485729046807,0.0016646649111287872,0.043467265108059545,0.02169351508439746,0.0,0.01346849556873953,0.0,0.04347327690709339,0.004837779614167818,0.0,0.02977433739850588,0.0432381147291056,0.0038927380943666657,0.0,0.02459335489838499,0.0,0.026782831559320795,0.0,0.0,0.014715886718205966,0.030793921650163036,0.0,0.0,0.0,0.027030945724853924,0.017286122387957674,0.03617518101701673,0.031750125365831675,0.012628705503366797,0.06838465415194825,0.00036434871139019145
LFQ intensity D10_9,0.0,0.014627060832029287,0.0,0.011207620823299378,0.006052424848744228,0.035408970771242124,0.01098047834162754,0.015640280588184643,0.014750915655985025,0.0038135999437644997,0.0,0.013711341138245169,0.0,0.0,0.001219208620957019,0.006351140163119362,0.043583367816034065,0.0,0.0,0.0,0.012543804342079554,0.05694778783496024,0.0,0.0,0.0,0.0,0.05705014481111467,0.03576552537374373,0.0,0.03830606054258947,0.06265095283819716,0.0,0.0,0.0209316247846778,0.0,0.0,0.008628181280392952,0.0,0.02251120526214641,0.0,0.0,0.0,0.0,0.01886164688129672,0.0,0.04472534379335537,0.02614118283218222,0.0,0.010183253016350528,0.0,0.04905524818800784,0.010539886933832423,0.0,0.036089622408269274,0.042076069455001405,0.008191790695894433,0.0,0.024093804431966334,0.0,0.0,0.0,0.0,0.025039158244144728,0.030796642617671312,0.0,0.0,0.006129604105915764,0.02245402950806521,0.013625736556565748,0.028111038403551777,0.025678259965622195,0.012149278500332848,0.07003760013180098,0.00333910671703872
LFQ intensity D2_1,0.0,0.020739566882955203,0.0,0.008680276681501304,0.012537582770555975,0.034429648934574154,0.02388742735602736,0.013224868886922802,0.02174146386880903,0.0,0.00019088590224343595,0.011734240491344977,0.0,0.0,0.0032912186239789283,0.0035821317556753666,0.04227352093202104,0.0,0.0,0.0,0.027044479849696233,0.03283021421857187,0.0,0.019361060014523958,0.0,0.0,0.08782057393132094,0.03383612461924786,0.0,0.05232890755956794,0.061970262688127456,0.0028399429319574732,0.0,0.022825167137002295,0.0,0.0,0.006323470997653044,0.0,0.029345310635386992,0.0,0.0,0.0188381480345422,0.028862515647294043,0.020203993207252503,0.004130903951651056,0.03496297370661271,0.017409225141627946,0.0,0.006816141289521626,0.0,0.002201900981884888,0.0,0.009076159610843926,0.005015966641059773,0.025177196111153592,0.006120051468565991,0.0,0.020227676387631056,0.0,0.0206187791500697,0.0,0.0,0.0,0.010420770035072574,0.00038480243605526113,0.0,0.0,0.05768225970885282,0.005065935016427072,0.032283554658625736,0.023526383049160684,0.025630345246423443,0.04583876034477961,0.0066672105052261845
LFQ intensity D2_2,0.01123635474595998,0.01849812616484488,0.0,0.007797587099192812,0.0018121724015327596,0.02480730890262543,0.014769325715701788,0.0071067994096047716,0.02627243376403755,0.0,0.0,0.012685409580626384,0.0,0.0,0.012018855932022869,0.00040207921544803806,0.04018433174020032,0.0,0.0,0.0,0.0210790354528939,0.03627426023858784,0.0,0.018149496548577993,0.008073312998687101,0.008014901825099107,0.071611468618626,0.04249439260353698,0.0,0.042846498763681407,0.060701506251636395,0.0,0.0,0.03165413410484421,0.0,0.0,0.004218666893136452,0.0,0.021629895512068044,0.0,0.0,0.02574987211212495,0.02678710447062374,0.020074831692026177,0.006604988063199848,0.030645459469995,0.014868569580591169,0.0,0.0078849451016028,0.0,0.005946808474089097,0.005542709462986649,0.003928570646763616,0.0,0.031314735167776934,0.0038785956503157725,0.0,0.014166610532564695,0.010725209461736267,0.022179276767058633,0.0,0.0,0.010803620318600387,0.02146630009846466,0.0,0.0,0.0,0.04370728791740166,0.01772772526920827,0.036353484376652506,0.024512205350571976,0.0180658999559861,0.04883187400831034,0.003894961568175614
