,Amphid socket,Anal muscle,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,Coelomocytes,Distal tip,Embryonic cells,GLR,Glia_2,Glia_3,Hypodermis head,Hypodermis tail,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,Marginal cells,Mature sperm,Mitotic germ cells,Oocytes,PVD_FLP,Phasmid socket,Rectal gland,Seam cells (bus+),Seam cells (grd+),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatocytes,Syncitial pachytene spermatocytes,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,hmc,hyp4_to_hyp6,pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle)
LFQ intensity D1_9,0.0028070407211583117,0.03833106087597483,0.03408644458895259,0.0,0.009275760628135062,0.0,0.0,0.0,0.022676516229215533,0.010049643477074929,0.0,0.10675508688759866,0.0,0.026044829590500886,0.0,0.0,0.0853539585978905,0.007183292277738656,0.028507309161818862,0.060663461832010664,0.0,0.0,0.0,0.01888499481295362,0.03796322572437391,0.054538456808662525,0.0,0.025192036301240908,0.0,0.008909181502950886,0.027850605962839177,0.0,0.030536415769310873,0.0,0.03378933427627117,0.009636149044064492,0.02713667293153181,0.0219961063626487,0.014782626709905733,0.0,0.0,0.0,0.0,0.0,0.0,0.06140804520230805,0.019801509184308855,0.10838259904944397,0.0,0.0,0.04689734844997732,0.020560287039138602
LFQ intensity D10_1,0.0,0.03924780590323168,0.06150097096938374,0.0,0.0,0.00126306098817634,0.0002604985014357859,0.0,0.011059551266004084,0.0033105087177780932,0.0,0.11112212183671426,0.015127386043915104,0.0,0.0,0.025824493699144448,0.13410776916640108,0.01781708395232085,0.0,0.025502285257903625,0.0,0.0007233054188439636,0.0,0.016317972737311524,0.0,0.0,0.002305285502104829,0.07254110218079479,0.0,0.0,0.014489842261918667,0.0,0.04048162754745758,0.0,0.05874816420465187,0.029333341536173806,0.0,0.006200903744911153,0.048915940580762686,0.0,0.04520754371111769,0.0,0.007672709776988051,0.0,0.0,0.020710057068317765,0.00020079986071704163,0.03045168503596807,0.009133091511653625,0.0,0.07283616392599003,0.0775869270919078
LFQ intensity D10_10,0.0039261739243432285,0.03470996644666846,0.06376188544030463,0.0,0.0,0.0,0.002098653916356582,0.0,0.023938204997864858,0.020805676046011922,0.0,0.11547936730405055,0.023068398085179024,0.0,0.0093175667689275,0.0,0.11526153265636135,0.009325379110717099,0.001126305346284307,0.038459494101592356,0.0,0.0030293182398872308,0.0,0.014896755099593192,0.007115325470041459,0.0,0.0,0.06850581330973174,0.0,0.0,0.02527731909284037,0.0,0.048930535205140235,0.0,0.05770453542063056,0.02628396809039074,0.0,0.0,0.05029093176160125,0.0,0.0,0.0,0.0,0.0,0.0,0.028510370803576185,0.01931785515326601,0.0073204948540613645,0.031022193436337497,0.0,0.0856976208596672,0.06481835905857293
LFQ intensity D10_2,0.0,0.034993875355514785,0.04998300014166614,0.0,0.0,0.0,0.0,0.0,0.008022880992972983,0.04497173560171653,0.0,0.04513406960269768,0.024608531840516826,0.0,0.0,0.01545654317686949,0.11197262649654031,0.018763264301299765,0.0,0.0389827169231291,0.0,0.0,0.0,0.0250031759780569,0.0,0.0,0.0,0.0558873513435128,0.00399511357736509,0.0,0.030435810460470537,0.0,0.048943211384356505,0.0,0.05309422212203964,0.02175911444791067,0.0,0.0,0.10712660712269512,0.03433745916949953,0.03392678668925659,0.0,0.003812589318413935,0.0,0.002518394277623016,0.022485621005588857,0.0,0.009722792916565984,0.018604187339557585,0.0,0.06925956372975109,0.0661987546844126
LFQ intensity D10_3,0.0,0.03959037002969658,0.04939608691803671,0.0,0.0,0.005398923458449796,0.0,0.0,0.0178379700651371,0.03296719849825598,0.0,0.11759034781737471,0.0,0.0,0.0,0.028323456273942404,0.1185968666530893,0.0,0.0,0.03813685927775345,0.0,0.0,0.0,0.010139409682868285,0.0,0.0,0.0,0.06135233237351478,0.0,0.0,0.02224568850633387,0.0,0.05201580804336228,0.0054083414668014,0.061081450780937095,0.03914243361351381,0.0,0.01646441518844802,0.04200349215683282,0.0,0.03526203448750071,0.0,0.0026923908295939563,0.0,0.003111256708507013,0.020572901594929936,0.0,0.0071396537389193365,0.022935953029737673,0.0,0.08374959646635013,0.06684476234011287
LFQ intensity D10_4,0.0,0.04000313181834318,0.057675401312784015,0.0,0.0,0.0,0.0,0.0,0.011704154161781152,0.06677690382156953,0.0,0.10161483356785718,0.0,0.007701501092231978,0.0,0.01738201980269798,0.06280135028130515,0.034743817946626544,0.0,0.045203191407492675,0.0,0.0012702349550156816,0.0,0.0273604060457574,0.0,0.0,0.0,0.07338344084167003,0.0,0.0,0.032877970429586824,0.0,0.062043919474908366,0.0,0.06203423333762622,0.03011196927468247,0.0,0.0,0.050170326430502114,0.0,0.03057809458052849,0.0,0.0,0.0,0.0,0.03478174572301194,0.0,0.004589597239873765,0.013794052035177579,0.0,0.07315194254740813,0.058245761871561344
LFQ intensity D10_5,0.0,0.03471244811032203,0.0540952782500198,0.0,0.0,0.006658026660941763,0.0,0.0,0.01893627551296727,0.0,0.0,0.11198877863616909,0.0,0.0031959812745487133,0.0,0.012552671627315899,0.1357148068725046,0.0033529308991901794,0.0,0.039770401752942386,0.0,0.00016588462782609326,0.04726323648726762,0.014584823835813852,0.0,0.0,0.0,0.06772267990995828,0.0,0.0,0.023885477679069112,0.0,0.052406033530013184,0.0,0.05943935247683996,0.03441310388353456,0.0,0.007518618624427344,0.035853784575468374,0.0,0.020150572528355448,0.0,0.0038912785541893556,0.0,0.0,0.019426399384325718,0.017137069281958253,0.009536843027016106,0.01811249484746523,0.0,0.07603229692699111,0.07148245022255857
LFQ intensity D10_6,0.0,0.045461133061221626,0.05152517003837915,0.0,0.0,0.0,0.0,0.0,0.013898335479550192,0.057115933886799974,0.0,0.09419821390384696,0.00014063583956907088,0.017317796976657373,0.0,0.02652525177980686,0.07688750974532697,0.02424126886373196,0.0,0.04418133257062709,0.0,0.002278998375662403,0.0,0.014964848399944409,0.0,0.0,0.0,0.06262377222659246,0.004260340808585366,0.0,0.0408464869140263,0.0,0.05042469499033347,0.0,0.044225554224162654,0.019138838253786917,0.0,0.0,0.05795908393917789,0.0,0.02773885553883554,0.0,0.0,0.0,0.0,0.029741659233373,0.0140830729644087,0.044596876742079156,0.0,0.0,0.0454632419618871,0.09016109328162743
LFQ intensity D10_7,0.0,0.043938338334326775,0.0463291328404658,0.0,0.0,0.004916956786462774,0.0,0.0,0.0036181786706654872,0.04556178064399854,0.0,0.10293013319642291,0.0,0.0,0.0,0.02908930247619834,0.1222289452808422,0.0041550877079998185,0.0,0.04034428330004093,0.0,0.0,0.0,0.0067863717091622335,0.0,0.015554092672835296,0.0,0.06963455851903619,0.0,0.0,0.023940956265658894,0.0,0.044297512294476614,0.008235438279954746,0.05526063079763493,0.044082803889605636,0.0,0.018646830734713113,0.03834028894531426,0.0,0.0004433743491089336,0.0,0.010887191876616718,0.0,0.0,0.01254989321611276,0.01598500091511238,0.008053858814118561,0.025040580428564958,0.0,0.08042152486975933,0.07872695218479094
LFQ intensity D10_8,0.0,0.03561453521909905,0.05545240640982902,0.0,0.0,0.007166862494552033,0.00032052853401969147,0.0,0.01587620199715977,0.03185840483964214,0.0,0.09852538896441182,0.0,0.0,0.0,0.03287976829340317,0.12255377643228146,0.013246057004956764,0.0,0.041091544506004475,0.0,0.0,0.0,0.00701695444651852,0.0,0.0,0.0,0.06502886389455419,0.0,0.0,0.019992983234034162,0.0,0.05252808261542471,0.0,0.057046592309644366,0.025385967284523966,0.0,0.008252954294242543,0.04640744098886424,0.0,0.03686694245630608,0.0,0.006992099673550849,0.0,0.0,0.01882384880371974,0.011074979742122341,0.015527941618001667,0.021575543652789773,0.0,0.0832529692446972,0.06964036104564628
LFQ intensity D10_9,0.0,0.04099877846898221,0.043213886927858526,0.0,0.0,0.0023089626559977153,0.0,0.0,0.020307639975415268,0.0582432525314235,0.0,0.1174087433393319,0.0,0.0,0.0,0.026657441806672417,0.13227861846649655,0.015619103815305412,0.0,0.032858140653270015,0.0,0.003627602339014084,0.0,0.01230695911347357,0.0,0.0,0.0,0.05837729038331741,0.0014713126206829642,0.0,0.024412748663528664,0.0,0.04458505199111584,0.014118894998405,0.05281642460117869,0.022487691858551546,0.0,0.006876001730500492,0.0425530438284687,0.0,0.03532820319332122,0.0,0.0,0.0,0.0003969724457747507,0.011150157615747103,0.0,0.01397421575413159,0.016240598988844508,0.0,0.07855223554504497,0.07083002568814535
LFQ intensity D2_1,0.0,0.05137199439810537,0.024091711648961005,0.0,0.00813215140649322,0.0,0.015326352428169628,0.0,0.02187901481209837,0.0039493409358626295,0.0,0.11465709783796636,0.0,0.023374805959457654,0.0,0.01187752255909682,0.1289875356521204,0.0,0.016601517705248408,0.043387132616291756,0.006472105189070949,0.0,0.0,0.022103153316949696,0.015685501096450193,0.06617647462724,0.001011279751672222,0.051977554440994264,0.0,0.0018036781908196847,0.01437874043925582,0.0,0.018825313362040928,0.006196693271489544,0.04492735485207065,0.015615495763232925,0.005511534344172754,0.01388585922170989,0.04486932055519833,0.0,0.0,0.0,0.0,0.0,0.0,0.05305053181320464,0.027014211865870327,0.015816373384813138,0.015404340487332475,0.0,0.045683471628875844,0.04995483443766417
LFQ intensity D2_2,0.0,0.054218935736315726,0.029334648460045784,0.0,0.012464474582686527,0.0,0.012741630332302271,0.0,0.030278731421720897,0.0,0.0,0.11387993641067495,0.0,0.0019419332242260753,0.006626570786368599,0.021914185150147265,0.09183585912929323,0.001199287474420627,0.015663021061513245,0.06363853959168626,0.004895668171332246,0.0,0.0,0.026076206202992024,0.015581865224785526,0.06584054601276317,0.009173647642355882,0.043808349092589426,0.0,0.0,0.011363725928683585,0.0,0.026178284043040963,0.0070235118088755035,0.0335591177781151,0.023493315692249918,0.0,0.004899655327351512,0.03186906880363575,0.0,0.0065207939234331064,0.0,0.0,0.0,0.0,0.02768818217494998,0.035647653726797485,0.019417163959535962,0.02461912231698918,0.0,0.05141484669036902,0.07519152211775335
LFQ intensity D2_3,0.0,0.0657590660120145,0.015814046103321096,0.0,0.0,0.0,0.013644116442534765,0.0,0.027825503062742545,0.0012506753848672844,0.0,0.1146210163621443,0.004772232241459098,0.013154719150154134,0.0,0.0,0.1108619495804253,0.0,0.0055863697261156345,0.05461902229068824,0.0,0.0,0.0,0.03423602268637332,0.018300452699131334,0.06334872324158726,0.0030222575875303386,0.05299121511013822,0.0,0.0,0.012278289223183131,0.0,0.03150052628786963,0.011452555013312927,0.03907142779293113,0.023318036809028223,0.00590958811568571,0.0,0.034796554607160676,0.0,0.0,0.0,0.0031573186561666636,0.0,0.0,0.0562974463019381,0.0,0.03604346160271345,0.009463603523467388,0.0,0.05623039972164427,0.0806734046636714
LFQ intensity D2_4,0.0,0.05203045550558362,0.04290998895790667,0.0,0.0,0.0,0.01381399825611553,0.0,0.0,0.0,0.0,0.10417622002529338,0.02165283387722584,0.002681527294097796,0.005951852529592357,0.02153389484908282,0.08872911867796407,0.0,0.00623480950952374,0.06461069973976247,0.0,0.0,0.0,0.02427965505315776,0.024886467360215086,0.041710535989538486,0.0,0.06915102565458886,0.01600360884579313,0.0,0.030396643987270777,0.0,0.020894924708316758,0.0024863492782199598,0.0356372366906478,0.025735262085919655,0.0,0.01740193896802329,0.01895310364920745,0.0,0.0005262039494942266,0.0,0.0,0.0,0.0,0.047379563049588735,0.03189924823555639,0.01983204567434442,0.0223070755403595,0.0,0.05967877852126362,0.06651493353634584
LFQ intensity D2_5,0.0,0.05222963153065208,0.022830299625641752,0.0,0.02804280115493057,0.0,0.015601662681874632,0.0,0.029441468843782057,0.012581550879752506,0.0,0.10515552256868838,0.020381928057594506,0.008457390869750794,0.0,0.018734374940278915,0.11341739696693642,0.0,0.001262909934603921,0.06074583225465754,0.004141209905286374,0.0,0.0,0.010223649054563078,0.020991752087214283,0.035362032746758996,0.006525893945116575,0.049191122433316435,0.0,0.0022516814572360756,0.009952220500995939,0.0,0.02583913022306207,1.884379787895645e-05,0.033710806033701864,0.020784864139605674,0.0006421054233103734,0.0012555000699715705,0.02892334423515192,0.0,0.017711801339925316,0.0,0.0,0.0,0.0,0.06441730830026338,0.03448403557402627,0.029020660783202354,0.017289628137508166,0.001721963663362417,0.04920306284936461,0.04745461299003315
LFQ intensity D2_6,0.0009758715155576467,0.0578367377487286,0.016205203634755222,0.0,0.020654745331304705,0.0,0.0,0.0,0.025788842819471785,0.0,0.0,0.10486107445147569,0.0,0.009820233090903605,0.0,0.0,0.09303663547227883,0.0,0.01567837713934305,0.05891729160315843,0.0,0.0,0.0,0.025479226962979294,0.015383056150678778,0.04867409924076283,0.0,0.038140191642059076,0.0,0.00901688896017646,0.02266576380855395,0.0,0.015425094969150902,0.008620517240347068,0.04670308720381223,0.010470650617685037,0.009190417477675036,0.0,0.048336963177829796,0.0,0.0,0.0,0.0,0.0,0.0,0.0440075562879173,0.030681393029019198,0.08959405477261854,0.0,0.0,0.05500870313849899,0.07882732251325798
LFQ intensity D2_7,0.0,0.05293593730172087,0.02168906250228822,0.0,0.013797613869160208,0.0,0.01237298713535021,0.0,0.0268690036047314,0.0,0.0,0.12683246163491507,0.0,0.00415755875665557,0.002917731820311625,0.021132871896808254,0.10379183256021866,0.0,0.014994390021182389,0.04728765497559944,0.0,0.0,0.0,0.02875290119001877,0.0155020187604991,0.0724833404125335,0.0,0.054530423825442646,0.0,0.007890221236063862,0.015154269708116548,0.0,0.022918362791088234,0.002060996221571754,0.03421904647333681,0.013938016776800484,0.0012887219649542806,0.0,0.04832934798627287,0.0,0.0,0.0,0.0,0.0,0.0,0.057399319371901805,0.02721198410946757,0.023825808445607086,0.012076454274362268,0.0008055874566525843,0.05750025252307056,0.05533382039329734
LFQ intensity D2_8,0.0,0.05402244821023806,0.020367920296921912,0.0,0.021892455655473615,0.0,0.029950629729428448,0.0,0.027220002092486564,0.002465112670670351,0.0,0.11429642024349525,0.02021105995426794,0.002097618814356609,0.0005422415069038498,0.020212399025492645,0.10687398483393183,0.0,0.017302178039643297,0.055235431528058467,0.008895817252523681,0.0,0.0,0.02971934191138655,0.01625249237304679,0.03757614375873897,0.005772796149545956,0.04660976440504892,0.0,0.0,0.013258597492887707,0.0,0.00589680458676495,0.008377728508225218,0.032012728867073355,0.013565620573467132,0.002848649016623124,0.0,0.047208862738124045,0.0,0.003808705516224354,0.0,0.0,0.0,0.0,0.057696085603372284,0.03645365753653511,0.03133839096050732,0.014157504799775933,0.0,0.04468796722613009,0.051172438122629615
LFQ intensity D2_9,0.0,0.05983896514305593,0.03976716201382243,0.0,0.0,0.0,0.010040178627025274,0.0,0.026756080286209252,0.0,0.0,0.09863213853489242,0.022046917205380805,0.0086407481875834,0.0,0.007356220426746406,0.10499565171532022,0.0,0.0012024006489692036,0.046082925384751304,0.011496968920404292,0.0,0.0,0.026513842130965422,0.013624551821184118,0.053846194196897144,0.008931407848281923,0.061362533401526274,0.0,0.005167912688989063,0.00268071116943775,0.0,0.030750189895094322,0.01615798262275154,0.03350591781454068,0.017460661388576434,0.002383093101140917,0.015324061830983834,0.04673883262494137,0.0,0.0,0.0,0.0,0.0,0.0,0.03270871492431377,0.033794263408655684,0.019463721788108845,0.024382588181313957,0.0,0.049438616708709644,0.06890784535942628
LFQ intensity D3_1,0.0,0.05687487434587818,0.036188996102009534,0.0,0.0,0.0,0.004848649992413555,0.0,0.0183981901154379,0.010402358996268353,0.0,0.10762848695797946,0.0,0.03317518930126342,0.0,0.023573840014879055,0.1346481934398574,0.009744538970937544,0.01411337672693681,0.04390422825284251,0.011487730310965338,0.0,0.0,0.02717710880856494,0.00034251556587528993,0.06287194676701084,0.005524869438805627,0.05138224049645132,0.0,0.0030434928367531287,0.005630584889024384,0.0,0.0012848420937680643,0.010771360203366859,0.03915181063346101,0.010596253887087346,0.013769595771504845,0.005305561597886771,0.036462695457809356,0.0,0.0,0.0,0.0,0.0,0.0,0.03254627729122291,0.023102487765602683,0.022999725652228933,0.017493647186939052,0.0,0.039970795736742656,0.08558353439222502
LFQ intensity D3_10,0.0,0.051875286004138585,0.030913671178163373,0.0,0.0,0.0,0.01282893168194765,0.0,0.027042045020747776,0.039530174453092565,0.0,0.11581857231529352,0.05525479086013639,0.0,0.0,0.021936948112593252,0.11137980205815387,0.00598584012541253,0.0012740620117242302,0.035896547438893256,0.010260145403339836,0.0,0.0,0.025035023715268022,0.00555641503252825,0.0,0.0,0.0484302484479294,0.0,0.000622576630625789,0.02264681827496046,0.0,0.02204147915917862,0.0,0.03955627349259734,0.017951803402013074,0.01470598651689691,0.0,0.029063462934463803,0.0,0.03290365848262578,0.0,0.0,0.0,0.0,0.048250468367878614,0.02298011957952222,0.035076747175474605,0.003406171512044604,0.0,0.04243141419851743,0.06934451641383808
LFQ intensity D3_11,0.0,0.04386158937880498,0.028179285166961204,0.0,0.00753343371041542,0.0,0.005850073278678848,0.0,0.01203028742699468,0.0,0.0,0.11329858953851954,0.031684981220566635,0.00023878698724536096,0.0,0.01654314344195851,0.1273245375509035,0.01252954165090847,0.0013189287619569763,0.04465364156330654,0.0,0.0,0.0,0.030654374785297162,0.012068711321359638,0.02475937896333829,0.0,0.05497369544975899,0.0,0.0012764633437578501,0.009305459882077904,0.0,0.02191996567835466,0.0,0.041472314535021794,0.014525801524209968,0.020686596911456245,0.0,0.043159244568591146,0.0,0.03001601342726228,0.0,0.003920142035276022,0.0,0.0,0.05226339204025015,0.011859632495446384,0.020301380294209498,0.025009282480388407,0.0,0.04942683974848152,0.08735449083824147
LFQ intensity D3_2,0.0017227431416102599,0.1026501924435949,0.011664581266973761,0.0,0.0,0.0,0.039519591946750456,0.0,0.043757334110913225,0.03819959919713523,0.0,0.09512095609356817,0.0,0.003698490775815239,0.014440048569377025,0.02509156659426717,0.10773851502469788,0.00454018426540139,0.0036575874737732987,0.044576681972049184,0.0,0.0,0.0,0.028251439962069375,0.013020696321509812,0.0,0.003887813349386257,0.05678431029126548,0.0,0.0,0.03367050784318615,0.0,0.01760435679189031,0.0,0.03824192728330622,0.009148540794740184,0.0,0.0,0.04332987467327264,0.0,0.0,0.0,0.0,0.0023007768179895286,0.0,0.03983944010746304,0.02250247700858031,0.03092242680173556,0.026678262720557955,0.0,0.05195820448754552,0.04548087186957437
LFQ intensity D3_3,0.0010067994883301249,0.05621167061672794,0.02418296187221882,0.0,0.0,0.0,0.016294776598780758,0.0,0.022709460035449748,0.05245317897431835,0.0,0.10137872254608651,0.018988496189214586,0.0,0.0,0.017003106248862906,0.11816204299879424,0.00790691039420863,0.00983956728208745,0.04561172253109333,0.0,0.0,0.0,0.02854771372190767,0.0015054053004422661,0.02019435160774945,0.003466677089917918,0.050457160700925575,0.0,0.00010530306020741022,0.014058377239135505,0.0,0.014408798805730231,0.0,0.04023202437150768,0.012883120102082367,0.021356355289004883,0.0,0.04569063929698278,0.0,0.014327271943232578,0.0,0.0,0.0,0.0,0.0497772801901037,0.025424119395345963,0.021512116465636864,0.021778279397513253,0.0,0.045423385605539573,0.07710220464086097
