,ADF,ADL,AFD,AIB,AIZ,ASE,ASH,AVA,AVB,AVE,AVJ,AVM,AWB,AWC,Amphid sheath,Amphid socket,Anal muscle,Apoptotic germ cells,Arcade cells,BAG,Body wall muscle anterior,Body wall muscle middle,Body wall muscle posterior,CAN,Cephalic and inner labial socket,Cephalic sheath,Coelomocytes,DB_VB,DVB,Distal tip,Embryonic cells,Excretory cells,Excretory duct,Excretory gland,GLR,Glia_1,Glia_2,Glia_3,Glia_4,HSN,Hypodermis head,Hypodermis tail,I1,I2,I4,IL1,Intestinal-rectal valve,Intestine anterior,Intestine middle,Intestine posterior,M2,M3,M4,M5,Marginal cells,Mature sperm,Meiotic germ cells,Mitotic germ cells,NSM,OLL,OLQ,Oocytes,PDA,PDB,PHC,PLM_ALM,PLN,PVD_FLP,PVM,PVN,PVP,PVR,PVT,Phasmid sheath,Phasmid socket,RIA,RIC,RIF,RIH,RIM,RIV,RMD,RMD_LR,RME,RMF,Rectal gland,SAA,SAB,SIA,SIB,Seam cells (bus+),Seam cells (grd+),Seminal vesicle (male),Spermatheca bag distal,Spermatheca bag proximal,Spermatheca neck distal,Spermatheca neck proximal,Spermatheca-Uterine junction,Spermatids,Spermatocytes,Syncitial pachytene spermatocytes,URX_AQR_PQR,Unassigned sex-specific muscle,Unassigned sheath cells,Unassigned uterine cells,Uterine muscle,Uterine seam cells,Uterine toroid,Uterine-vulval cells,VC,VD_DD,Vulval cells,cat-4(+)ptps-1(+) intestine anterior,e1_e3 (pharyngeal epithelium),e2 (pharyngeal epithelium),g1A (pharyngeal gland),g1P (pharyngeal gland),g2 (pharyngeal gland),hmc,hyp4_to_hyp6,hyp7 (hypodermis),pm1_pm2 (pharyngeal muscle),pm3_pm4_pm5 (pharyngeal muscle),pm6_pm7 (pharyngeal muscle),sh2 (gonadal sheath distal),sh3_sh4 (gonadal sheath proximal),sh5 (gonadal sheath proximal),vm1 (vulval muscle),vm2 (vulval muscle),timepoints
LFQ intensity D1_9,0.0,0.0007184406920213911,0.023355064641074837,0.007599431914366747,0.007678238156656552,0.0,0.022117500733435047,0.0,0.011160266548047802,0.004666162641869721,0.01801537532576491,0.0,0.007678238156656548,0.022496908886325412,0.0,0.005115508018990665,0.030027799870167012,0.011788002486792676,0.0,0.0,0.01144493013900498,7.462754119010558e-05,0.009215345813092848,0.012400863313829355,0.004792433452674989,0.021719998624689575,0.0,0.0,0.0,0.014226836167738966,0.0,0.0,0.00013153091170458144,0.0,0.011970620583075001,0.020047851231931375,0.0,0.0,0.0017297281849633823,0.011110065032827143,0.024341931457158062,0.0,0.0,0.02078537097797358,0.0,0.0,0.027891634436789697,0.017490453356776424,0.0,0.05538009915475245,0.0,0.0,0.0,0.0,0.0017725795939457036,0.0,0.028085261168854316,0.034754439703297835,4.248193575001822e-19,0.0018016870184878037,0.0018016870184878041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018517987271799805,0.0,0.007959036994153536,0.0,0.0,0.0,2.6238842669128904e-19,0.00759943191436674,0.001086834986627316,0.0001454475430138842,0.0012131820506365058,2.6238842669128904e-19,0.002229128014407589,0.0,0.0022291280144075888,0.016941448010936302,0.0,0.0,0.002151580301516386,0.0,0.03130560113028374,0.028405735193686082,0.02351923475033628,0.0024155267325647474,0.014141120270210547,0.011057680402374911,0.007804743404182277,0.023603098005651902,0.0,0.0,0.029201648807105355,0.0,0.012545955563805866,0.023510468127612278,0.01600234447936208,0.022219830350250595,0.01955152579404667,0.0036752067758490277,0.0,0.009432153135444175,0.0,0.0,0.0,0.0,0.0,0.0,0.011049545674041861,0.0,0.0030444894083461226,0.0052466790260626344,0.0,0.0,0.04221606950422026,0.01031451788009814,0.026478924418918293,0.0,0.004761445089942622,0.040374783141444666,0.012661554876877966,1
LFQ intensity D10_1,0.02108048073612475,0.0,0.005285729875076013,0.008011019860519915,3.094044906459026e-20,0.0049519864253882995,0.016918617186806505,0.0,0.006689470089100694,0.0,0.003986810510373929,0.0,3.094044906459026e-20,0.014698478393068542,0.0,0.0,0.045387084421304354,0.0,0.0,0.0,0.006823860533365909,0.0,0.0,0.009038336615475196,0.0,0.00271577983368764,0.0012400318988377002,0.0,0.0,0.015276480487709103,0.0,0.0010546302574636066,0.013820665620020442,0.0,0.006300618857044938,0.02303400790065184,0.0,0.0,0.0,0.0038167974073619096,0.058370898838567026,0.0,0.0,0.008893719317293524,0.0,0.0,0.0,0.0,0.01646193336626335,0.03224722067387825,0.0,0.0,0.0,0.0,0.020642062408240035,0.0,0.012143356043725573,0.031205223365932015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009370607562649071,0.0,0.008010858405698651,0.0,0.0,0.0,0.019176912129168566,0.008011019860519908,0.0,0.007890045568137709,0.0,0.0,0.023718837591366258,0.0,0.023718837591366254,0.023683571920514585,0.0,0.0,0.006617062957621464,0.0005216469050592573,0.0,0.0,3.094044906459026e-20,0.0,0.05187403177098278,0.025999963769866838,0.0,0.005382689624316269,0.0,0.0,0.024440291455599346,0.0,0.008885089346750774,0.050116531850148104,0.030837982324356545,0.020668577716613217,0.0005133520194455984,0.024933186269697198,0.007360716887914885,0.0,0.0,0.018753148507377995,0.0,0.0,0.009525137880257164,0.0,0.0,0.0,0.022446325012247036,0.0,0.0,0.0,0.02680579342424414,0.011142631696454996,0.03500205291971515,0.023454017885951254,0.0,0.06327840913286646,0.017765369089811384,10
LFQ intensity D10_10,0.01996331095671229,0.0,0.0,0.006974600233237066,5.798780457101775e-20,0.008428627685975913,0.01675652407065087,0.0,0.010560478906415857,1.884603648558077e-19,0.004797980930187126,0.0,5.798780457101775e-20,0.01578845101169126,0.0,0.004892875846772519,0.03912880487097892,0.012404855483542547,0.0,0.0,0.007314799747010241,0.0,0.0,0.013500877595023093,0.0,0.014585451488240492,0.004403622232274595,0.0,0.0,0.027435543624816,0.0,0.010401188342949147,0.008664290346267004,0.0,0.012843733975013536,0.02435646413902609,0.0,0.0,0.00194660231337196,0.007750296099477361,0.05244667808589782,0.0,0.0,0.005698449164816565,0.0,0.0,0.0,0.012253717493849535,0.0,0.029875297476063194,0.0,0.0,0.0,0.0,0.02567698062425419,0.0,0.015840345480821066,0.01703752725335534,0.0,0.0,5.798780457101775e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01094185143977558,0.0,0.0065570504407884405,0.0,0.0,0.0,0.01403819245883315,0.00697460023323706,0.0,0.006869276898311537,0.0,1.884603648558077e-19,0.023339076417222344,0.0,0.02333907641722234,0.020593585710770898,0.0,0.0,0.0027742746883572394,0.0,0.006198357382536394,0.0,2.8993902285508877e-19,0.0,0.044900646945558995,0.02006453507537504,0.0,0.006170483898494039,0.0,0.0,0.028834835020527555,0.0,0.008475565168356873,0.039396658093901686,0.033712223304625,0.02026943442180532,0.0,0.02657934643518391,0.008424709645385981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026383103296286734,0.0,0.020308646029770675,0.0,0.0,0.0,0.028434995595269998,0.01744276963074626,0.03273735740624166,0.027884536315794094,0.0,0.06289609819361046,0.017475130923977168,10
LFQ intensity D10_2,0.0,0.0,0.027010984577375503,0.007438943904264162,0.0,0.0006255595978367758,0.019810287301457456,1.2570682940476723e-19,0.008015710124828108,0.0,0.00933477788727086,0.0,0.0,0.020371736326593327,0.0,0.0,0.04356648387707442,0.00735739961303647,0.0,0.0,0.007788109782196738,0.0,0.0,0.015113189315135672,0.0037950345434745545,0.0,0.0,0.0,0.0,0.0,0.0,0.0054661494430069115,0.0,0.0,0.004777667120690092,0.02967186539528115,0.0,0.0,0.0,0.0050377341434512226,0.016605759638376547,0.0,0.0,0.011758514967130597,0.0,0.0,0.0024629924387587015,0.0,0.009534925344963452,0.029482078637325562,0.0,0.0,0.0,0.0,0.005888767888033667,0.0,0.015259697459554543,0.054214283563421346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00875900474104637,0.0,0.0069863610001618,0.0,0.0,0.0,0.013365774953230214,0.007438943904264156,0.0,0.007326608522432904,0.0,1.2570682940476723e-19,0.023980557922976566,0.0,0.023980557922976563,0.021255793896478595,0.0,0.0,0.010279750258180731,0.0,0.0,0.0,0.0,0.004166977684089551,0.052367503228451046,0.02438112944918033,0.0,0.006976820987344597,0.0,0.0,0.04731522962039802,0.0,0.002191219155041048,0.04949643044829943,0.03871873594168325,0.016948991159883218,0.0,0.029144152657973366,0.007602166120086379,0.0,0.0,0.01981091993187584,0.0,0.0,0.01955550436430538,0.0,0.013202705719061065,0.0,0.017989606985203806,0.0,0.0,0.0,0.03131283704687301,0.0027211051536669634,0.028696048784919086,0.023785647347394728,0.0,0.06450475031279952,0.015349511889184687,10
LFQ intensity D10_3,0.01827311538712778,0.0,0.0,0.007368639087640897,1.3436128902098369e-19,0.00864887425678735,0.013912653579519419,3.135096743822953e-19,0.0039498967220127496,3.135096743822953e-19,0.005855164095726384,0.0,1.3436128902098369e-19,0.016790807352787505,0.0,0.0,0.04447693712541094,0.0062955930907447975,0.0,0.0,0.004351273199595612,0.0,0.0,0.014494614882362325,0.0,0.0,0.007497557735280378,0.0,0.0,0.01718792465073877,0.0,0.012295680426778715,0.0,0.0,0.013294814213204175,0.03182912309756937,0.0,0.0,0.0,0.0,0.030618204386176916,0.0,0.0,0.0062853769648460464,0.0,0.0,0.0,0.0,0.023469879102307294,0.027331612883565806,0.0,0.0,0.0,0.0,0.0,0.0,0.020077315405905308,0.029551907720167282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5379354592852474e-19,0.0,0.006938640490674008,0.0,0.0,0.0,0.022461042850220148,0.007368639087640888,2.0900644958819686e-19,0.007257365377805231,0.0,3.135096743822953e-19,0.026336192478975177,0.0,0.02633619247897517,0.015681876423990996,0.0,0.0,0.006415183087121433,0.0025987751099596935,0.0,0.0,0.0,0.0033209985995523356,0.046594727863412934,0.0202405562512167,0.0,0.011016952922763515,0.0,0.0,0.045907024570546365,0.0,0.007995000806630997,0.047732548857235046,0.028013007381064835,0.021072045876471043,0.015764390166251013,0.021357390081686016,0.005145290012299895,0.012535300694394543,0.0,0.0,0.0,0.0,0.008689779858574108,0.0,0.01384679081428625,0.0,0.023077914419506212,0.0,0.0,0.0,0.03294922786729322,0.0,0.027263704660598288,0.035485450773132754,0.0,0.07082112178506349,0.015919902986401873,10
LFQ intensity D10_4,0.007546631935724846,0.0,0.01346987634079247,0.00767414517392574,3.2464786067662473e-19,0.0,0.02353652851388206,0.0,0.00617202982154841,0.0,0.010677077416046909,0.0,3.2464786067662473e-19,0.02631483024574794,0.0,0.0,0.04495242986783311,0.0008827950724700658,0.0,0.0,0.00929175438876285,0.0,0.0,0.0183756707697763,0.011342227862972416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012592977083629978,0.0,0.0,0.0,0.0028039552335752697,0.052129636395485686,0.0,0.0,0.014093416892583388,0.0,0.0,0.004089307703022955,0.0,0.025453247267212084,0.03332519227160462,0.0,0.0,0.0,0.0,0.014301222792312746,0.0,0.032270736839172476,0.030828457337984234,0.0,1.5572309586015225e-19,3.2464786067662473e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006900195872888437,0.0,0.007189930654969007,1.5572309586015225e-19,0.0,0.0,0.0,0.007674145173925738,0.0,0.007558258021201382,1.5572309586015225e-19,0.0,0.014769297627580526,0.0,0.014769297627580521,0.020570105100832112,0.0,0.0,0.006105223487290231,0.0,0.0,0.0,0.0,0.0041104276072858985,0.05706577285609356,0.02629886917095206,0.0,0.016330435898923107,0.0,0.0,0.05514254372144964,0.0,0.004607483598470402,0.046816750867562575,0.0365012189914107,0.015361666645821658,0.0,0.022489334206539296,0.0022907930672124007,0.0,0.0,0.021195782462416733,0.0,0.0,0.01368070081119108,0.0,0.019933671464364044,0.0,0.009596337895149605,0.0,0.0,0.0,0.03225556946006558,0.014254570655732393,0.024619572051668166,0.02183506134178422,0.0,0.0514453177901315,0.016507518643440786,10
LFQ intensity D10_5,0.020929520491337308,0.0,0.007561949887675432,0.007953177951666337,0.0005016386327442769,0.009730437074856702,0.016924215271391662,2.3807133390944654e-19,0.0035928984981830653,2.3807133390944654e-19,0.006859849617162499,0.0,0.0005016386327442769,0.018068822710786806,0.0,0.0,0.037301458654945066,0.0,0.0,0.0,0.007155440962831938,0.0,0.0,0.014773915676123432,0.0,0.0056228809207800705,0.011968876875397437,0.0,0.0,0.022543023811017426,0.0,0.0,0.00240404748751257,0.0,0.014017300058811374,0.025716025493062435,0.0,0.0,0.0,0.0,0.05040744512113686,0.0,0.0,0.006543979542384107,0.0,0.0,0.009670818907466421,0.0,0.00802570165784787,0.03310908760702648,0.0,0.0,0.0,0.0,0.016661635917697187,0.0,0.021555281285587723,0.044085209343986825,0.0,5.290474086876589e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009303044815376417,0.0,0.007572197469687474,0.0,0.0,0.0,0.01185151628415664,0.007953177951666328,0.0,0.007833077129093896,5.290474086876589e-20,2.3807133390944654e-19,0.02246401377324259,0.0,0.022464013773242586,0.021562033280138136,0.0,0.0,0.005799449354785444,0.002026202097983369,0.0,0.0,1.0580948173753178e-19,0.0016824608582373891,0.040398821379725794,0.016066723674765204,0.0,0.01642422758733244,0.0,0.0,0.04012654927781386,0.0,0.007054393766320556,0.04455608375665437,0.02536598298591975,0.019045793848596945,0.005165085475834951,0.020511736250818962,0.005856411448068612,0.005887374048069308,0.0,0.0,0.0,0.0,0.017497940763588602,0.0,0.010734369632690085,0.0,0.021273864644424184,0.0,0.0,0.0,0.018100542480163403,0.008470690738188237,0.024293612419301856,0.02693731050269463,0.0,0.0646346286161262,0.01690039182312797,10
LFQ intensity D10_6,0.0054010615417314795,0.0,0.025909947392744475,0.0074144447106047895,0.0022273725928607167,0.0,0.022705159769794495,0.0,0.0026868362776958617,0.0,0.009226426275696394,0.0,0.0022273725928607167,0.022490864570125738,0.0,0.0,0.04698270859695335,0.0,0.0,0.0,0.012056570758983547,0.0,0.0,0.013890521749445248,0.014735858740406014,0.015635833807060844,0.0,0.0,0.0,0.0032280722087203767,0.0,0.0,0.0,0.0,0.0,0.02500113897056991,0.0,0.0,0.0018425685002227065,0.0,0.023168644193013885,0.0,0.0,0.011857093923140811,0.0,0.0,0.015640172381889972,0.0,0.02479157709011247,0.03505302032990754,0.0,0.0,0.0,0.0,0.025819599295225502,0.0,0.017892154061084756,0.05064910032316844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01078683909602912,0.0,0.007414295279213235,0.0,0.0,0.0,0.0,0.00741444471060478,1.3099799298000495e-19,0.016920805531525817,0.0,0.0,0.01695838501918483,0.0,0.016958385019184827,0.022040913223413998,0.0,1.9649698947000744e-19,0.0026577538384247356,0.0049572643953998225,0.0,0.0,0.0,0.0,0.047206873357518,0.025481655495005553,0.0,0.011832579926919579,0.0,0.0,0.03670597939277742,0.0,0.0052662852655806355,0.039685302076949,0.033065083658950375,0.012483270933922102,0.0,0.02062432679601177,0.0010003995791275403,0.004274083511183709,0.0,0.025553800094801103,0.0,0.0,0.01835505545919365,0.0,0.010896120282731972,0.0,0.0018958536487125861,0.0,0.0,0.0,0.03440556307212531,0.019273073917064135,0.030460207648487246,0.0197802203885602,0.0018032215501249485,0.039809639138617466,0.015498198038634557,10
LFQ intensity D10_7,0.021465961613474225,0.0,0.005788353735241506,0.00695175545104838,1.5576890996123586e-20,0.004715839005723129,0.011559126111820365,0.0,0.004988951098429533,0.0,0.008279345809857109,0.0,1.5576890996123586e-20,0.016081722390104084,0.0,0.0,0.04769116987965703,0.0,0.0,0.0,0.0057034201593998985,0.0,0.0,0.011676826394132676,0.0,0.0011324759236903844,0.011003010695595252,0.0,0.0,0.010042048999703138,0.0,0.0,0.0,0.0,0.0033597318953178775,0.03269831544960026,0.0,0.0,0.0,0.00012268521083113804,0.05562871626080334,0.0,0.0,0.007483689047531536,0.0,0.0,0.002389857404836987,0.0,0.024601913248913275,0.026499028663688813,0.0,0.0,0.0,0.0,0.004566437041835264,0.0,0.015528404459879014,0.046912264926601915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065031115217045275,0.0,0.0,0.0,0.02328865537281861,0.006951755451048374,4.673067298837076e-20,0.006846777094840666,0.0,0.0,0.025642428060782842,0.0,0.02564242806078284,0.010423556772728116,0.0,5.6076807586044905e-19,0.004934950462606974,0.004266906936410386,0.0,0.0,0.0,0.0019417885185447964,0.05599645710957945,0.027062895026801977,0.0,0.012347417944412046,0.0,0.0,0.025571304434874317,0.0,0.007185765817561812,0.044085687734892194,0.02648336907622708,0.022275315012465567,0.017561249882842297,0.019899439469058203,0.0037226564280248074,1.5576890996123586e-20,0.0,0.0,0.0,0.0020550154751467365,0.013964347058147695,0.0,0.00710008403905179,0.0,0.022678897462208865,0.0,0.0,0.0,0.029886275656231774,0.007527245247557915,0.03210303993554986,0.027468347078887966,0.0,0.07519274167758327,0.01651903930291018,10
LFQ intensity D10_8,0.011883834628930076,0.0,0.015416642357374154,0.0,2.520945357978252e-19,0.010260017698300646,0.010236503786310051,0.0,0.0,0.0,0.005535649062488568,0.0,2.520945357978252e-19,0.015553088713172283,0.0,0.0,0.03961261042134038,0.016799643170237567,0.0,0.0,0.004234037187396243,0.0,0.0,0.014277935603400379,0.0,0.0,0.010422459904288238,0.0,0.0,0.023871833864116777,0.0,0.007165245553707771,0.0,0.0,0.011238977426029367,0.021046961428240807,0.0,0.0,0.0,0.0,0.0469319209875242,0.0,0.0,0.0024713257619867427,0.0,0.0,0.0074988827037420535,0.0,0.028786655543480588,0.035576721866883584,0.0,0.0,0.0,0.0,0.008015062590014999,0.0,0.022868777194126392,0.041607519144379934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8206827585398488e-19,0.0,0.0,0.0,0.0,0.0,0.018244141881996613,0.0,1.9607352784275296e-19,0.0,3.3612604773043367e-19,0.0,0.02451764336914286,0.0,0.024517643369142857,0.01022058122177425,0.0,0.0,0.005040079894454081,0.0023986877771656014,0.0,0.0,0.0,0.009606573209637556,0.04551792144836676,0.017155808048670906,0.0,0.015458669244827711,0.0,0.0,0.03693251927618699,0.0,0.005863192450038774,0.04192225325917855,0.029202002388388975,0.01964848814070165,0.007341160730880854,0.021153692338918402,0.006231627622357305,0.0,0.0,0.017657397109704338,0.0,0.0009867291510796453,0.013133641721235058,0.0,0.013054372166014147,0.0,0.02513303824856003,0.0,0.0,0.0,0.025414766854289877,0.00903894689247683,0.031489077410515355,0.03149807341524176,0.0,0.06619216238489062,0.014116802376689708,10
LFQ intensity D10_9,0.02148394621083535,0.0,0.005115816453661552,0.0077981011891693494,0.0,0.008554417136448167,0.01730974236364111,2.7398347865020087e-19,0.011128402554821538,2.7398347865020087e-19,0.004669739789395856,0.0,0.0,0.014649633233015297,0.0,0.0,0.045167775630514634,0.0,0.0,0.0,0.007202195794613216,0.0,0.0,0.012329408725177272,0.0,0.0011550858865510558,0.002793240542357369,0.0,0.0,0.015757782163836952,0.0,0.0,0.0,0.0,0.012447135414697962,0.030751764850729515,0.0,0.0,0.0,0.008148885837008008,0.05450581387687695,0.0,0.0,0.007815400878058005,0.0,0.0,0.0,0.0,0.023212072517093434,0.03136804363436555,0.0,0.0,0.0,0.0,0.0072869046538728485,0.0,0.019077607438806946,0.024365587998053103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352689294459854,0.0,0.007797944025530313,0.0,0.0,0.0,0.019181129632430762,0.007798101189169346,3.3486869612802327e-19,0.007680342178492853,0.0,2.7398347865020087e-19,0.024837464440749094,0.0,0.02483746444074909,0.01998493843248892,0.0,0.0,0.0029527178530784374,0.0,0.0,0.0,6.392947835171353e-19,0.0,0.0487138817107053,0.02654894142300511,0.0,0.006466744278143464,0.0,0.0,0.03788977739915916,0.0,0.008221386198374885,0.04694413012227972,0.029486381636317067,0.0220664414608171,0.003028656874289063,0.02353267096878659,0.006677605171072471,0.0,0.0,0.0,0.0,0.0,0.01079648989380356,0.0,0.010739452131059422,0.0,0.02538926715099122,0.0,0.0,0.0,0.02746432258341248,0.006015051164113765,0.03248538739304051,0.026239022313794304,0.0,0.07103034165567405,0.017572548560272183,10
LFQ intensity D2_1,0.0,0.0,0.02005529045016706,0.009303923033117644,0.005138454054183103,0.0,0.019016507967316076,0.0,0.014342209351959586,0.0,0.008598442954036927,0.0,0.005138454054183103,0.02110387124684881,0.0,0.0,0.039883143724494405,0.019171130157205216,0.0,0.0,0.0055763330961873005,0.0,0.007596741899769685,0.010226268130985285,0.0,0.014725119650425665,0.0,0.0,0.0,0.01495816429402196,0.0,0.0,0.0,0.0014308740997249325,0.00978325453272507,0.028201551934900954,0.0,0.0,0.0020065910104163634,0.011666060550554651,0.03262207812027019,0.0,0.0,0.017245304078606492,0.0,0.0,0.025441584205076462,0.0015946503786430962,0.015592249721316873,0.062142810691580654,0.0,0.0,0.0,0.0,0.0,0.0,0.01835951404379698,0.04223664717195421,2.898920975054704e-20,0.0,5.797841950109408e-20,0.007947241095234557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014680365804443943,0.0,0.009303735521008513,0.0,0.0,0.0,0.006032417994503566,0.00930392303311764,2.3191367800437633e-19,0.0006494719951083285,0.0,1.1595683900218816e-19,0.007027688082131626,0.0,0.007027688082131626,0.019653120980335195,0.0,0.0,0.0038764734046685665,0.0,0.024756958020298,0.028196800277686063,0.014202990454251609,0.011093863684886305,0.03428359212507358,0.012831666072077513,0.0038882295460562423,0.0055030089773916106,0.0,0.0,0.010672709264682832,0.0,0.012232596158703573,0.033817967537080745,0.023970239733923846,0.015403067972038147,0.011848546414457465,0.014242475240052111,0.0,0.0,0.0,0.0066700150358705275,0.0,0.0,0.0,0.004610658851843954,1.4494604875273519e-19,0.0,0.008618010763031907,0.0,0.0,0.0,0.05274278618367504,0.004731223887161797,0.020772448172346313,0.01684763086226661,0.001785214449533699,0.03801635571221913,0.019601594006238943,2
LFQ intensity D2_2,0.0,0.0,0.0,0.00822142777714375,0.005939613323903437,0.0,0.011010334330223819,0.0,0.012367314403572062,0.0,0.010057046834973807,0.0,0.005939613323903435,0.019099473761759942,0.0,0.0,0.03482587909804542,0.02153407052238372,0.0,0.0,0.00826424140770858,0.0,0.009625723802188025,0.010281121143884114,0.0,0.019717876822527725,0.0,0.0,0.0,0.024438832800824827,0.0,0.0,0.0,0.0,0.012503696530819066,0.02171501195784188,0.0,0.0,0.0018067564797906938,0.00823988201149037,0.035121638761207406,0.0,0.0,0.013340041569583598,0.0,0.0,0.024505073794704155,0.021965970137381566,0.019759531333878283,0.05452774650493842,0.0,0.0,0.0,0.0,0.0022018477924124384,0.0,0.022287172300310028,0.03194473181223512,0.0,0.0012076850307029064,0.0012076850307029066,0.005525619864543066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018837426531870052,0.0,0.008597041083260332,0.0,0.0,0.0,0.004952081782203736,0.00822142777714375,0.0,0.0004312201004496948,0.0,0.0,0.008117029933072204,0.0,0.008117029933072204,0.017086368710638872,0.0,0.0,0.0029497674294295005,0.0,0.023504157586749033,0.03433763639148626,0.021048872532579806,0.0071071600315777105,0.02554321011952201,0.013037529329960763,0.0028419103751717635,0.005223020774301175,0.0,0.0,0.00640623139908005,0.0,0.010685285315153474,0.026928743922324538,0.028646900430159813,0.015070968815467418,0.0032670838403477355,0.016147834650372596,0.004618387040771486,0.017364837587516873,0.0,0.013908729277983702,0.0,0.0,0.0,0.004534224523364754,0.0006491062143878696,0.0,0.008030554117348215,0.0,0.0,0.0,0.03900560334877909,0.012515777312342035,0.024205463441388537,0.01768977091847074,0.0,0.04152002986295271,0.019668917293715022,2
LFQ intensity D2_3,0.0,0.0,0.0,0.008974140969300957,0.005285055797719856,0.0,0.022263149136297986,0.0,0.007162626956409022,4.014536557601103e-20,0.009622743279631316,0.0,0.005285055797719856,0.022021497204881824,0.0,0.0,0.03713556648651154,0.017665033117279686,0.0,0.0,0.0020835789103774856,0.0,0.0,0.009170107176320497,0.0,0.010501186281246027,0.0,0.0,0.0,0.024257339484475993,0.0,0.006612445809591292,0.0001408693828861982,0.002157332081333529,0.012820514299255702,0.02435928728571211,0.0,0.0,0.004930204460233608,0.004695803208678893,0.03522599289579132,0.0,0.0,0.013791837253145187,0.0,0.0,0.028017220433195496,0.017159464325558902,0.0,0.05874415715123207,0.0,0.0,0.0,0.0,0.0,0.0,0.025995780607354586,0.030503287924278654,1.8734503935471814e-19,0.003414140088032228,0.0034141400880322295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01957284998245914,0.0,0.009359260566632407,0.0,0.0,0.0,4.014536557601103e-20,0.008974140969300954,2.676357705067402e-19,0.0009783246027329348,0.0,0.0,0.008324052172984212,0.0,0.008324052172984212,0.019273917406529457,0.0,0.0,0.007399484950573592,0.0,0.023265628186383273,0.03085028719437853,0.020843917876836107,0.005279919058658225,0.025664528554486605,0.013248827022243946,0.0021818464779530503,0.013144090552987799,0.0,0.0,0.025517306607146243,0.0,0.013124201319845919,0.026551294698096927,0.027709411469046645,0.017692721567521365,0.0,0.016416702779472103,0.005259831652538522,0.01704385539880312,0.0,0.0036606804538800945,0.0,0.0,0.0,0.004844841195208932,2.676357705067402e-19,0.0,0.008792200718573798,0.0034091485621837742,0.0,0.0021639285707183856,0.04964263214449092,0.0,0.029986700298750783,0.019107324232188024,0.0,0.03816792880759309,0.020814603883332877,2
LFQ intensity D2_4,0.0,0.0,0.0,0.008365945097455382,0.005987058614260014,0.0,0.011115321419146411,0.0,0.013794732817626793,0.0,0.011560889450993107,0.0,0.005987058614260013,0.018469178395181658,0.0,0.0,0.03668481628287768,0.015690729381076227,0.0,0.0,0.006475356089263558,0.0,0.0,0.009028776609811835,0.0,0.013851488735746265,0.0,0.0,0.0,0.019810496714237503,0.0,0.0,0.0,0.0,0.0,0.02280173985977072,0.0,0.0,0.002446931749660948,0.009627111382083215,0.03388554676092916,0.0014201741734781303,0.0,0.013426037967979393,0.0,0.0,0.02447854757745809,0.02255902727426634,0.019947944838046284,0.062275233791033856,0.0,0.0,0.0,0.0,0.0,0.0,0.02402564860885967,0.03433704995404657,0.0,0.0025409030969098193,0.0025409030969098198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020710523235615147,0.0,0.008745138664933542,0.0,0.0,0.0,0.0077104905770379985,0.008365945097455378,1.185799241172464e-19,0.0005004567502410687,1.7128211261380035e-19,4.2161750797243165e-19,0.010874554362991682,0.0,0.010874554362991682,0.01642999970169778,0.0,0.0,0.004273212493268898,0.0,0.02768309247345856,0.02647336692568275,0.018424047333403228,0.0,0.03462076446979825,0.02166924617659248,0.0,0.0,0.0,0.0,0.005635621246423838,0.0,0.011245827795165435,0.026898915597448444,0.022999469787856896,0.01919887492033219,0.019049843049612356,0.009944859742382916,0.0009349353141475663,0.018047303535099403,0.0,0.010750813928830028,0.0,0.0,0.0,0.0,0.013284758120738331,0.0,0.0,0.009535117250569696,0.0,0.0,0.04319156620496031,0.010882723305741214,0.0226279924307486,0.019001039537971623,0.0,0.04696660256986164,0.019313694683572608,2
